"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log2FoldChange","Symbol"
"TCF21",0.000952669563179616,-0.410435364414585,0.568,0.653,1,-0.410435364414585,"TCF21"
"CASC4",0.000955760878240677,0.253277045282468,0.319,0.209,1,0.253277045282468,"CASC4"
"ADI1",0.000962428913698114,-0.312754513726229,0.422,0.515,1,-0.312754513726229,"ADI1"
"TNFSF13B",0.000964858632683262,0.304407759397603,0.232,0.128,1,0.304407759397603,"TNFSF13B"
"SLC1A5",0.00100044066701196,-0.386612221942229,0.289,0.383,1,-0.386612221942229,"SLC1A5"
"RAPH1",0.00100675879753918,-0.270112113284123,0.13,0.219,1,-0.270112113284123,"RAPH1"
"TTC3",0.0010282343880158,0.261235023296152,0.497,0.367,1,0.261235023296152,"TTC3"
"MZT2B",0.00104360662215666,-0.342930995456287,0.333,0.413,1,-0.342930995456287,"MZT2B"
"CD248",0.00110462806078812,0.268694632683754,0.472,0.337,1,0.268694632683754,"CD248"
"SH3D19",0.00116126429960915,-0.303785744054688,0.443,0.546,1,-0.303785744054688,"SH3D19"
"SULF1",0.00119385159439191,0.535200684634041,0.285,0.173,1,0.535200684634041,"SULF1"
"EIF4G2",0.00124580611870967,0.294799633141251,0.718,0.679,1,0.294799633141251,"EIF4G2"
"NFIA",0.00133779461094006,0.282101089698166,0.419,0.306,1,0.282101089698166,"NFIA"
"HACD3",0.00134847154095872,0.273941687415537,0.351,0.245,1,0.273941687415537,"HACD3"
"CD59",0.00137063146866106,0.264514133492554,0.793,0.724,1,0.264514133492554,"CD59"
"DPYSL2",0.00137246697305196,0.270439206221448,0.434,0.321,1,0.270439206221448,"DPYSL2"
"EPHA3",0.00143977803802322,0.261258780943942,0.132,0.051,1,0.261258780943942,"EPHA3"
"LPP",0.00163494070859411,0.259876226893824,0.469,0.357,1,0.259876226893824,"LPP"
"ANXA11",0.00164328305482627,-0.263725882340067,0.437,0.546,1,-0.263725882340067,"ANXA11"
"PLAGL1",0.0016624038890187,0.308595961606135,0.314,0.209,1,0.308595961606135,"PLAGL1"
"TM4SF1",0.00170321437929711,0.342843074570464,0.14,0.061,1,0.342843074570464,"TM4SF1"
"GDI2",0.00173319353383179,-0.31751128452462,0.483,0.556,1,-0.31751128452462,"GDI2"
"PODN",0.00173637275032484,0.251062334023946,0.472,0.362,1,0.251062334023946,"PODN"
"PENK",0.0019046021473863,1.28144087596018,0.105,0.036,1,1.28144087596018,"PENK"
"MT1M",0.00199519453416813,0.631124637244927,0.333,0.235,1,0.631124637244927,"MT1M"
"TUBB",0.00211797226132218,-0.301485680435983,0.658,0.724,1,-0.301485680435983,"TUBB"
"SNHG9",0.00221393059210545,0.304432011875744,0.262,0.163,1,0.304432011875744,"SNHG9"
"MT-ND6",0.00230527736186025,-0.332988997466282,0.59,0.679,1,-0.332988997466282,"MT-ND6"
"OLFML2B",0.00244221478420821,0.258471208418547,0.278,0.173,1,0.258471208418547,"OLFML2B"
"FOS",0.00246941538710462,0.329804408851651,0.927,0.908,1,0.329804408851651,"FOS"
"JUN",0.00272687477293406,0.259069124751996,0.934,0.872,1,0.259069124751996,"JUN"
"PLXDC2",0.00278560146496712,0.275402963264212,0.661,0.551,1,0.275402963264212,"PLXDC2"
"OSBPL9",0.00288968377266444,-0.341806086985345,0.359,0.439,1,-0.341806086985345,"OSBPL9"
"CCL13",0.00306464567857382,0.279204310829897,0.102,0.036,1,0.279204310829897,"CCL13"
"ANAPC11",0.00307035633321913,0.259922114870446,0.624,0.531,1,0.259922114870446,"ANAPC11"
"IGFBP3",0.00317531802159834,0.867232028178889,0.226,0.138,1,0.867232028178889,"IGFBP3"
"ATP5I",0.00320885917082099,-0.255485724328848,0.574,0.653,1,-0.255485724328848,"ATP5I"
"PLSCR4",0.00351342392488466,0.273174173942687,0.472,0.378,1,0.273174173942687,"PLSCR4"
"SCARA3",0.00361157192845465,0.259043553051942,0.196,0.112,1,0.259043553051942,"SCARA3"
"APCDD1",0.00400850468498352,0.25635100817981,0.248,0.158,1,0.25635100817981,"APCDD1"
"IER2",0.00435289508427241,-0.674684243071843,0.665,0.704,1,-0.674684243071843,"IER2"
"H2AFZ",0.00435495601669088,0.28460405152471,0.675,0.633,1,0.28460405152471,"H2AFZ"
"KLF4",0.00439358588696554,0.328460868303368,0.287,0.189,1,0.328460868303368,"KLF4"
"GPX7",0.00456197247675446,-0.278405372848646,0.21,0.286,1,-0.278405372848646,"GPX7"
"TNFRSF12A",0.00499293047680187,0.318620946455712,0.314,0.214,1,0.318620946455712,"TNFRSF12A"
"OLFML3",0.0050150044304068,-0.291555036067086,0.659,0.74,1,-0.291555036067086,"OLFML3"
"PDK4",0.00504450265138838,-0.826665833549001,0.44,0.464,1,-0.826665833549001,"PDK4"
"MAMDC2",0.0053194103062901,-0.712695726926849,0.487,0.485,1,-0.712695726926849,"MAMDC2"
"CILP",0.00543222498766881,-0.311183499267456,0.066,0.122,1,-0.311183499267456,"CILP"
"THBS2",0.00547805083443209,0.459128883146321,0.416,0.301,1,0.459128883146321,"THBS2"
"RPL22L1",0.0059742158859504,-0.592040208171486,0.437,0.474,1,-0.592040208171486,"RPL22L1"
"COL6A5",0.00598824958315924,0.250614393365485,0.137,0.066,1,0.250614393365485,"COL6A5"
"EDNRA",0.00601259989472742,0.269526396927543,0.458,0.352,1,0.269526396927543,"EDNRA"
"ALDH2",0.00618211797275177,-0.253183825340554,0.643,0.714,1,-0.253183825340554,"ALDH2"
"YBX1",0.00707365558357113,-0.267695514847416,0.911,0.954,1,-0.267695514847416,"YBX1"
"H1FX",0.00725268974332125,-0.305821014916892,0.216,0.291,1,-0.305821014916892,"H1FX"
"TSPAN8",0.00857409498173327,0.379382876156177,0.403,0.306,1,0.379382876156177,"TSPAN8"
"LTBP4",0.00945443938226469,-0.404518540251115,0.651,0.699,1,-0.404518540251115,"LTBP4"
"CH25H",0.00954883111849761,-0.34720008186289,0.181,0.097,1,-0.34720008186289,"CH25H"
"TIMP3",0.00997694833249602,-0.332481512977447,0.836,0.847,1,-0.332481512977447,"TIMP3"
"EIF3L",0.0100856093129003,-0.256960826208949,0.494,0.546,1,-0.256960826208949,"EIF3L"
"IL1R1",0.0112731404875116,0.254748341556264,0.419,0.316,1,0.254748341556264,"IL1R1"
"DNAJA1",0.0115141930587285,0.29239318976013,0.466,0.388,1,0.29239318976013,"DNAJA1"
"HSPA8",0.0120320611885011,0.325838342127252,0.839,0.842,1,0.325838342127252,"HSPA8"
"G0S2",0.0122734846916297,0.384038278051248,0.383,0.296,1,0.384038278051248,"G0S2"
"CFD",0.0124649527211412,0.321836899805982,0.685,0.628,1,0.321836899805982,"CFD"
"CSRP1",0.012953263446061,-0.260002857667362,0.633,0.719,1,-0.260002857667362,"CSRP1"
"HIF1A",0.0137357951996093,0.288690401463768,0.476,0.388,1,0.288690401463768,"HIF1A"
"SLC38A2",0.014130210054828,-0.455628283619491,0.613,0.648,1,-0.455628283619491,"SLC38A2"
"TGFBR3",0.0147431461251064,-0.287100756806152,0.305,0.367,1,-0.287100756806152,"TGFBR3"
"ACTA2",0.0154852673878632,0.632731185975321,0.53,0.454,1,0.632731185975321,"ACTA2"
"LIMCH1",0.0156998935130973,0.268994919654673,0.604,0.505,1,0.268994919654673,"LIMCH1"
"NR4A1",0.0159650878097331,-0.526262250778943,0.387,0.444,1,-0.526262250778943,"NR4A1"
"DIO3OS",0.0185744118138847,-0.27519897268489,0.175,0.235,1,-0.27519897268489,"DIO3OS"
"ABCA6",0.0187155462467912,-0.43918972043449,0.412,0.464,1,-0.43918972043449,"ABCA6"
"GAPDH",0.019176327850321,-0.261481863306498,0.991,0.995,1,-0.261481863306498,"GAPDH"
"SERPINE1",0.019230195773197,0.606309142742649,0.367,0.281,1,0.606309142742649,"SERPINE1"
"GSN",0.021805027165814,0.380435010299297,0.822,0.811,1,0.380435010299297,"GSN"
"NME2",0.0265556309576219,-0.257283448421113,0.915,0.944,1,-0.257283448421113,"NME2"
"GSTM1",0.0309040597458175,-0.701632475186147,0.204,0.26,1,-0.701632475186147,"GSTM1"
"CD302",0.0339267925881763,-0.338385545233221,0.582,0.577,1,-0.338385545233221,"CD302"
"MCL1",0.0358769791277354,0.274220000224449,0.663,0.602,1,0.274220000224449,"MCL1"
"ISLR",0.0361459712479626,-0.433442886515406,0.529,0.551,1,-0.433442886515406,"ISLR"
"JUNB",0.038690107599936,-0.342182164559599,0.884,0.908,1,-0.342182164559599,"JUNB"
"FHL1",0.0399170569957227,-0.338848286347215,0.713,0.755,1,-0.338848286347215,"FHL1"
"APOD",0.0524973309031796,-0.977886485313999,0.497,0.51,1,-0.977886485313999,"APOD"
"PLIN2",0.0574103028209958,-0.260988319771237,0.14,0.184,1,-0.260988319771237,"PLIN2"
"SFTPB",0.0673868470544319,0.262783068437628,0.423,0.393,1,0.262783068437628,"SFTPB"
"METTL7A",0.0731916803524301,-0.317171155164361,0.381,0.403,1,-0.317171155164361,"METTL7A"
"ITGBL1",0.0783496826554104,0.385334849578159,0.41,0.362,1,0.385334849578159,"ITGBL1"
"C10orf54",0.0812857866654976,-0.251305766373898,0.189,0.23,1,-0.251305766373898,"C10orf54"
"HIST1H4C",0.0997492006166307,-0.318795115883528,0.32,0.357,1,-0.318795115883528,"HIST1H4C"
"ID1",0.103952103795334,-0.511833316597117,0.171,0.214,1,-0.511833316597117,"ID1"
"SAMHD1",0.113540331909295,-0.45601185004085,0.375,0.383,1,-0.45601185004085,"SAMHD1"
"EGR1",0.125246371770566,-0.267492501552945,0.661,0.658,1,-0.267492501552945,"EGR1"
"PPP1R14A",0.125673523755545,-0.403923950444717,0.529,0.536,1,-0.403923950444717,"PPP1R14A"
"HLA-DRA",0.143573868885673,-0.265934142376039,0.614,0.628,1,-0.265934142376039,"HLA-DRA"
"ADAMTS1",0.144758197304172,-0.304624584959541,0.326,0.362,1,-0.304624584959541,"ADAMTS1"
"SERPINA1",0.183658036707762,0.305383318859512,0.453,0.459,1,0.305383318859512,"SERPINA1"
"UCHL1",0.201040570804893,-0.308997543354988,0.191,0.219,1,-0.308997543354988,"UCHL1"
"RGS16",0.22128799687787,-0.310934711558673,0.086,0.112,1,-0.310934711558673,"RGS16"
"MMP11",0.243432229511932,0.44704273157528,0.08,0.107,1,0.44704273157528,"MMP11"
"SLIT2",0.30796006099366,-0.300900010635733,0.364,0.367,1,-0.300900010635733,"SLIT2"
"CTHRC1",0.383871165760866,-0.493305829055611,0.419,0.413,1,-0.493305829055611,"CTHRC1"
"TXNIP",0.408105388792187,-0.319873091437535,0.724,0.704,1,-0.319873091437535,"TXNIP"
"IER3",0.421198742396387,-0.587895522416676,0.368,0.367,1,-0.587895522416676,"IER3"
"SFTPC",0.473583705551769,1.4451065293723,0.597,0.781,1,1.4451065293723,"SFTPC"
"BTG2",0.480499203956457,-0.36276873477531,0.364,0.362,1,-0.36276873477531,"BTG2"
"THBS1",0.847453217334357,0.507278642671914,0.461,0.444,1,0.507278642671914,"THBS1"
"HTRA1",0.99413249173625,-0.259611403658756,0.422,0.388,1,-0.259611403658756,"HTRA1"
