,ST16924,ST17220,ST17263,ST17530,ST17584,ST17700,ST17802,ST17956,ST18022,ST18776,ST25585,ST25588,ST25604,ST25612,ST25613,ST25617,ST25624,ST25636,ST25640,ST25641,ST25644,ST25680,ST25712,ST25723,ST25724,ST25727,ST25733,ST25735,ST25738,ST25748,ST25754,ST25756,ST25774,ST25778,ST25783,ST25785,ST25792,ST25802,ST25823,ST25837,ST25838,ST25840,ST25849,ST25870,ST25871,ST25883,ST25889,ST25901,ST25904,ST25913,ST25920,ST25938,ST25947,ST25968,ST25998,ST26024,ST26070,ST26090,ST26111,ST26112,ST26210,ST26237,ST26242,ST26267,ST26349,ST26374,ST26376,ST26526,ST26528,ST26628,ST26673,ST26678,ST26737,ST26745,ST26764,ST26988,ST26992,ST27058,ST27087,ST27088,ST27219,ST27223,ST27284,ST27341,ST27403,ST27494,ST27522,ST27526,ST27540,ST27602,ST28012,ST28016,ST364,ST377,ST403,ST609,ST61,ST610,ST621,ST642,ST647,ST689,ST823,ST967
3925,-1.5139523,0.2019059,-0.18476792,-0.6973256,-0.66015065,0.11007605,-2.5065727,-4.6872473,-0.5477115,-1.6564353,0.8557925,-5.4220138,-2.2791471,-5.6245174,-7.17455,0.0019956827,0.2263,-2.411827,-6.748391,-1.3997142,-1.3783517,-1.6447098,0.07860023,-1.1946723,-1.3034279,-0.8742054,-4.6810513,0.15781353,0.47695652,-0.42940617,-0.66062975,-1.1359143,-0.96357334,-0.23333472,-4.0001535,-0.5423051,-1.078674,0.093777314,-7.3957367,-1.4881397,0.17473847,-2.076533,-0.531248,-5.0970497,-3.5430498,-2.9252965,-3.6082296,-3.245955,-3.607553,1.2300467,-1.6516012,-4.221057,-3.3217824,-0.09323181,-0.2858108,0.048627958,-0.9865721,-2.72955,-0.08928788,0.42755347,-0.2186132,-0.8782243,-0.5284393,-4.8425503,0.77915883,-7.8068857,-6.6540585,0.14393967,-0.7172535,-0.10972744,0.4681478,0.20584053,-1.8696685,-0.8601515,-3.264975,0.048066493,0.06578705,0.04382778,-0.47831807,-0.13706046,-0.27349263,-0.39913872,-0.32902026,0.189238,-6.560748,0.11405946,-0.55969524,-0.5676222,-1.1774765,-1.0984299,0.3698236,0.20905854,-0.1359634,0.30599213,-0.32218763,-1.0063164,-2.645868,-0.43855977,-2.7367606,-6.903334,-0.17253196,0.3852585,-1.2183888,1.0625927
3930,0.8055898,-1.8380375,0.19737095,0.6203558,-0.0062424242,-4.316322,1.0463371,-2.0871975,-8.932496,-0.51346195,0.12411104,-2.9440348,-2.986795,-2.694442,-8.0371,-0.758945,-7.3976502,-10.0,-3.110501,-6.651307,-0.5716638,-0.2405877,-0.03917475,-0.035853475,0.947391,0.962384,-2.574771,0.8336391,-0.33896273,-2.713728,-1.7308351,-3.1731358,-0.18890631,-0.21845475,-3.6623437,0.040675186,-0.5130471,-0.10415673,-2.7340355,-1.3593194,0.65496147,-0.93448037,-0.3425665,-3.76845,-1.181588,-2.161981,-5.015642,-3.3998678,-3.9395053,-1.3174267,-2.359103,-1.4938135,-0.97196114,-2.2050507,-0.08876832,0.65550697,-0.028890735,-0.06215,-2.131072,0.14272277,0.5641444,1.1005821,0.14018019,-6.8741503,0.51736903,-4.8342056,-4.285886,0.1407255,-0.57458246,-0.5770222,-1.4250281,-0.16257814,-5.7990675,-3.5616007,-6.101833,0.3910677,0.21120664,1.2234429,0.1236862,0.20090097,-0.21657428,-0.7135693,-0.019936875,0.2944011,-5.2932606,0.6334205,-0.146476,0.3061729,-0.08468774,-1.2517977,0.12630199,0.015055165,0.18789801,-2.5050519,-2.3503993,-0.094395176,0.6134459,-2.0669124,-3.7531478,-4.2944613,-0.6831767,0.8636765,0.46828306,-0.230786
3964,-0.11644527,0.3416671,0.097992145,1.982681,-0.20352326,0.019582026,-0.30959168,0.30518833,2.6165657,3.5710444,-0.28589162,4.4812613,1.5754144,2.5247493,5.5340004,-0.4125592,0.58620006,1.9110755,1.6240052,3.5848794,-0.57023007,1.9577622,1.0745142,1.4252198,1.2342446,0.045369305,0.5282749,-0.084919825,-0.9634547,-1.0920361,-0.9235822,-1.4609566,-0.17694196,0.024778992,-0.21370848,-0.58011115,-0.0001175669,0.04820077,1.4413204,-0.5294074,-0.28738704,0.39323547,0.52446187,4.5874,2.2817488,0.3574779,1.7906681,-0.80792475,3.6456845,-0.034461968,1.1780273,0.4260068,-0.22852731,1.4742781,0.8173728,-0.7191047,-0.69029605,1.0418,3.4455893,2.622909,-0.41557288,-0.7604788,0.23916763,6.5558,-0.21466732,5.7634363,5.7782736,-0.8451973,1.0743561,0.566838,1.2838538,-0.53765655,2.8559265,-0.05190084,2.2384405,-0.26714435,0.25827098,-0.051529072,-0.12785457,-0.44432157,-0.48417887,-0.15752819,-0.30162472,-0.1509629,3.8573575,-0.7823756,1.2458414,1.0084331,0.40691215,0.17516823,-0.19007753,0.07068911,-0.29353258,-0.19886526,-0.3957985,-0.7464734,1.094943,-1.5363848,2.1105156,9.525821,0.2840795,-0.22816959,-0.5749979,2.1627855
3978,-2.0902486,0.5797398,0.84032315,-1.2075074,0.26689816,0.39478576,-2.9520411,-1.5308518,-1.7330642,-2.9246182,-0.022889018,-4.3846655,-4.4234867,-4.476692,-4.79155,0.6356572,0.7594,-2.0238173,-5.888301,-2.031881,0.56953514,-2.8415384,-1.7434886,-1.5437765,-0.40562528,-1.0607885,-2.6919165,0.383811,-0.47753495,-2.8030543,-1.2068931,-2.1325445,-1.7163098,0.96383846,-2.0176902,0.63430387,-0.2776398,0.016457021,-3.222129,-0.69649404,-0.042706937,-0.5510094,0.25439918,-2.53195,-1.7401577,-4.93934,-1.6170388,-1.5768154,-1.4721187,0.378479,-0.9812937,0.7026339,0.4295021,-1.2151494,-0.52403647,-0.08884533,-0.41799057,-1.4514,-1.1129862,-2.2047417,-2.4741235,0.09680349,0.26542044,-3.3175,0.11912426,-4.3563223,-4.312853,0.35528335,-0.65565753,0.56246924,0.73524815,0.031075066,-1.6069577,-1.6399252,-1.0172923,-0.57427317,0.75869197,0.30136615,0.4269758,0.7816964,-0.42568815,-0.49164027,0.42157775,0.5627643,-3.2652678,0.77527356,-1.2093896,0.0069317557,-0.48289004,-1.1972508,0.65532297,0.084612876,0.10606864,1.6166251,0.62638193,0.08225319,-0.588499,0.09554256,-2.0185387,-3.9295583,-0.035588197,0.30925414,-2.4806457,0.5355884
3988,-1.6164749,-0.36605787,0.8608403,-0.96822774,0.4728558,-0.85163414,-1.9158297,-2.8315592,2.0678968,-1.6057467,0.50506806,-4.7718706,1.8502809,-0.5836313,-0.65635014,1.7124434,2.172,1.1525846,3.739894,1.698133,-0.2500591,0.4582704,-0.30811787,1.0092012,0.7860421,1.6616657,-1.2760184,2.1318305,0.1761792,2.1973443,1.7756958,3.0882628,1.3481498,-0.84380543,2.5469732,0.43260366,-0.1290039,-0.6184437,-1.8308756,-0.78278995,0.8822063,1.3092221,4.496745,-3.7966,-0.85644907,6.709909,7.925303,8.718797,0.27455628,-0.70249295,-0.2045092,0.093727656,2.8875313,0.29635856,-0.59721386,0.07744825,-0.6039223,2.0564,-7.7148547,-8.041972,-1.5206017,-0.59145516,-0.1159342,-8.4233,-0.14107254,-5.8905997,-6.8332996,0.4984253,-0.31281924,0.74089104,-0.20840877,-0.668346,-0.27653122,-0.41529,-2.684466,0.86352116,-0.063517705,0.13156143,0.031884007,0.20807862,-0.31153232,-0.94638264,1.5175529,0.034713835,-9.095374,-0.22608817,2.462881,2.7329364,2.6041312,-2.7348282,1.1252002,-0.22962609,-0.32346046,2.3654318,-0.16411617,0.4289292,-1.6113207,-0.052046143,0.7848417,-6.1017036,-0.52618855,1.0203245,-0.7696979,1.272028
4016,-0.34369144,0.30078012,-0.0983482,-0.65094376,1.010174,-0.109625734,-0.7912961,-0.49580246,4.3403325,-0.5372376,-0.28715572,0.5216253,0.5758044,1.3800094,0.87714994,-0.36861676,3.71385,3.7215283,2.7069638,3.487362,0.7984071,-1.0323644,-0.40409565,-0.57613075,-0.63648605,0.042575806,1.0268074,-0.34290737,0.67014295,0.8793369,-0.25062057,0.7913334,-0.8323835,0.8742991,0.7594269,-0.20635137,0.6743641,0.8849351,-1.4581554,0.8585226,0.76643294,-0.047791615,0.59926116,2.1442,-0.5313989,0.49197376,-1.9328085,-1.9049852,-0.43196273,1.3107512,1.3819073,-0.34995764,-0.40526825,1.7566031,-0.13924538,0.72224396,-0.21349943,1.41195,-0.06643817,-0.31646162,-0.8574101,0.27783144,-0.8222872,1.138,-0.5713671,-0.33097294,0.4346134,-0.25249624,0.8992084,-1.0178175,0.32663387,0.43939188,4.3272104,1.5176125,3.4423997,-0.41159004,0.65013534,-0.35550588,-0.22965181,0.45503393,0.04135549,0.30569828,0.18728884,0.30811855,-1.8545289,0.43388373,0.44537207,0.18127352,1.5348356,-0.9841,-0.51711434,-0.37073678,-0.15711792,0.07896933,-0.2916899,0.29424253,-0.94967425,1.3114543,0.21335354,-1.1666982,-0.42729998,0.4940758,-0.6670166,1.4050107
4043,0.8796628,0.8090371,-0.2709675,0.8353468,0.49167985,-2.4525363,-0.018441662,2.1813953,4.3707047,0.34661034,-0.32192436,-4.20953,-2.6703079,-2.0943599,-5.71305,-1.0630133,5.42405,5.397714,-0.12072396,3.9386816,0.4195767,1.2312894,0.16456227,-0.55647486,-0.058675874,0.11573444,-1.4373283,0.3945127,1.4294412,0.24138702,0.66837686,-0.29383183,6.0686016,-0.15203764,0.56412697,0.5809205,0.0018667597,-0.46527484,-4.574424,-1.9107957,-0.25966445,-1.6329644,-0.2153765,-3.6527,-0.8915505,3.92338,8.647756,6.239337,-2.6461067,-1.3108022,-2.82302,1.8859227,1.3713373,-2.7624335,0.3319468,-1.2900168,-3.5635529,0.07799998,-1.1097511,-0.9238136,0.8215228,0.56374556,-0.9511681,-6.5717,0.5499691,-2.027224,-1.3506224,-0.004784718,-1.2132436,-0.6161248,0.7530534,0.2144787,2.2253215,3.2205536,-1.35891,-1.2574849,0.32027167,0.39202085,0.5437467,0.2188968,-0.40274385,0.32809168,0.6141852,0.14994976,-5.6786633,0.1302527,0.08241424,1.4260768,-0.66219944,-1.6071191,-0.90342945,-0.19812898,0.10592205,-4.86372,0.27120855,0.697929,-0.16291413,0.79907286,-4.066705,1.2290729,0.18250735,1.5684355,0.2215663,-2.334805
4067,1.2376287,0.6319615,-0.36488318,0.16530336,0.8869624,-0.04159054,0.28310552,0.63206077,9.179289,0.67619276,-0.03477645,4.915336,2.647767,2.6617563,4.7583,0.6529924,8.566401,8.318954,0.4148405,7.8651857,-0.5138805,0.9461517,0.1025743,0.44254234,0.63835955,0.369268,1.0044807,-0.9114751,-0.25767606,1.147474,0.4269532,0.59136534,2.4458148,0.81372035,0.13054724,-0.34975314,1.8586175,0.7375024,2.1447213,-0.29809895,-0.18873791,0.36837903,-0.30320686,7.6068497,0.99643755,1.5816748,1.7915806,1.5052342,-0.08823369,-0.67477214,0.35109872,2.654946,-0.4333828,1.8899653,0.9772713,-0.6281314,0.042833745,1.5706999,4.4794173,3.339302,0.3647339,-0.2581579,-0.88620514,8.11805,1.4569203,6.7873945,6.786107,-0.12251969,0.32029566,0.2804799,-0.2260873,0.38046783,8.059452,5.5721545,7.769907,-0.07570878,3.2403831,-0.09245327,-0.0019277036,0.36584863,3.3906107,-0.23614112,0.08926673,-0.23666757,-0.123614535,-0.21067728,1.7685825,-0.5763702,0.32130235,0.58103156,0.27453738,1.4699906,-0.34060997,-0.51444364,0.11792487,-0.5534171,0.6597962,0.8306614,1.0593406,3.346672,-0.5736694,-0.9850364,0.09828792,-0.14102145
4088,0.3054873,0.6655408,1.0679638,0.8405366,-0.45319426,-0.051974,0.889385,0.9366996,-0.44205987,-0.14437333,0.6117213,0.18399614,-0.53237903,0.78841347,0.5515,-0.69878787,-1.59175,1.363263,-0.12721476,-1.5279303,1.1160791,0.41126907,0.34216714,-0.98312104,0.83033526,0.9159845,-0.065322496,0.7396058,0.13926277,0.33710927,0.22858159,-0.21598321,-0.6438959,0.49824202,-0.061624855,0.08875407,0.2353786,1.0804067,-1.3820901,-0.8148829,0.06203693,-0.08522779,0.91442525,0.6935,0.44859388,-0.56212455,-4.04704,-0.18403178,4.1231465,1.4845228,2.4231446,-1.2609054,0.20770125,2.6778026,0.21301739,-0.023469068,0.19688496,-0.5955,1.2130656,0.95241535,0.6958277,0.9833342,0.48539203,-0.91845,0.32613662,-0.7248609,-1.8157812,-0.76077944,-0.3636906,-0.18761936,0.49638113,-0.5153495,-2.9873013,-2.252517,-2.3915873,0.07532634,0.49284208,0.38322946,0.09262467,-0.31786636,0.48630437,0.91314423,-0.6174486,0.004746914,1.8047831,0.72160906,-0.63996744,0.44084677,-0.7648771,0.61743414,0.15661523,1.1475716,-0.1325461,1.4886668,0.12697485,0.037822366,0.91309524,0.65712345,3.5337124,1.1668804,0.7194461,0.84831804,1.1206897,0.71942484
4125,-0.12705423,0.30740064,0.51615345,0.6044246,0.035649836,0.7365826,-0.06708172,0.21197124,7.0793276,0.6555278,-0.3982222,-1.657526,0.22191074,0.020807236,-1.10035,-0.67825156,4.82885,5.336465,1.3898995,1.915578,0.528432,1.0847367,0.62874126,0.4396934,-1.3963478,0.28476334,-0.08124742,-1.4705201,0.65975785,0.7811566,0.49146342,0.7878041,1.3837401,1.1696494,1.0976431,1.2147198,-0.14273259,0.20798747,0.28586027,-0.12727115,-0.8932513,-1.8966995,-0.29302332,-0.30965,-0.46623218,0.5530446,8.599385,8.1442585,0.8948813,0.8403063,1.0390279,1.0682813,1.2187088,-0.71887696,0.0926871,-0.80148816,0.024825677,-0.39575,1.0280281,-0.2660979,-0.64109474,-0.34493977,-0.6261467,-1.0957,-0.4400251,2.7888641,2.9641452,0.40737322,-0.6504953,-0.9274223,0.6154008,-0.22535858,2.596828,2.771913,1.5784323,-1.5826105,-0.014869932,-0.0012776703,0.19329639,-0.30390745,0.033953875,-0.4918446,0.18526389,-0.37266928,3.2113109,-0.5047726,-0.9834835,0.46291316,-0.13673466,-0.025502853,0.1452691,-0.27170262,-0.21798174,1.739233,-1.4974655,0.981019,0.32574785,0.17442276,0.724728,7.3589644,0.42069775,0.44473118,0.35791546,0.32720384
4144,-2.3771405,-1.1391947,-0.5145644,-2.857704,0.34618387,-2.4405818,-1.2917856,-0.119260326,-8.559057,-4.817215,0.9070028,-1.8392637,0.1865501,-3.716144,-3.61265,0.50366527,-10.0,-8.967054,-0.6740045,-8.22387,0.142163,-5.782879,-2.682898,-0.45418072,0.19222389,-0.042046547,-0.34519172,0.52203655,-0.07942064,-2.2173243,-1.1667501,-2.8355246,-0.31063953,0.6992445,-2.936514,0.56806564,0.07551929,0.8977047,-4.5473113,0.88565654,0.15180863,-0.7417689,-0.42379063,-6.48215,-0.7061412,-1.4851408,-3.113327,-2.0642676,0.5264345,0.2199728,1.2016305,-2.4002228,-0.9976428,0.16420743,0.077278875,0.06503692,-0.8647119,-0.2083,-3.8796425,-3.339122,-2.4729087,0.50254506,0.63939625,-6.45215,0.29678124,-5.216858,-4.694675,0.093556866,0.50390375,0.496166,-0.37667158,0.1652678,-9.100916,-1.011809,-7.2509384,0.08349937,0.31325474,1.1427689,0.5340117,0.7399892,0.48512298,0.8091202,0.1802311,-0.5559393,-10.0,-0.49970543,0.08910781,0.3330564,0.41048455,-0.68959904,0.09509429,0.61767256,-0.54355335,-0.40907705,0.17680387,-0.84166545,0.06778359,-0.90977466,1.6894972,-4.193816,-1.4052495,0.53389674,-2.307152,0.31501865
4154,-0.2615646,-0.87141764,0.57692647,1.6331248,-0.14375693,-0.5631263,1.0957644,0.022197353,-3.197313,-0.11235772,0.92096925,-0.65238035,-1.2395122,-0.9253207,-3.54195,-0.23926722,-3.7515497,-6.762963,-0.5688355,-3.9936707,-0.18860382,0.8644877,-1.3544502,0.038982064,0.13373743,-0.69470155,-0.5907498,1.1902375,-1.0203962,-0.59026206,-0.031071119,-1.423241,-1.9252663,-0.17208701,-1.5312263,-0.43747595,1.0251402,0.10667065,-3.7938843,-1.3734362,-0.2141039,-1.0033567,-0.09195742,-4.96865,1.1304185,-1.180815,-6.4050093,-4.6798887,-0.36883572,-0.87524295,-1.1936067,-0.5147449,1.1730607,-0.04927379,-0.77095914,0.6635387,-0.15946868,0.3926,0.7082966,1.2373669,-0.18750782,-0.50195056,0.89244723,-2.4496999,0.46736482,-1.3915591,-0.83882624,0.8008467,-0.73580843,0.3006136,0.10745171,0.3755695,-4.3805723,-5.7714214,-1.8594973,0.7738652,-0.19883639,0.8327971,0.6387317,-0.086827755,-0.8373505,-0.59387517,-0.12413263,-0.4169067,1.5255427,0.36590776,1.1499124,-0.55710214,0.53405595,1.4036064,-0.18823671,-0.10714968,1.5042857,-0.35095596,1.1555841,-0.6504039,-0.5371962,-1.0393715,-0.9567324,-1.9853567,-0.6798566,-0.387527,0.3247563,1.5791707
4172,-2.7227874,-0.18377265,-0.08245322,-3.7857814,0.2611912,-0.4256842,-3.0145044,0.022704303,-8.201742,-4.8097167,0.7182596,-5.880352,-4.455718,-8.063129,-7.73175,1.0016897,-8.1311,-7.772364,-5.6731725,-8.147482,1.0479419,-6.4591646,-0.53960985,-0.3211217,-0.2754796,-1.198135,-3.035842,0.3372048,-0.6109297,-4.281932,-2.509536,-4.598126,-7.18184,0.1820735,-4.9884367,0.86756814,-0.3687181,-0.15835115,-4.008316,-0.29098013,-0.3685229,-1.4573541,-0.007107796,-7.36805,-0.5024478,-7.600651,-6.5692205,-6.7544875,-4.564831,-1.0015081,-2.8365664,-0.6692929,-0.34006578,-2.9228294,-0.8251079,-0.031921215,-0.014306553,-1.3889,-1.0179507,-0.64099216,-2.8336654,0.34446025,-0.058466136,-7.36875,0.053961217,-6.8648944,-6.244941,0.34896642,-1.0369432,0.48547977,0.324714,-0.060104914,-8.596182,-3.6731198,-7.1681423,-0.018488884,0.47276235,0.7498283,0.5324888,0.287579,-1.7639172,-0.24960329,0.41064382,0.20796953,-6.552604,0.64963293,-1.3942089,-1.4013435,-1.1227506,-1.2856331,0.1684995,0.46951783,-0.08234382,-1.0960181,-0.49348825,-1.6211197,-0.7023089,-0.777787,-4.412069,-5.752492,0.32821673,0.27488166,-3.6650271,0.8622176
4200,-0.32203975,-0.055519015,0.6331824,-0.2478939,0.13621761,-2.1029696,-0.8326495,-1.7184634,-1.1016425,-1.0630517,0.25537342,-3.2373068,-2.756447,-2.4805017,1.09675,-0.6890816,-0.92125005,-2.3753405,0.02028671,-1.4887621,0.60797936,-0.90838563,-0.7791691,-2.4756904,0.61498636,-0.43288508,-0.17961088,-0.26100504,-0.7723932,-1.6934981,-1.0171884,-1.4420955,0.61863947,-0.48178598,-0.6260529,0.44758224,0.015489245,-1.8611904,-1.0088915,-0.30862823,-0.40429223,-0.6655535,-1.9253186,-1.5262499,0.7923358,1.5351367,-0.71061605,2.6420965,-0.58745605,-0.39127052,-1.689767,0.3007392,-1.2394658,-2.4850662,-0.20891502,-0.53552985,0.5271226,-3.2193,-3.3262458,-3.2888122,-0.39153254,0.13388667,0.6455004,-3.15115,0.49938014,-2.0369947,-3.194629,1.4589757,-0.9113958,0.108492434,-0.20337299,-0.5159395,-0.035290122,-4.356189,-0.34518772,0.68820894,-0.23924164,-0.131898,0.07625577,-0.20350058,0.40638033,-0.73414207,-0.10212925,0.53267777,-1.4902982,0.19279248,-1.6517792,-1.3152182,0.5423981,-0.4896646,0.9290447,0.9452481,0.44138858,-1.6359724,0.15910895,-0.21760693,0.46797842,-0.55056167,-1.4685032,-2.1379762,-0.107784286,-0.320828,1.1513087,0.12804207
4208,0.24770612,-0.20151597,0.052339345,-1.9374504,-0.59625304,0.02052626,0.95848787,0.6107286,5.467943,-0.7464981,0.6193153,2.4667447,-0.66282946,-0.45478514,2.9756498,-0.36321014,3.74505,3.7048056,-0.27004126,3.9912772,-0.23163976,-1.0430502,-0.31124467,-1.4968798,0.41208318,-1.1622727,-0.64612037,-0.22301555,-0.70989716,-0.09897217,-0.6227746,-0.39598686,2.3608646,1.521167,-1.3323424,0.075172074,-0.1543266,-1.2904532,-1.7124197,-0.23080428,-0.37475714,-0.14174572,-1.7101107,2.7358499,0.4791605,2.1946158,0.80955845,1.2161644,-0.3100752,0.27976546,-0.28815132,1.7155503,-0.611777,-1.7714939,-0.06884302,0.0652388,-0.6731652,-3.2739,2.3618946,1.8645647,0.01799789,-0.04632979,-0.69594526,4.44805,-0.3232044,1.32375,1.113667,-0.1961008,0.44088638,-0.28983945,-0.95756906,-0.5738893,5.186874,0.31259954,3.829089,0.07315254,0.49262908,0.16294439,0.324101,-1.3472246,0.5226188,0.12603126,-1.248826,0.7173333,1.9303328,-0.4519056,0.34443158,-1.0507892,0.4112305,0.017974868,0.43918443,-0.2965333,-0.5268072,-0.7823446,-1.1061418,-0.1178493,-0.54779315,-1.4921559,-0.3676942,0.19971976,0.40098882,-0.58721983,0.33512068,0.06593749
4216,0.102586985,-0.036253586,1.0677251,-1.166285,0.20075017,-3.335902,0.967747,0.48260245,-2.032413,-0.95060295,0.36879218,-2.950444,-1.4157811,-1.9199326,-2.7789001,-0.038496763,-3.62295,-4.686299,-2.0421994,-5.0473385,0.64989054,-0.761847,0.3216512,-1.3762361,0.50701565,-0.44091424,-0.6429373,0.993825,-0.15449706,-1.5460161,-0.57221645,-0.8819202,-1.8699058,-0.656901,-0.7266917,-0.4622933,0.2089566,-0.5205984,-1.8098881,-0.9179367,-0.05766666,-1.4504824,-1.1277647,-2.34235,-0.75225693,-1.4595932,-1.9507018,-0.82542527,-1.6445167,-1.2715598,-1.2857673,-1.0215832,0.64803654,-0.055422395,-0.6930615,0.703666,0.68530965,-0.65165,-0.03836277,0.22614773,0.62311125,0.7877694,0.9954647,-2.2926998,-0.10488558,-0.51632404,-0.45991084,-0.19455875,-0.99110353,0.5065881,-0.5912373,-0.40696216,-4.130789,-3.7764912,-2.4426208,-0.09148954,0.2623422,0.6276499,0.5170056,-0.846421,0.13825901,0.17921342,0.09736599,0.8731139,0.012401346,0.6422896,-0.07694295,-0.56152195,0.005468935,0.34834614,-0.10603738,0.080440715,0.178438,-2.6753185,-1.0700331,0.4173482,0.02701021,-1.681246,-1.5627741,-0.20750333,-0.21224697,0.23966692,0.8020322,-0.17534375
4232,1.4532365,-0.2076081,-1.0033258,0.1820952,-0.88311076,1.0845844,1.1477864,2.2004952,4.080897,0.31459975,-0.88964343,3.3725395,-0.11863905,1.593663,3.2766,-0.21999773,4.4348497,3.1673818,-0.22651729,4.222817,-0.44260648,-0.121396005,1.1756616,2.2140129,1.0197753,-0.6915273,1.7653971,0.41610745,-0.13228345,0.038789652,0.13180359,-0.19424488,0.8331256,0.77040434,0.3413906,-1.0226995,-0.09247452,0.6670382,1.0431951,0.4240562,0.5764156,-0.48640347,-0.601915,3.6578002,0.64639914,1.141643,0.516363,0.55760026,0.36952847,-0.14529145,0.82416415,-0.26889062,0.2897874,1.1997015,0.7643196,-0.32034516,0.5932111,1.78845,1.7993833,2.246273,1.0828412,-0.71907914,0.30309564,5.0525503,-0.91709745,2.1234136,2.6721432,-0.4068188,0.97103655,0.2979725,-0.042958386,0.0920472,4.187095,2.0431519,4.3874464,-0.038096145,0.11015524,0.026025493,-0.7477906,-0.20313905,-0.39541396,0.724849,-0.41462412,-1.0256283,0.037041083,0.32088757,0.6192867,-0.23863238,-2.100288,-1.1466503,0.098443955,0.29849252,-1.5368524,-0.45433113,0.8103664,-0.7656379,-0.6716228,-0.24174812,1.2987068,1.0372881,-0.53260416,-0.97670436,-0.10176113,-0.013906762
427,-1.2397903,0.3942072,-0.5235477,1.0712955,0.3847941,-0.8940788,-0.89692247,0.24256632,3.0711107,-0.2088432,-0.5993615,-0.34443602,2.3383536,3.7274268,-3.72255,1.2559978,3.1729002,1.4363191,3.3827386,1.9214768,0.12374214,0.884632,-0.85741854,4.0582237,0.060694505,0.3912938,2.300212,1.3017341,-0.35934702,1.9526492,2.275865,1.9490333,3.8843434,1.1621543,4.2808805,0.44448876,-0.2235962,0.81141806,5.0606503,1.8006855,2.7268894,2.970772,3.6441474,-0.19475,-0.57387346,3.6647372,4.711716,4.286269,3.8373039,0.9605099,1.837199,0.5345066,2.4244993,2.0554109,-1.0175447,0.014805958,0.109045364,3.56495,-5.39671,-4.3990335,-0.8451435,-0.3235873,0.11006719,-5.0229,-0.21753019,-4.359479,-4.357961,-0.34015465,-0.3698035,1.5132929,0.375589,-0.87977195,0.7659567,0.67902833,-0.5213044,0.050295025,0.20504612,0.6058318,0.23941001,-0.13013256,-0.6451645,-0.67442214,1.0000485,0.07324385,-3.0602307,0.08371623,2.7575502,1.5973078,-0.011730865,-1.623509,0.20016724,0.13726865,-0.12550342,1.31316,0.28445265,-0.10886896,-1.1971788,-0.51825225,2.8955295,-5.3144426,0.14167522,0.14180984,-0.807917,-1.2773591
4282,-0.6721543,0.52591145,-0.40097946,-1.1429346,0.0,-0.4433691,-0.094059646,-3.0806031,1.9631104,-1.5458903,0.2405395,-7.083172,-1.164923,-5.7226725,-3.7172,0.0,3.8616,0.21722706,-0.78576744,2.617907,-0.29479825,-1.5320003,-1.0943633,0.79075783,0.19939263,0.22594164,-0.30600196,-0.22147922,-1.0369916,-0.507124,0.4845332,1.061639,-3.1555164,-0.50034606,-0.03288108,-1.800015,-1.7358521,0.27692738,-1.8842165,-0.04852499,0.25324938,-0.08694935,-1.3643495,-0.59605,0.21196277,-1.0692297,-5.9080625,-2.3892856,-0.7085549,-0.09902573,-0.062353432,-0.59981394,0.23490335,-0.9768968,0.08657366,0.27176526,0.0,0.8306,-1.1963419,-0.2185148,-0.2767108,0.27599892,0.0,-1.5309,-3.7768078,-7.1709824,-6.948952,0.0,0.0,-0.33773962,-0.019486621,0.27804992,0.7964412,2.2322693,-1.4866571,-0.040755197,-0.4029672,0.33725,0.24717504,0.0,0.095050916,0.28627017,0.0,-0.5094857,-4.9844084,-0.060787916,0.18228126,-0.49417073,0.4232761,-0.47808054,-0.3334851,-0.44150096,0.27108806,0.0,0.4557938,0.06125787,0.53464425,0.4545882,-1.3415369,-6.8156676,-0.09283924,0.20390075,-1.0256436,-0.29150373
4303,-0.87194455,-0.067519486,-0.104999214,3.8175874,-1.0566456,1.7400289,-0.7908435,-1.744621,-1.0902717,4.48608,-0.48904505,2.26101,-0.31128493,2.4961488,-0.2909,1.1733736,-0.65235,-1.3766009,-0.18466422,-1.1395495,0.06418465,4.127955,1.2643111,1.8397906,-0.092959285,0.7565651,-0.14930217,-0.34726572,0.103611775,2.306684,2.2612784,2.200166,-0.33512673,0.23710892,1.5443172,1.0251484,-0.51770175,0.65855753,0.17577317,-0.15272747,0.06908806,0.49556017,0.36103177,-0.32425,-0.6111251,3.5113053,6.156642,5.592601,3.0623894,0.63729095,2.2566926,-1.9295437,-0.3765096,3.4826035,-0.6297721,1.19331,-0.46546587,2.0765,0.6122485,1.4486518,-0.803525,-0.21829414,0.16516219,-1.809,0.19317032,2.343433,2.0852685,-0.186723,0.2584399,-0.09479995,0.03253922,-0.5229869,-0.3926133,1.6900749,0.1287912,-0.5073813,-0.105542615,-0.040749304,0.274804,-0.5454694,-0.81240875,-1.0723431,-0.2723024,-0.09739396,-0.0038289423,0.11617932,0.27860245,-0.015360698,-0.8150023,-0.48076105,-0.750145,-0.23881789,0.561918,0.93517554,-0.6466195,-0.6747469,-1.0577728,-0.45338565,1.9934108,0.4330241,-0.0165596,-0.8291675,-1.4749107,1.0438142
