,ST1051,ST1076,ST144,ST16853,ST16876,ST16998,ST17005,ST17019,ST17262,ST17292,ST17332,ST17337,ST17431,ST17448,ST17451,ST17452,ST17453,ST17606,ST17689,ST17707,ST17822,ST17848,ST17911,ST17912,ST17914,ST18016,ST18027,ST18396,ST18683,ST18684,ST18687,ST21,ST25,ST25604,ST25617,ST25632,ST25633,ST25634,ST25646,ST25684,ST25688,ST25693,ST25700,ST25717,ST25720,ST25721,ST25723,ST25727,ST25729,ST25730,ST25731,ST25732,ST25741,ST25746,ST25748,ST25774,ST25775,ST25777,ST25781,ST25783,ST25785,ST25786,ST25787,ST25795,ST25798,ST25826,ST25835,ST25849,ST25851,ST25863,ST25866,ST25869,ST25870,ST25871,ST25877,ST25880,ST25883,ST25885,ST25886,ST25895,ST25901,ST25907,ST25914,ST25929,ST25943,ST25945,ST25952,ST25962,ST25983,ST26008,ST26015,ST26020,ST26090,ST26095,ST26096,ST26099,ST26139,ST26140,ST26141,ST262,ST26248,ST26257,ST26259,ST26263,ST26266,ST26328,ST26331,ST26332,ST26360,ST26362,ST26363,ST26372,ST26494,ST26603,ST26604,ST26608,ST26764,ST27077,ST27081,ST27337,ST27414,ST27418,ST27938,ST28029,ST28031,ST28135,ST28391,ST295,ST317,ST338,ST339,ST404,ST439,ST462,ST485,ST598,ST605,ST606,ST607,ST639,ST643,ST659,ST713,ST738,ST766,ST767,ST817,ST952,ST965
8878,5.26205,2.1180801,3.1148405,0.40980613,1.4980128,-0.5365033,0.21208182,-0.29211193,0.6408442,3.4485996,4.7378225,0.8054515,0.9815172,-1.2620329,-0.8630045,0.43019867,0.74486953,-0.17318733,1.5138695,4.0067463,2.2396524,-3.2708216,3.1343782,6.28885,-5.9818573,1.758966,3.6632535,0.59595,7.568281,-0.94871294,-0.4133285,7.5931206,1.0166538,-1.3202894,2.2749984,2.5784538,-10.0,-3.9719863,2.9426885,-1.4475663,1.6083956,0.563702,-0.6246779,0.21656121,-0.31290662,-0.8385912,2.86685,0.4311442,0.51356053,1.9995663,1.100611,1.8878434,1.008878,1.811384,2.8669,0.53767407,5.9339075,1.3999761,0.95456254,-0.3334983,1.2601805,0.16239329,0.8215598,-0.17174143,-5.55415,1.6612004,4.0999756,1.8971972,3.479974,-1.150962,-0.7591657,-0.44915333,2.18317,0.6805968,-0.14629619,2.4227488,1.7931731,0.8799494,1.9351585,4.01334,1.0293965,1.1037958,-0.681725,1.5250964,0.8641013,-1.2296234,-1.1174304,-0.34182343,-0.059735138,0.52530766,1.5514182,0.33073336,0.7464545,-1.7233328,-1.6435418,1.112521,0.08577648,0.9648737,2.9556572,0.6325056,-2.6515656,1.1961778,-0.5207236,-1.2859621,-0.17217103,1.3834295,1.7948472,0.541403,4.7724743,-0.4106595,2.5440907,4.3257465,0.006531477,7.2363367,6.5067782,1.9833007,-1.0317366,0.0866797,1.552676,0.13488555,-0.3460638,0.31997165,-6.1338496,7.8942537,7.55564,-0.60289073,2.9136963,-1.3314018,-1.0947664,0.5149192,6.9862022,3.4404962,2.2575006,2.6075916,2.8416939,1.1931775,2.2441308,-0.14502254,3.6367176,-0.80655324,6.794267,0.3619465,0.51716435,2.4213266,2.7478182,0.9160982,-0.12986332,2.9696424,1.2756834
8884,1.4777501,-0.0705295,0.9346843,-0.17459793,-0.41778415,0.352263,-1.2186338,-0.3455109,-0.2758069,1.3861818,-0.039767653,2.5355146,-0.71270937,0.2947555,1.178534,2.338832,0.5599872,0.92978096,-0.13513896,1.0106544,2.6010494,1.2631645,1.4908422,0.34545597,0.34070837,1.6792114,1.1702883,4.2472496,0.045302395,0.7675048,0.91751975,2.0812805,-0.09616886,1.4021941,0.23055619,0.5466628,0.75514996,0.2132541,0.3819415,2.4089,0.6620954,0.50834954,0.13150671,-0.39538613,-0.05082476,-0.2677102,0.14819983,1.6831422,1.8185132,-0.5087947,0.022309117,1.1613859,0.39481524,1.3294753,1.2742167,-0.22823381,0.6762537,-0.27046674,0.2662165,0.8616004,0.8296701,1.2388346,1.030527,-0.63520116,0.809325,0.8874286,0.38200164,1.250536,0.33240938,0.93064886,0.13744959,0.9414263,1.0556073,1.7285777,-3.1394389,-1.4272113,-1.4361436,-0.21842057,2.2321067,0.07867998,-1.38245,0.22960767,2.1692138,1.238392,-0.19087443,4.4624033,-0.7750041,0.67806387,-0.67689085,0.23375256,1.2520033,0.47022516,2.7494748,0.13917811,0.5343363,1.1323032,0.27927232,0.41944775,-0.31168544,2.5069523,0.3578493,1.7584676,0.2505727,1.6832592,1.3291035,-1.0921004,-0.5244104,0.0946091,1.2714001,0.3833842,0.79247373,0.22655818,0.60578555,1.6391507,1.182603,1.0691445,2.2006147,0.97158945,0.5760957,-0.5515588,0.35169554,-0.7417477,2.8354616,1.3832382,3.2410889,1.5263767,-0.08942208,-0.07486236,-0.6069314,-0.44152707,2.6487584,2.639595,0.48007217,1.0212681,-0.86149466,0.17019412,1.4177722,0.12225425,0.74730384,-0.41692805,1.684074,0.036585256,1.7461503,-0.30282658,1.8792026,1.5209919,0.6959273,2.2208035,-0.0011418462
8895,0.1493,1.0624845,-1.7781181,0.23539348,1.0587424,-0.3755271,0.64961565,0.5472927,-0.29088816,0.99628556,-1.4012197,-0.11836943,-0.35925364,-0.5561727,-0.13321227,0.50497437,0.58813727,-0.3434361,-0.7981254,2.3885996,0.16480005,-0.70833457,0.29249796,5.3816953,-0.797999,1.2425187,-0.14179742,0.957,-5.560311,-0.20930833,0.16357562,6.5679116,-0.6490975,0.3632216,0.1805095,-0.41459936,-4.82285,-1.905335,-0.48273957,1.3192,-0.49156728,-2.7021496,-0.5259031,0.5557361,-0.9665084,-0.944943,0.6756,-0.06431641,0.18770587,-0.16929618,-0.9489356,0.02275446,1.0501356,0.70568514,-0.65025,-1.04042,-2.9164252,0.54650986,0.2347228,0.2628674,-0.20357001,0.49849492,1.1730123,-0.05729194,-5.1505003,1.0758333,0.5117483,0.5832708,0.044238612,-1.1897038,0.017685384,0.7219962,-1.559108,-0.36066243,3.7566366,5.0468063,0.34093374,-0.32181376,-0.8732209,4.1258774,3.0516667,0.5973025,0.09996386,0.15894106,-0.2981741,-0.8308885,-0.2103989,0.75519615,-0.44243437,0.048997127,-0.8230679,0.65982413,0.47379178,-0.12055714,-0.030651957,0.19523132,0.31506258,1.7899265,0.040272355,0.5035558,0.53324974,1.5021727,1.4183086,0.65642834,-1.0175685,-0.6570983,1.43119,-0.31251192,3.297832,0.7935483,3.6135116,-1.3657278,-0.02053313,1.6718602,2.537939,0.02596198,-3.7231803,-0.8176409,-0.32342765,0.7654315,-0.13573089,0.8488494,-5.2560506,1.8543582,-4.968672,-1.8719132,0.6702952,0.30694667,-1.2554811,0.1274939,2.1589117,0.8007872,-0.031997427,1.7484728,-0.2894891,1.4674782,0.75002694,-1.2723982,1.0243572,-0.68966365,5.1324816,-1.5720953,0.3295405,-0.01435107,-0.29228932,-0.17265046,-1.4323245,0.9947258,0.11578068
890,-1.1384499,-1.2077166,-1.5846859,-1.3654397,2.2221484,-0.2901605,-0.21806353,0.12190616,-0.065010145,0.21555614,-1.0899837,-0.26877406,3.3472805,-0.4456744,-0.9340843,-0.37346438,0.12678456,-1.4465411,-1.752078,-1.6725457,-0.8492177,-0.75277454,-0.78543234,-2.0241945,0.24024744,-1.827638,-1.7661238,0.54665,-1.9238253,-0.27858996,0.21230327,-1.504178,-0.69626534,1.6538581,-0.73658985,-1.1974642,-0.545,0.90688807,-2.133492,-0.71405,-0.102714926,-0.7825315,-0.8002555,-0.21867175,-0.5334657,0.09608221,0.19992192,0.6036023,-0.017328262,-1.4269528,0.5969653,-0.044429064,-0.705446,-0.47548127,-0.075446166,-0.70452195,1.256068,1.6418374,1.1867409,-0.0011302754,1.0587666,1.1369014,-1.1669871,0.6229628,-1.46935,0.030376896,-1.7552413,-0.8605374,1.215772,-1.6970501,0.23123497,1.1742587,0.07811023,-0.20085979,-1.2387664,-2.443365,-1.2094837,0.37920332,-1.687207,-2.1516452,-2.1731536,-1.4720263,0.90942466,-0.74004996,-0.14683495,-0.92201173,0.18606867,0.33184892,1.1664362,-0.43673104,-1.7847701,1.4575696,0.5096779,-1.1115578,-0.4433661,0.6027678,0.43627644,-0.18155938,-0.89051384,0.39764875,0.84416705,0.53261465,0.78703696,0.054988556,0.07963058,0.196214,-0.31444147,-0.7169962,-2.096136,1.216883,-1.098469,-1.2100472,0.29227743,1.8315227,-1.4127386,-0.43589467,1.7212507,-1.3182206,2.1157467,0.01749207,0.16404217,1.9954123,-1.0990345,-0.812502,-1.667824,-1.3306334,-1.5182562,1.038923,0.088107675,-0.62611645,-1.8020418,-2.7146974,-1.1215433,-0.3052825,-0.93216574,-0.7354654,-2.4047759,-0.2870987,-1.2226415,1.4519951,-2.2418334,-0.4884195,-0.63842094,-1.8964622,0.50528914,-0.65457803,-0.85675967,-0.14774123,-0.14935619
8900,-0.1234,2.2818472,0.19574228,1.2566156,-0.26006195,0.14484267,-0.026688911,-0.81192535,-0.24246897,1.2566504,2.6065762,2.235815,0.19894405,0.42571962,1.0550631,0.019762643,-0.14522934,-0.14776248,-0.8485881,1.6067283,0.9891453,-0.034852684,2.459814,-0.13683122,2.7536917,0.2161009,0.32453966,-0.9496,7.5299397,0.21582942,-0.49656337,0.41737333,-0.33158854,0.15933657,1.0799218,0.51808506,3.2722,1.5186033,0.2576837,0.32203865,1.396407,0.51998186,1.1487234,-0.61437416,0.44699892,-0.029983252,0.14298506,0.1637938,0.14802042,-0.5131376,0.41229787,-0.35621634,1.4251902,0.7314366,1.6833501,0.5201103,3.1801438,0.5085231,0.40428078,0.5080193,0.46339354,-0.11395995,-0.98425156,0.43051207,-0.30854997,1.1658704,0.039740443,0.07057403,0.06858906,0.7247106,0.30314898,0.40906554,0.5706402,2.4996274,0.5512121,1.6071796,1.6716249,-0.86374986,3.9577734,4.014587,0.7483122,1.6698005,-0.94636595,0.24135944,-1.129249,0.4880781,-0.7880458,-0.59237707,-0.8784872,-0.11937167,-0.22666867,0.28004828,-0.33779496,0.9468932,1.1929858,-0.52307993,-0.28405902,-1.1615338,0.6639657,-0.8810755,-0.41777325,-0.3876004,1.1374631,-0.046319544,0.42092767,-1.0729771,-0.9870057,-0.6383203,0.2870405,-0.39657944,0.3287273,1.4980407,3.380812,0.84405,0.3902405,-0.5977665,2.104723,0.49403012,0.9424227,0.74621534,-0.3310266,0.36174458,3.029864,-0.24596804,5.738862,0.6169439,0.09780598,-0.27214682,0.9651175,0.92852753,0.2128914,2.4846594,-0.09225348,-0.15513673,0.06293927,-0.15548885,0.6271982,-0.9490398,0.677112,-0.67015314,-0.20047297,0.37395775,0.28650424,0.13162649,1.3832277,0.082300745,0.83492583,1.6858708,1.2230406
891,-0.32695,-0.4286451,0.38099134,0.29016274,0.2569288,-0.19459139,-0.2165171,-0.313345,-0.06500693,0.43306056,1.1428529,-0.07423067,0.6616092,0.56552994,-0.19436876,-1.1234934,-0.40444633,0.59478056,0.05943209,-0.03302726,0.53293335,2.365862,0.5339897,-0.31086922,1.2916245,0.9827471,-1.2475705,-2.7374501,0.06648058,1.0743289,0.33439732,-0.42721102,-0.2108103,0.32557383,-1.802179,1.025287,1.67805,0.7177371,-0.72956604,-0.47208595,0.7290189,1.5289109,0.14591636,-0.6678472,-0.29265368,-0.1175195,0.22761574,-1.160089,0.028460681,-0.84617054,-0.51795137,-0.7545475,-0.59446985,-0.70993817,0.3846586,0.25588238,-0.12950678,0.60594624,0.38777345,-0.24844739,0.42935723,-0.7014801,-0.48590714,0.09853178,-0.38429987,-0.42378068,-0.97118264,0.43088806,-0.9302262,0.9999077,-0.43688866,0.044786602,0.48952234,-1.0153912,-0.74299675,1.0306792,-0.012118936,0.47982916,-0.124486834,-0.16509962,-0.62695414,-1.6104926,-0.30282938,-0.19412115,-0.59070545,1.235883,-0.5074769,0.11421341,-0.22270784,-1.6978873,-0.9906368,0.5189499,-1.4375923,0.31514314,0.1930142,-0.28236228,-1.1453024,-0.32877406,-1.0334033,-0.5034994,0.072476506,-0.6163298,-0.41040146,0.92990863,0.4468995,-0.018793002,-0.66760784,-0.3745893,0.7096137,-0.27134874,0.31701252,-0.32627153,0.72812593,0.22514346,0.2468651,-1.0705806,1.2186518,-0.024214327,-0.48491535,-0.65284246,0.3949039,-0.56138325,1.1492251,0.68114614,1.4809173,1.318313,-0.6358528,0.12161243,0.6750405,0.7730087,0.50200903,0.13428457,-1.1344478,-0.44042042,-1.5196784,-0.4023944,-0.16012271,-1.315768,0.3152664,0.33220112,-0.37056983,1.5172614,-1.5993938,-0.48784128,-0.008635208,-0.37965506,1.3102318,-0.50666577,-0.18869919
8914,0.038150012,-0.47418195,0.44609094,-0.7574979,-0.15381989,0.2723117,0.084097594,-1.0426867,0.39635253,0.73561966,-1.4396337,-0.5488148,-0.41379094,0.42226237,-0.12789303,0.11514037,-0.04233228,0.20749927,0.20232935,-0.24937357,-0.30359393,2.1491702,0.7729677,1.4506624,2.253152,-0.23000124,-0.008708537,-1.10975,-0.7459414,0.3677103,-0.4585049,2.4993064,0.13856944,0.63054246,-1.4543116,-0.23358083,3.4809499,1.5474105,-0.8279599,-0.06269997,-0.24525936,-1.1662169,-0.58513176,0.27727613,-0.028607786,-0.36888117,-0.25114998,-0.55284053,1.0516784,-0.8744806,-0.33264917,0.43603843,-0.20199567,0.11717956,0.1742493,-0.032402664,0.4573689,0.2501998,-0.031310506,0.0905782,-0.25208014,0.7589198,-0.6466826,-0.36941487,3.5054998,-0.41395885,-0.4012348,-0.30278134,-0.7150984,-0.050061896,-0.51861876,0.13848823,1.130646,0.28733695,-1.9878204,-2.7973814,-1.7173694,0.24440625,-0.97322583,-1.5278168,-1.8546326,-2.150795,-0.23822282,-0.96860003,-0.7779621,0.10966085,-0.5400746,1.3828869,-0.3694154,-0.70632946,-0.37768766,1.5394628,-0.9163556,-0.5791139,0.6377555,0.016855806,-0.38061404,0.3785516,-0.11617298,-0.40333855,-0.014179647,0.48096687,-0.6630676,0.13966835,0.17218518,-0.41884902,-0.4356691,-0.2516648,1.0832868,0.79023874,1.7670529,-0.23858567,-0.46450388,-0.1632644,1.654366,-0.61763954,0.6140908,-0.14412048,0.08887409,0.08714092,-0.0665272,-0.6858868,1.6471844,0.49253038,-0.12540495,0.4244047,-0.60448813,0.4576253,-1.7187917,0.2850469,1.2545583,-0.3918649,0.43063557,0.63871616,-1.5396441,-0.662079,-0.06350364,0.5789204,0.39990216,0.21854699,2.3262944,0.55456984,-0.36802167,-0.37649068,-0.049980357,0.18764362,-0.18570879,-2.1452942,-0.40007383
896,0.88434994,-1.0116916,-1.8508803,-0.7491138,-0.3648554,-0.69893754,-0.20698683,1.4867029,-0.9871804,-0.5369,-1.8580254,1.196544,-0.16600648,0.95211387,-0.070244014,-0.26657003,-0.0036053322,0.7331103,0.20437077,-0.15392078,-0.6669908,-6.639126,0.8315854,0.97245204,-0.36305124,0.06644572,-2.310277,0.33235002,2.233487,-0.32988217,0.7981039,0.6764942,-0.4858597,1.5013436,1.5744996,-0.512797,-1.0339,-1.6560979,0.14295566,-0.0762523,0.87521017,-0.024499059,-0.33816957,1.2796916,0.34376258,0.11969823,-0.79365,-1.2797418,-0.008574158,-0.4926432,-0.47659636,-1.6312193,-0.21165366,-1.2845889,-1.14125,0.76432025,3.2250738,-0.45915183,-1.6640873,0.41496405,0.057224274,0.8332682,1.096112,-0.11314985,0.48482502,-0.7949701,-0.866082,-0.40398276,-0.7356216,-0.690161,0.5240351,0.92794836,-1.4590802,-0.3626304,2.8749535,4.088093,0.93872404,0.1116364,1.5151783,4.677533,3.529642,-1.5531508,-0.43097034,-1.25015,0.84817016,0.6644765,-0.077093005,-1.6079453,0.93186206,-0.5227528,-0.80778575,-0.96306336,0.16016096,-0.5399871,-0.87206805,0.43818745,0.26968592,-0.29344195,-0.53523624,-1.1562922,-0.23647738,-0.1666836,0.2316666,0.79233116,0.36564147,-0.53496426,-0.86382866,0.09040788,-0.8574567,0.73883706,-0.9814164,-0.44050425,0.1338773,-1.7213507,-0.055490077,-0.2049507,0.4427791,-0.27646863,-1.0424732,0.13381878,0.65102315,1.7285578,0.00744915,-3.452508,2.9705133,1.2579815,-1.1348011,0.008140191,-1.0374079,-0.2370092,0.29274762,-0.033985943,0.4484554,1.5403192,0.21611755,-0.7639771,-0.39802405,0.7867589,-0.9772235,0.48570606,1.1427479,-1.0177003,-0.67020386,-1.4367008,0.064505726,0.70900553,-0.8011883,-1.2702948,-2.6254
8974,-5.6506,-2.8895102,-4.2617474,-0.59433573,-1.6568078,-0.4382416,0.3275594,-0.061465442,0.38211715,-3.6906123,-2.875495,0.84282434,-0.12679124,1.7213947,-0.9803193,-0.033293135,-0.09284192,0.33575857,0.10633983,-4.024184,-2.4296556,2.4716196,-0.50627494,-5.1850576,2.6303353,-2.7887309,-1.7811457,-0.085250005,-2.9626272,-0.4223279,0.49906817,-7.8789873,0.17433125,-0.23140763,0.10404234,-1.1359398,3.152,3.5990207,1.7146668,-1.2407856,-1.6490926,-1.8266239,0.23824844,-0.55696344,-1.2074661,0.2642296,-2.1547642,-1.607591,-0.32084465,-0.11955187,-0.46287268,1.4444941,0.5354296,-1.0682232,0.70449996,-1.1088217,-1.5652795,-0.6258448,-2.2140012,1.4343357,-1.4937737,-0.3335265,-1.9149832,-2.083641,4.555525,-0.41364104,-0.7429508,-0.5264777,0.20082775,-0.72401065,0.6638956,-2.4540265,-0.41741163,-0.9279308,-0.4260179,-5.49867,1.3530058,0.5846358,2.5285654,-4.041649,-2.6464705,0.50536054,0.3069088,0.63778055,0.1088852,-0.79588675,0.4893983,-0.47675422,0.6496736,0.6930106,1.5201594,0.95180875,0.5255357,-1.4412005,2.0988946,1.4041541,-0.3908376,0.115067676,0.72590595,0.0015804619,-0.20154452,-0.54910755,0.09689996,-0.6499788,0.26786703,-0.6740363,-1.2479172,-0.7396178,-2.12374,-0.14620817,-1.9811511,-4.062048,-0.73797894,-4.184169,-2.9264092,0.13298453,-2.0539403,-0.53064364,0.5142657,-0.4891069,-2.2950094,-1.5292363,3.814408,-4.6686196,-4.053713,-0.5359164,-3.3659744,0.65025896,1.8100022,-0.34051245,-6.9591208,-2.6445217,0.4495471,-1.7116933,0.45314848,-1.675683,-2.8577986,1.0321889,-4.3335414,0.35805845,-5.03633,-0.6260692,-0.5524473,-1.0806155,-1.655023,0.7644436,-0.90043104,-1.2983019,-4.127655
8985,3.1718001,-0.5439621,-1.6508136,0.066498056,-0.12816185,0.35817724,0.3184003,0.84384775,0.24059275,-0.1383734,-0.68603617,-0.96915925,0.35118905,-0.3367201,-1.1471009,-0.52877694,0.40148112,-0.7076658,0.16446377,0.6081808,0.96622026,3.8047101,-0.16351363,-1.54603,4.672616,-0.015238553,0.07154525,1.1112,1.2193964,-0.24326017,0.36359775,-4.051426,-0.16815053,2.5676546,-0.30844116,-0.30833393,3.62,2.910551,1.0936279,1.9819888,-0.0013043359,-0.47101027,-0.695984,0.4643924,0.054587424,-0.02894044,-1.6009014,-0.028410211,-1.1916668,-0.76947165,-0.32021645,-0.0012840852,-0.448891,-0.48206913,-1.9954088,0.7458464,1.3126423,0.67818487,-0.82368296,-0.4150824,-1.2601637,1.3623854,1.2586397,0.08835073,5.4196997,-0.7915539,0.060130894,-0.71185946,-0.18572186,-0.74256,-0.31943265,0.31724668,0.26083001,-0.33539948,-2.2398968,-1.8314395,-2.3690052,-0.17566113,-2.4277024,-1.9368317,-2.3794458,0.7809689,-0.20849755,1.3669895,0.2749123,1.2781272,0.48029536,-0.239502,0.091006786,-0.13064301,-0.23706272,1.4150603,-1.1715955,-0.7840481,1.750412,-0.680291,-0.5353041,0.3173179,-0.76360685,0.66420174,-0.30692023,-0.6274309,-0.30677962,0.41510573,-1.5280159,0.97748137,-0.4676417,0.85505426,-1.612952,0.32922748,-2.2386184,0.53132087,-0.53037477,-1.2957754,-1.253777,-0.41238534,2.552385,0.13186345,0.5327967,-0.35588288,-0.065176845,0.1505383,5.3820457,-0.42632717,0.13089043,0.3909266,0.2927767,0.8695131,0.61954415,-0.48495445,-3.972457,0.4190933,-0.79282844,-0.14207324,-0.29982445,0.30793443,0.1961215,-0.40470606,0.4419716,0.66760963,-2.497882,0.14947633,-0.4625135,-0.0134691,0.01345475,-0.35063982,-0.69274247,1.0924112,-1.3472593
899,-1.3168,-0.48147014,-1.113145,0.36644748,-0.5407015,0.8551096,0.03298764,0.16374344,-0.21965419,0.9165786,-0.70229924,-0.6044304,0.669948,0.7360379,0.1878295,-0.66806054,0.6809186,2.3480847,-0.9199341,0.0032800734,1.3346149,5.5934815,-0.042666346,3.5566936,2.2411323,-0.79538417,-0.9071045,-0.3034,-0.009223163,-0.24361658,-0.3767051,8.072495,-0.09343072,1.6902215,0.16929075,-1.3630694,0.98074996,-0.20671618,-0.5838417,-0.48844767,-1.2786131,-1.0095848,-0.45482185,0.2795898,-0.56262815,0.021616489,-0.43146747,2.078118,1.0314066,-1.036579,-0.41166654,-0.3037817,-0.41032678,0.8800816,-0.080850005,-0.67944914,-1.5470965,0.23734157,-0.73711985,-0.7793201,-0.43114942,0.6316676,0.5086223,-1.4989932,0.057424992,-0.755482,2.2545013,-0.77960443,-2.114139,-0.6430015,0.08157459,-0.6279135,-0.1552706,-0.3322373,0.065256014,1.2427187,0.063780755,-1.2580689,0.18874532,3.5107412,0.9355561,6.5390654,-0.5298731,-0.043797553,-0.03866777,2.176861,0.6588338,0.85960376,1.4337614,0.4033924,-0.7962831,0.00937402,-0.5974779,-0.24918054,-0.3315647,0.4437406,0.57537997,-0.29248282,1.4264077,1.1421032,1.9351755,0.87917864,0.857722,-0.2450251,-0.6076799,0.121845454,0.14663507,-0.665859,2.191574,0.6297245,1.9822738,0.22467434,-0.43646327,1.3941491,2.8918812,-0.3554418,0.69058836,0.5045335,-0.5841772,-0.0404535,-0.13298881,0.5566628,2.2946248,0.19503015,-1.4726858,-0.76909417,0.18546388,1.0558915,-0.19608591,0.390606,1.9093664,1.1283519,-0.4298772,0.03555424,-1.4854498,0.2571964,0.13833947,-1.4260247,-0.48733085,0.45822567,4.0736036,0.1905041,-0.91382706,-1.6523302,2.4182644,-0.9979086,0.00031019747,3.4348073,-1.9538028
89910,0.74985,0.087501734,-1.9142044,-0.45605052,1.1843486,-3.268406,0.5738871,-0.07569179,-0.33914942,0.27330408,-7.965476,-1.724054,-1.6097504,1.3404826,-0.11454594,-0.010159485,0.3053823,0.15969616,0.283307,0.2226826,-0.45060778,-3.6094213,0.34634057,0.37790093,-1.6959938,-0.24761172,0.108831406,-0.62119997,-5.2125864,-0.61099994,0.96866584,1.0468395,-0.28821194,-0.3640267,-0.6543273,0.1077514,-3.5468001,-4.422752,-0.87060505,-0.7631571,0.41019684,0.6490505,0.15076327,0.73877674,1.8027141,0.26514193,0.80579996,-0.076832935,-0.15766883,0.4072103,-1.0121942,-0.98018473,0.42346627,-0.4736318,1.0215839,-0.25848508,-0.88783264,-0.3518691,-0.95197725,0.7746221,0.33780262,-0.34518948,-3.4640093,0.81819785,-3.06565,0.12832016,-0.9756963,-1.9782078,0.59656984,-0.017937146,1.5735879,1.7421287,-0.0460505,-1.6855078,-1.0988994,-0.16580817,-6.4532647,0.09425706,-3.511071,-0.80432725,-0.90672505,-2.4196842,1.3775827,0.8873583,-0.21442407,0.5165072,1.9531305,0.41589305,0.35219932,-2.0892167,-0.7515949,-2.2345757,-0.688507,1.4263191,-5.756081,0.9786664,0.5300295,-0.046025246,-0.81597793,1.149506,-0.92469907,-0.71828127,-0.553589,-0.50565314,-0.23883724,-0.8137499,1.2428977,-0.8204536,0.43206006,0.3282116,-1.6567001,0.27602935,-0.293677,1.8526211,1.0061818,1.409207,-1.8808357,-1.4205784,-0.2132279,0.33061403,-0.47804254,-1.3030735,1.5307664,-0.30220374,-6.0685983,-1.6661075,0.61598146,1.0176878,-0.47517467,-0.4651353,-0.71290356,-0.10609924,1.5055718,-1.6444019,1.051203,0.20648378,-1.1599777,2.1911654,1.2318413,0.12572524,1.0390358,0.52531594,1.111802,-0.41350764,3.6166403,1.2303963,0.74705,1.1805241,0.2528813
8996,-0.19315,1.138319,1.193984,-0.3433755,1.7088413,0.21873671,-0.4454452,-0.79590666,0.4043161,0.38500196,0.49830648,2.532197,1.4463732,0.7593362,0.1793882,-0.43988302,0.71283686,0.81952184,-0.1022072,1.9518336,0.57760406,1.4640417,3.1921928,1.2456248,-0.29540968,1.7791984,-0.039270632,0.29425,0.14863628,0.22497973,-1.0243059,2.713521,-0.13260205,-0.74299103,1.1132162,1.2354109,2.34445,0.6403698,0.7793459,0.07649672,-0.020826519,0.9171932,0.1436603,-0.13385203,0.79861075,0.77381337,3.0644822,0.9709669,-0.08925131,3.0591586,-0.079179406,1.411778,0.96249366,0.6480892,1.9945294,1.7209512,0.73069817,-0.37542763,0.5433962,0.94367117,1.7369637,0.7407435,-0.7145797,1.1320109,0.15557498,0.15179425,1.4445813,2.2612653,1.7758157,1.1136497,-0.5764191,0.9807137,2.3269718,0.34830925,-2.8277605,-0.67080885,1.1070282,0.13688153,-0.152839,-1.0982298,-1.0133,0.31909475,-0.5930979,-0.10646622,0.16648266,1.0704392,-0.31348538,-1.1629109,-0.4382564,-0.048104346,-0.22073811,-0.67142457,0.7086766,1.2853894,0.42615426,0.55285317,-0.46161443,-0.32455325,0.8348731,0.059500426,-0.078197464,-0.5745651,-0.39839703,-0.06711888,2.0643644,2.147109,1.5899875,0.17996235,1.1748981,-0.28153437,1.014118,0.18747216,0.8110994,3.3185396,1.220034,0.08750495,0.32015926,0.7277919,-0.18464316,-0.3761417,0.7138402,0.4752756,0.9234884,1.2439587,-0.82306004,0.9934408,-0.36023942,-1.0972495,1.7697637,0.59076685,1.9554332,1.0506203,0.6887508,1.7899313,-0.14083348,-0.67078686,0.66608834,1.7609067,0.9880485,-0.96917677,3.2707696,1.1549106,0.025200196,0.61786234,1.4661736,1.5579476,0.3744466,1.610003,0.45702654
