,ST16924,ST17220,ST17263,ST17530,ST17584,ST17626,ST17700,ST17722,ST17802,ST17956,ST18022,ST18776,ST25585,ST25588,ST25604,ST25612,ST25617,ST25624,ST25636,ST25640,ST25641,ST25644,ST25680,ST25712,ST25723,ST25724,ST25727,ST25733,ST25735,ST25738,ST25748,ST25754,ST25756,ST25774,ST25778,ST25783,ST25785,ST25792,ST25802,ST25823,ST25837,ST25838,ST25840,ST25849,ST25871,ST25883,ST25889,ST25901,ST25904,ST25913,ST25938,ST25945,ST25947,ST25956,ST25968,ST25998,ST26024,ST26044,ST26070,ST26090,ST26111,ST26112,ST26210,ST26237,ST26242,ST26349,ST26374,ST26376,ST26528,ST26673,ST26678,ST26737,ST26745,ST26764,ST26992,ST27049,ST27088,ST27219,ST27223,ST27243,ST27284,ST27341,ST27403,ST27522,ST27526,ST27540,ST27602,ST364,ST377,ST502,ST609,ST61,ST610,ST621,ST642,ST647,ST652,ST689,ST823,ST967
55556,-0.7291571,-0.8896857,0.38998353,-1.8205414,0.4696795,0.6628125,-2.747197,-1.2168941,-0.8693671,-1.6496395,4.13505,-2.3767958,-0.025711507,-2.5350828,-0.59883976,-3.0413446,-0.13333851,4.681385,1.7286268,-0.40161002,0.9260476,0.9558403,-2.7973742,-0.6302669,-0.86165655,-0.40156838,-0.14918913,0.82083136,0.6127,0.55459166,-1.4787455,-1.6745217,-1.3683245,-1.1123948,0.31854355,-0.27970758,0.884676,1.4442154,-0.17938039,-1.8989527,0.4606364,0.18757585,-0.29345316,-0.07134363,0.28359562,-3.7242887,-4.720559,-5.33173,0.8394068,-0.25540623,0.4082784,0.21697226,0.8593642,0.9252163,-1.2423105,-0.6562084,-0.1204302,0.45164573,0.06531508,-0.34231523,-1.1331,0.23686066,-0.7707298,-0.5409174,0.5086826,0.31782427,-4.3023696,-3.887013,0.3063156,-1.3631688,-0.5999703,1.48285,-1.5437998,-1.0668936,0.21945192,0.15325114,0.5506779,0.17047788,0.41135165,0.05565001,0.44324657,0.21299301,-2.5574574,-1.3438199,-0.08504045,-0.057266727,0.0853861,0.24345,-1.8016859,-0.9709878,0.61909187,-0.33505195,-0.7697189,-0.24957135,-5.215387,-0.7195623,1.35075,0.67316747,0.0241,1.7082824
55604,-0.28983602,-0.271816,-0.15092634,2.4835427,0.39548272,0.21049859,-0.92690116,-0.9231404,-2.0337975,-0.37367675,-1.3015,4.209936,0.22245106,0.8514023,-0.4975798,-1.4424434,0.043863878,-0.9421308,-2.723494,0.35665745,-0.9246217,-0.8550421,3.5060635,0.5401797,-1.0648906,-0.23754989,-0.42702633,-1.146636,0.88615,-0.49526802,1.2030509,1.3240113,1.640779,2.33083,-0.6630951,1.7894235,4.5172405,0.40545496,-0.7244434,1.4245596,-0.414951,-0.3287764,0.32658935,0.5937215,0.10066888,1.8102436,5.677371,7.4319115,0.4545409,-0.34674346,-1.8194324,-0.38099653,-1.0174358,0.65616715,-2.3608594,-0.67888844,0.5728212,0.37117615,-0.5786166,-0.85000867,6.0643997,3.1625793,-0.37518498,0.37167946,0.15752353,0.51303065,4.797859,3.760264,-0.082142614,-0.56934077,-1.4331461,-0.9607,-0.93317723,-1.1896707,0.6052118,0.25568813,0.21091752,0.3157534,-0.2718563,1.33015,-0.11634812,0.1912761,-2.3663588,-0.852502,0.5518171,0.0958306,-0.17216349,1.11105,-0.45381382,-2.0916288,1.0314016,1.0376042,-1.4438589,-2.3844848,5.8989983,-0.1656524,-0.2809,-0.03847763,0.61555,-0.8249026
55608,-0.94816685,0.05244112,-0.69630015,-0.963683,-0.01713238,-0.54022425,-0.99363005,-0.59584,-0.96544296,0.8980492,3.0047,-0.5284574,0.64166826,1.7271465,0.5243489,3.2118206,-0.13731942,-0.31708282,1.4887168,0.25838774,0.67535967,-0.97293365,-1.1348966,-0.45634037,0.3052367,1.2971358,-0.1046136,0.8054701,0.64855003,-0.6649434,-0.070516676,-1.106304,-0.08098106,1.9018272,0.6969679,0.61109966,-0.8814348,-0.9439059,-0.47162348,0.32610697,-0.7845453,1.9256,0.18631962,-0.8509052,0.20091021,0.16936502,0.08757126,-0.41794702,0.032358974,-0.29355314,0.2759983,-0.4947727,-0.059851766,-0.47552267,0.42971712,-0.7609993,-0.6753226,-0.9337569,-0.2996699,-0.8277675,-0.2192,-0.46783847,-0.76017845,0.5926122,0.06414066,-1.1591834,3.1607053,2.8927004,-0.50364345,-0.6198298,0.7432401,-1.70955,1.0274308,-1.1827273,-0.47767577,-0.8873668,-0.7177414,-0.33798733,-0.06800596,-0.5214,-0.67839825,0.20474039,2.6746168,-0.019184627,-0.75290704,0.041054755,0.002516918,0.98915005,0.70746267,-1.008583,-0.7893377,0.5658892,-0.47518143,1.3583986,0.56407154,-1.5456992,-0.76524997,-0.1513787,-1.23595,-0.7123935
55620,1.4044709,0.111780584,-0.882738,0.5559273,0.2579017,-0.6478721,1.9021904,1.4825674,-0.2607546,0.59653676,4.4464498,0.546077,-0.77867234,2.5539854,0.19950223,4.2035866,1.4090655,2.193511,0.22911549,2.3018727,3.4741096,0.7994295,0.2816071,1.3593673,2.156821,0.5964148,1.0262924,0.61293286,0.25295,-1.2195945,4.1169195,3.5817287,3.160935,-3.3182673,-1.3159696,0.6902646,-0.18062437,-0.7043698,1.0021038,-0.3462522,-0.69661295,-0.5052304,1.3565657,1.0678326,0.6945715,1.8557677,-3.476098,-4.1406927,-0.16081339,-0.19613042,-0.019591197,0.8280317,0.7863934,-0.4500932,0.4743824,0.3096052,-0.55615467,-0.50339484,1.1334683,1.5309058,3.5236502,2.5209928,0.35420284,-0.5135642,0.16991852,-0.030003883,-1.3410811,0.11820067,-0.45233,0.1139705,-0.39582795,3.00275,-0.26314664,0.9654033,-0.7570952,-0.42440432,-0.80492485,0.16987915,-0.48262078,-0.49745002,0.36401945,0.7778361,10.0,1.4249325,0.5251217,-0.15355082,-1.7408549,0.0799,-1.1879483,0.0061173737,0.5501343,-0.3636356,0.16889119,1.1631185,-0.047416925,0.65897113,5.20265,-0.28403622,1.5146,0.4229235
5566,1.1225998,-1.0398005,-1.5775235,-0.35784864,-0.8481565,-0.42140153,1.4938391,0.81310403,-0.75888073,1.7933456,2.94975,0.72016907,-0.62497723,1.2747554,1.0653878,0.2611593,-0.17840889,0.96859115,0.77756894,-0.8036996,1.4285183,0.84926826,0.49262312,0.66810226,1.4264234,-1.3828969,-0.46536797,-0.24786901,-0.059049994,-2.233959,1.6043376,-0.22977506,-0.6428666,1.2648789,1.5169928,-0.19369236,-0.8896373,-1.3681263,1.287957,-0.49167842,0.08660963,0.41272712,-1.7012469,0.70728624,-2.6240144,1.5962448,4.1670513,4.106435,-0.49927437,-0.7887436,-0.20570004,-0.22605217,0.7203585,0.100290716,0.95638126,-0.47049344,-0.7463882,-0.28965026,0.31479126,0.23080602,-1.64465,1.8588651,0.6591859,-1.3527074,-1.755008,-0.9218687,-0.0064565837,1.7805054,-0.8543863,0.26570353,-0.09168713,3.5592,0.89880955,1.1099882,-0.18464532,-0.77958494,-0.5022893,-0.21416485,-0.22346175,-0.32604998,-0.916602,0.25374132,1.007022,0.6180792,-0.4789185,-0.2295038,-0.5128376,-0.37845,-0.35326397,0.5182313,-0.94864833,-0.77232766,-0.8548966,-0.6862397,-0.37958294,0.12313883,3.74815,-0.74331564,0.49075,-0.43341562
55699,-1.7915941,-1.4836855,0.3496211,-0.13912676,-4.1896377,0.81174177,-2.3518763,-0.8648815,-1.8614824,-0.1606411,-6.58195,0.09632745,0.1993931,-2.0168397,-3.8496222,-3.2989626,-0.20180869,-5.23337,-5.1331353,-0.63551,-4.330994,0.3616763,-0.4936911,-1.3018467,-0.9400889,0.73066425,-0.72493005,-2.36045,0.52545,0.54438895,-0.87643,-0.3350918,-1.3310442,-2.1563265,-0.3934806,-1.7723689,0.6613407,-0.08458598,0.5694584,-4.176981,-0.8648119,-0.19403712,-1.041007,-0.8743614,-0.12917688,-1.5078638,-1.5601695,-0.67912257,-0.34658232,-0.6405033,-0.69062275,-0.23506969,-0.2960496,0.28324318,-0.6616281,-0.8068063,0.47187847,0.6254307,-0.24382046,-0.7020254,-5.6040497,-5.7367244,-1.9410851,0.39390564,0.8163552,0.54855835,-8.824938,-8.390478,-0.45801193,0.14551955,-0.32496157,-4.8325,-8.420982,-2.6097186,0.22564189,0.12685925,-0.2615268,-0.25001854,0.2617345,-0.09729999,-0.3122179,0.27723783,-6.985959,-0.79640913,-0.7701549,-0.13889241,0.2533665,1.32575,-2.469582,-0.4443264,0.12653187,-0.91348875,-0.5647622,0.43051124,-7.6310797,-0.52686155,-4.2174,0.18304896,-2.0069,0.02912645
55746,-0.774589,-1.347424,-0.39425313,1.6225154,0.4721764,0.21379125,0.25138247,-0.96466863,1.3824713,1.2617149,-0.76995003,3.4224362,-0.8812249,-2.7159057,0.19738996,-2.2964807,-0.70247656,1.42996,-0.9426367,-1.2001467,-0.55136573,-1.5898855,3.1022418,0.13964905,0.29423,-0.42736876,0.058746368,-0.0820373,-0.25575003,-0.20877743,-1.4719734,-2.1236591,-1.1559927,0.13470653,0.28736046,0.017466068,-0.3239079,1.7083691,0.8670248,-2.12034,1.1884265,0.47806385,-0.36555302,-0.4397265,-0.55943,-0.875068,3.9752946,1.0677254,0.63512206,0.27181605,-0.31892923,0.542473,-0.7402394,-0.6373154,0.94958794,-0.53105223,-1.4693437,-0.08389285,-1.1936638,0.20080036,0.25274998,-1.4494461,-0.8104019,0.22618392,-0.13936152,-0.6453913,-0.3062356,0.3069218,-0.18731558,-0.2024771,-0.5973134,0.49414998,-2.5112023,0.49751243,-0.4877585,-0.451712,2.5175016,-0.5807613,0.33114338,1.8869,-0.63551867,-0.16931497,-0.6029913,-0.7777107,-0.4096809,-0.0017357469,-0.5820271,0.47289997,0.08774701,-0.43477505,0.15057518,-0.18773332,0.5368495,0.19096509,-2.0091925,-0.21348657,-0.911,0.19665237,-2.007,0.5213619
55748,-0.5745621,-0.34995535,0.26376626,0.76640487,1.107095,0.32987058,-0.97848415,-1.5844065,-2.2084184,-0.12317501,-4.6235504,1.3824474,0.26541492,-0.7810024,-1.7609171,-0.7868977,1.3994704,-2.024442,-3.3812351,2.4660292,-4.404575,1.1422409,0.5298548,0.16920173,-1.8071275,0.03844337,-0.74455446,0.102266684,0.9547,0.44358173,2.3154333,2.373446,2.1032414,-2.4086146,-0.7248311,1.9770088,0.8585112,0.31436843,0.3459555,-0.6153841,1.0769308,0.8996993,0.56473064,0.68590593,0.36819354,-3.1920009,-7.984729,-6.3876214,-0.43193448,-0.90516156,0.9220616,1.3532704,1.3244395,0.0987003,-0.8225721,-0.13307515,0.76106787,0.6479727,0.67849874,-0.25849536,-3.8749,-2.6290154,-1.6608405,-0.8779585,0.23163295,0.37918532,-8.466469,-9.270895,0.3174173,-0.9793001,-0.26065457,-1.9863999,-2.293568,-4.524433,2.043911,0.26611874,-0.6564133,0.46420634,0.09814702,1.4959,0.50177354,0.90491503,-2.003363,0.8235105,-0.059857607,0.59029156,0.13775921,0.56990004,-0.44561,-0.6638874,0.60446715,-1.6305516,-0.63584805,-1.2525278,-7.686144,-0.22132571,-1.6679499,0.25585723,-0.19714999,0.8494642
55793,0.5630095,0.574988,-0.88460475,0.51419014,-0.9090382,-1.1784327,1.2897127,-0.23039004,-0.69910675,-0.05112642,4.085,1.4912981,-0.51108783,1.2861772,1.7024953,1.8757299,1.047713,2.8118715,3.6201804,2.3572984,2.57825,0.04661627,1.9550738,0.395964,2.44983,-0.30634245,-0.010494888,0.5080396,-0.0053499937,-0.4341532,2.5618048,1.0980442,2.9089298,-0.10878396,-0.31411648,2.849001,0.69468427,0.6779715,0.7589507,1.0153519,0.64077777,0.65703344,1.0145125,1.5620975,-0.05105444,-1.7502825,0.015223026,-0.9374369,2.3581214,1.1666573,0.9078613,-1.3151659,-0.83914125,-0.7844694,1.6320262,0.13692626,0.6596841,-0.29062682,0.27160734,1.0535681,1.99085,1.4083292,-0.6089851,-0.9181592,0.09842118,0.3150794,1.149997,1.161321,0.048989356,0.24266478,0.74475336,4.4818,4.1470714,2.5926297,-0.6051755,-0.37216723,-0.55818594,0.009829193,0.00970098,0.80315006,0.29362187,0.61331224,1.4086285,0.42676014,0.84512246,0.12465325,-0.35766822,-0.69385,1.6295855,-0.92967916,-0.11141604,0.36285445,0.07836872,1.4580617,0.317465,0.5959962,2.04605,0.4438165,0.06755,-0.04412529
5580,-0.8398798,1.3080549,-0.4713472,1.2400343,-0.7727473,0.22966208,0.9248695,-0.49415922,0.46508318,-0.06447606,4.85255,2.522467,-0.5333257,1.21573,0.022272646,1.4910269,0.77163184,3.699604,2.5321279,0.17409259,0.6554431,0.32997513,3.092236,-0.12715325,-0.6199063,0.65060395,-0.45055443,0.20496401,0.2568,0.22512738,-0.600942,0.34609944,0.061927788,0.6727154,0.47263342,-0.84069014,-0.7850006,1.0655642,-0.75872713,-1.595036,0.7801335,-0.06255488,0.71061754,-1.6673921,0.41565543,0.756861,2.2755647,2.059148,1.164266,0.58746326,0.72146297,0.8152355,0.37786987,-0.29568645,0.84730285,-0.3918621,1.1221223,0.1475814,-0.3964117,-0.315951,5.4602003,0.88986003,0.21646723,-0.9653074,0.82986426,-0.3245029,2.4232085,1.9257185,-1.1291149,-0.68491703,-1.4009907,2.25785,1.3888617,3.8138382,-0.61458343,0.14405288,-0.8192698,0.40331998,-0.3701095,0.15035,-0.43866464,-0.35544825,1.982428,-0.83772975,-0.82929116,-0.0889644,0.31885007,0.21890001,-0.86659455,0.2752919,0.9143,-0.03771709,-0.6401491,1.669313,1.5143665,1.0970237,1.75555,-0.8151187,0.06620002,-0.14307716
55818,0.36926013,-0.2891469,-0.3569658,1.0034481,-0.17237467,0.24807656,0.06826641,-1.0471039,-1.304391,0.5114156,-2.98615,3.2163804,0.22989465,-0.17150009,-1.4712585,3.884091,-3.2854815,-5.913624,-5.0044627,-0.8247287,-3.4011142,-0.564571,0.35883272,-0.42946178,-1.8993043,-1.587484,0.6452452,-2.4321895,-0.051500008,-0.297393,-1.1636446,-0.31991804,1.1309116,3.2716904,-1.9488863,2.0438786,-0.94919324,-0.676149,-1.94913,2.8198037,-0.8118954,-0.28032106,0.9248811,1.6039262,-1.3196715,0.11795986,1.9583294,0.9518548,2.1717548,-2.705703,-0.90809894,-1.132214,-1.5281379,0.03519547,0.43985844,0.974818,0.84844536,0.31724268,-0.584258,-0.33152217,3.9309,4.161772,0.3461222,-0.6894078,-0.7040295,0.17598039,5.812503,5.139204,0.9966217,-0.18018739,0.18168291,-1.3714,-2.6144168,-3.7490106,0.055533156,-0.062442496,-0.3096867,0.09523088,0.16709903,0.73969996,0.13150896,-3.8424711,8.192354,0.4263626,0.7915782,0.5230438,0.10842417,0.31495002,1.3332647,-1.3284843,-0.3201595,-0.31645903,-1.8392093,1.3386629,5.005973,-0.21708906,-4.0367002,0.07170573,-0.907,0.10762801
55825,0.34775838,0.2120906,0.45767552,1.1645119,-0.735562,-0.22604783,-1.4744253,1.176077,0.8346529,-0.88230515,5.3947997,2.0958786,-0.048217043,0.1333228,3.2100003,1.0180793,0.00994187,4.3172965,4.126499,-0.4682868,5.5653353,-1.2802585,3.3936899,0.1890394,2.9939892,-0.5194306,1.5692083,0.98761046,-1.14485,-1.1806195,2.105335,1.028072,2.487122,1.3349184,0.055022225,0.27383417,0.4299216,-0.6826053,0.54933125,2.8764834,0.76984745,0.06436954,0.5545893,0.091162965,0.28571278,2.4331398,3.176156,1.389566,1.1093241,-0.18593228,-0.17576748,0.1764565,0.80563265,0.062014967,1.6178079,-0.22460303,-0.36903876,-1.2149931,-0.06799895,1.9039288,0.57449996,0.5321373,-1.3360789,-0.78172296,-0.62343735,1.3598956,3.5468206,4.076705,-0.64206046,1.2935538,-0.33204824,8.3622,1.279125,4.9945717,-0.26477173,-0.40332133,0.46718004,-0.5326379,-0.7275903,-0.05655001,-0.50096256,0.24033192,-0.0008741319,0.8306421,-0.18912855,1.1069466,-0.9330728,-0.927,0.099308565,0.47894537,-0.42979276,0.28088263,-0.12136457,1.7455156,1.197129,-0.47187018,6.30825,-0.36126575,0.45455,-0.63982594
5583,-0.085341424,-0.3563363,0.05135864,-0.4065621,0.20810321,0.08923608,0.3939491,0.32391036,-1.0851369,0.08953515,1.5294499,1.584891,0.5231803,-0.16030546,3.4851131,-0.5509379,0.08155647,1.1124277,-0.54195595,0.8936571,-0.72919345,-0.4307603,0.40719476,-0.28171065,-0.6800736,-0.72160053,-0.65919083,-0.58505946,0.4835,0.3946885,0.5057347,-0.720873,1.4596982,-3.1285539,-1.9371579,0.06989932,1.0213329,0.57781106,-0.31035158,-1.3954309,-0.108246,-0.50292414,-0.22089112,-0.4838329,-0.5087411,0.24769329,-0.9581872,-0.4317918,1.6313169,0.59637535,-0.56649256,-1.0260737,-0.9685906,0.4135828,-1.7506783,-1.4689765,-0.35568082,0.84064907,-0.64228284,-1.466611,-1.8462,-0.36885756,-0.40748054,-0.13070379,-0.6990573,0.15884158,0.14993125,-0.05394315,0.2452023,-0.29104978,-0.3220214,0.67815,-1.3096589,-0.6664704,0.5102128,-0.6248303,-0.018503487,-0.26307023,-0.09090698,0.1367,0.4867118,0.18691984,5.615597,-0.063483685,-0.9991252,0.916036,0.75685024,1.0108,0.78937936,-1.2564825,0.27096054,0.3190961,-1.4970026,-1.8092587,0.5583571,0.1159015,-1.1701001,-0.748749,0.022650003,-0.1421251
55837,-1.6795269,-1.4376094,1.0389819,1.8201745,-0.052704215,-0.53989875,0.86689234,-0.48483065,-2.5490472,0.39386618,-7.30645,1.9628997,-0.10641508,0.21715084,-0.60292494,-0.38384625,0.85447055,-5.15846,-2.8254018,0.79037774,-2.5998578,-0.6756621,1.127066,-0.8878976,0.26053548,-0.3361135,-1.8167444,-0.65357035,-0.65430003,0.16807175,0.68037915,0.4628111,1.1782678,1.5608408,1.0392855,0.42559606,0.10440688,0.17348683,-0.4194474,-0.22200784,0.98163104,0.13126731,0.008481942,0.7235068,-0.50889814,-0.2777538,2.285274,4.4729857,2.6119769,2.4085283,-1.2751474,-0.60614324,-1.4950855,0.5097319,1.4449406,-1.1720055,0.20976673,0.3265767,-0.42649084,0.43195516,-0.38725,0.8328843,-2.9709282,0.1341367,-0.13770035,-0.17736891,0.51477885,0.02289555,-0.32009763,-0.09085609,0.28717893,-4.2137003,2.1582334,-2.0864887,0.23586896,-0.6655848,0.23754627,-0.04970196,-1.2198309,-0.4408,0.36627793,0.4106676,5.7702985,-0.77714574,-1.1201257,-0.301633,1.4405326,0.5723,0.59904057,-0.8666243,-0.10013506,2.8607798,-0.035650313,0.51577044,4.673668,0.100804806,-4.30195,-0.06927778,-0.8485,0.9721944
55847,-1.1668906,0.040444776,0.060066044,0.42984766,0.63257223,0.09720607,-0.530022,0.48008847,-0.73486775,-2.2523937,0.96405005,-1.7525445,-0.11703646,-1.0718133,-0.52451956,-1.8688719,-0.6114303,0.7104536,-1.0697348,-0.23440437,0.7842474,-0.18673235,-2.753498,-0.32012954,-0.0577923,-0.12581149,-0.5548826,-0.52474505,-0.82404995,0.25758043,-0.6932503,-0.263089,-2.115489,-0.84052646,-0.40637678,-0.40066975,0.09775498,-0.66817117,-0.5720856,-1.2976986,-0.25680244,-0.18738475,-2.240868,-1.2942832,0.23707396,3.9094095,2.1492574,2.9281,-3.5905595,-3.289136,-0.63192254,0.4430154,0.5725024,0.98196805,-0.43553722,1.5577133,-1.5342396,0.120585606,-0.41689658,0.23106742,-2.7545,-2.388123,-0.067769736,1.2703607,-0.17492253,0.09151094,-4.9791074,-2.0796719,1.139072,0.094139114,0.88999087,1.5419,-1.1786829,-0.62702817,0.39059988,-0.024279356,0.41507334,-0.6144327,0.090619996,-0.91214997,0.1123285,-0.5916231,0.88023967,-0.56039953,-0.32034838,-0.32256207,-0.3188585,-0.441,0.35334778,-0.10836397,-0.4973487,1.9558599,1.0324216,-2.234847,0.32909608,-0.07445954,1.3648,1.6462464,-1.30435,-0.608448
5588,1.6564548,-0.104930915,0.7404697,-1.1942803,-0.56017286,0.050001405,3.6311285,-0.062092155,-1.2505739,1.6686082,1.7929499,0.3602692,1.2049785,-0.97658396,0.6832302,-1.0399445,-0.33741403,1.8903362,-0.7767141,1.9858005,-1.3151453,-0.30017218,-0.5493059,0.049583174,-1.3815248,-2.0685027,-0.65709585,-0.94916695,-0.65385,-2.1739373,0.6831271,-0.51414335,1.3645289,0.3943361,-0.3978749,1.2070473,-0.33165213,-0.9224541,-0.49681917,0.23393422,1.039984,-0.3452249,1.1568596,-0.44243637,-1.7965021,0.5654472,-1.1760871,0.23910898,1.2350752,-0.9153824,-0.14264503,-0.041158848,-1.1748221,0.24334459,0.23499827,0.2811365,-0.8333163,-0.92705315,0.31135562,-1.8981595,1.6678499,1.0425875,0.5038694,-1.4565909,0.24254122,-0.094724864,1.4614908,2.0664737,2.8448527,-0.33021802,-0.41462284,2.69435,-0.9695807,-0.6112988,0.4537801,-0.5227096,0.6557122,-0.014957875,-0.46965474,0.94385004,-0.48419684,1.1776819,2.2026381,-0.7626989,0.32351536,0.49413744,0.98404664,0.08765,0.793159,-0.49679053,-1.0724332,-0.041793875,-0.35633594,-0.53003573,1.9950688,0.21794939,2.2000499,-0.25871864,2.264,0.1416524
55893,-0.24446857,0.33970633,0.1348561,0.82418793,-0.49419752,-0.62176466,0.8431681,1.6312937,1.7376754,0.004167401,3.9553,0.48137847,0.30068177,1.7885513,2.6131015,2.2178535,0.15752685,3.272368,2.9226255,0.8886228,3.6933331,0.5320643,1.8176856,-0.3018662,1.8677429,-0.004471913,0.42167538,2.3024864,-0.058349997,-0.32533264,0.25750792,1.2703961,0.9786629,-0.121255994,0.35001665,2.1133513,0.06640884,-0.5988118,0.9573381,-0.5446724,0.025579799,-0.26435503,0.12194472,1.594209,-0.040410653,0.24947912,1.624408,0.8529915,1.491562,1.7861097,0.8750642,-0.62022156,0.78562415,-0.8012705,1.1345352,0.29738674,-0.38672152,-0.5535293,1.8051269,1.5854985,1.682,0.49377048,-0.5466943,0.4891324,0.13987318,-0.41959628,1.9847018,2.2149918,-0.07343453,2.9051526,0.51360786,3.28755,2.496849,4.064671,-0.88352615,-0.01464707,-0.53774434,0.43659797,-0.10404766,-0.124400005,-0.61494863,-0.9690596,0.37784612,0.18237653,-0.048460316,-0.7748153,0.49878758,-1.04035,-0.38877887,0.6388749,1.6946733,-0.40037674,-0.2064433,1.9633893,1.3785015,1.612324,3.85345,-0.40223822,0.78505,0.30020493
55958,-1.4331625,-1.7314878,0.56971073,0.3277021,0.80907,0.2677185,-1.4390901,-0.4436455,-1.1198671,-0.63434315,2.0187001,3.779018,0.3057984,3.2020829,0.7481313,1.3831229,0.024740424,2.341356,-1.6632466,2.0066032,2.4339652,-1.1692619,1.4133513,-0.012304574,0.78545666,0.113149315,-0.41090477,-0.3951677,-0.06355,1.1510869,2.2705047,0.7521601,1.2898855,-1.275191,0.33670923,2.0898376,1.3261794,-0.11419435,1.0459318,-0.46234295,0.09435131,0.79453206,0.6080799,1.742981,0.40579423,1.5976485,0.25701162,2.7896721,1.2521478,2.6950173,-0.88140297,-1.361785,-0.12614016,0.04950151,1.3955758,-0.58019763,0.64571583,0.96797323,-0.4029137,0.16278067,-2.26425,-3.2316396,-2.361588,0.9280401,-0.41278678,-0.43290225,-3.624752,-2.8652825,0.10360186,-0.6081526,0.8369025,-1.0359501,1.2683378,-3.161654,0.009596169,-1.1687658,-0.72720945,0.0003831312,-0.08591865,-0.4785,0.053985357,0.8351159,1.1266906,-0.2117075,0.49593967,0.74091977,0.90754706,0.0008500004,1.2945454,-0.48950052,0.9959956,-0.13204615,-0.72545373,0.7762974,-3.7185411,-0.35204437,-0.85240006,0.42974386,-2.4288,0.7144335
5601,-0.030901462,0.041452065,-0.7514944,-1.0530913,0.40628746,-1.3413227,-1.8197646,0.4914251,-0.0050106347,-0.62153846,2.8836,-2.1804957,-0.7172859,-0.29131305,2.31022,0.52412534,-0.5984989,3.2410736,1.3189086,-1.2683971,1.3434026,-0.03934183,-2.5043998,-0.8962032,0.91605914,-0.21973427,-0.4297371,1.5330257,-0.21275,0.13666493,-0.16280687,-0.18558955,-0.8787534,-0.12350346,0.44758296,-1.0590004,-0.36939216,0.11544539,-0.6276398,0.92693627,1.1781329,1.0518446,0.24040046,0.0036849976,0.069524616,0.6926006,1.7577119,1.0884569,-1.5819294,-0.66842836,-0.62674505,0.05313924,0.17686161,-0.44167832,0.67248476,0.09585813,-0.2891326,-0.12326467,0.3902217,1.4648337,-2.4131498,-1.3652968,0.35688385,-0.05571589,-0.55967736,-0.72796315,-0.56093967,1.3038664,-0.43925312,0.033959977,-0.23729551,3.5751,-0.9491818,3.908698,-0.52710676,0.28735393,-0.39630118,-0.028541133,-0.5883423,0.2051,-0.5565847,0.275305,-2.162821,0.045789614,0.6101357,0.50117195,-0.5641183,-1.05885,-1.1389636,0.35301828,-0.5467925,0.020048171,-0.20008343,0.924278,0.08530903,-1.1775689,3.0144,0.68141663,-0.3038,-1.9101443
5603,-0.80781066,0.8801513,0.9549268,-1.2069321,0.61765844,3.225489,1.2465613,0.044009045,2.2939024,-1.4715954,-0.17194998,-0.49282277,0.025641516,2.1465082,0.081363946,1.5257756,0.8510908,1.6703558,-0.38026315,0.7623477,0.029715091,-0.10396917,-0.5055214,0.2997083,-0.78721917,1.1272739,-1.2729752,-0.38267785,-0.17255,0.6973023,-2.6510801,-0.80958843,-1.5961212,-7.908454,0.97949314,-3.0498257,-0.23565343,1.5391321,2.5766342,0.9895421,-0.41256863,-0.27491552,1.3853776,-0.61329734,0.52539504,-7.4334464,-8.540774,-8.01532,2.2356763,1.3348308,-2.2340481,0.8157579,-1.8633912,2.1268022,-1.1193094,-1.9960418,0.9440837,0.7997577,1.00735,0.46610627,-0.74165,-0.9833778,-0.26243323,0.22789483,1.5310392,0.54214007,-0.748245,-1.6045802,0.6139939,0.062674195,-0.0987964,5.0455003,-3.2312503,-2.2228634,0.3884865,0.22555535,-0.64534307,1.7956042,1.560969,0.54205,0.7672549,-0.3108099,-4.1348286,1.0026815,-0.088011324,2.0165305,-0.24247213,0.66155,0.8094456,-0.402326,1.0018225,0.67507625,-0.69989014,2.134275,-2.1133413,0.6976371,0.020900011,-0.5030693,1.676,0.1900153
5607,0.7150345,-1.4174734,0.21002178,0.53951204,-0.91107816,-0.22568375,-1.6040564,0.6026899,0.2495864,-0.22804551,5.9671,2.0879197,-0.3262204,1.3903694,2.669935,3.991639,0.3970434,5.2842064,4.8458223,1.3242902,1.541292,0.497144,3.2476838,-0.25253397,2.3173144,-0.39819148,-0.23042503,2.9354014,-0.50974995,-0.82183886,1.0090657,0.17193402,0.86200416,-0.8501553,-0.029644717,0.8629756,0.0006903857,1.9837844,0.15214509,1.2465725,1.8667281,0.32817626,0.87060606,-0.2814077,-0.02302327,-0.9558648,3.4435892,0.20662019,3.2619736,2.3663905,0.5447882,0.17032975,0.60248864,-0.11413845,2.4236872,-1.043224,0.10345437,-0.3397751,-0.025868237,0.34597093,-0.9764,-0.38405687,-0.31785917,-1.4882281,-0.7235161,-0.88233036,2.308224,3.3542933,-0.21544808,0.46627355,-0.5657332,6.7838,0.05675006,4.010976,0.36327976,-0.19861835,-0.03744757,-0.27930468,0.34345892,0.4336,-0.430531,-0.31844112,0.28183374,0.58972174,0.13647993,2.3575578,0.10917584,-0.5274,-0.2786506,1.4659691,-0.5270333,-1.2174466,-1.5940939,2.8016908,0.2467529,0.5188445,4.96055,-0.58632123,1.09525,1.1856022
