,ST16924,ST17220,ST17263,ST17530,ST17584,ST17626,ST17700,ST17722,ST17802,ST17956,ST18022,ST18776,ST25585,ST25588,ST25604,ST25612,ST25617,ST25624,ST25636,ST25640,ST25641,ST25644,ST25680,ST25712,ST25723,ST25724,ST25727,ST25733,ST25735,ST25738,ST25748,ST25754,ST25756,ST25774,ST25778,ST25783,ST25785,ST25792,ST25802,ST25823,ST25837,ST25838,ST25840,ST25849,ST25871,ST25883,ST25889,ST25901,ST25904,ST25913,ST25938,ST25945,ST25947,ST25956,ST25968,ST25998,ST26024,ST26044,ST26070,ST26090,ST26111,ST26112,ST26210,ST26237,ST26242,ST26349,ST26374,ST26376,ST26528,ST26673,ST26678,ST26737,ST26745,ST26764,ST26992,ST27049,ST27088,ST27219,ST27223,ST27243,ST27284,ST27341,ST27403,ST27522,ST27526,ST27540,ST27602,ST364,ST377,ST502,ST609,ST61,ST610,ST621,ST642,ST647,ST652,ST689,ST823,ST967
10180,-0.116471305,-0.5072207,-0.44691193,0.40561253,-0.43104342,-0.27252257,-2.3627968,0.3487983,0.37786138,-0.17030412,3.2154,1.2576196,-0.49337956,0.21514466,0.8310392,-0.3224848,1.3420167,-0.5558679,2.2474594,0.2659823,3.6173973,-1.5258262,-0.08428287,-0.01831302,1.9565676,-0.83762157,2.8721838,1.1415063,0.1122,-0.7520599,-0.5160715,-1.3010995,3.175319,3.3687077,0.54370975,1.2800081,0.022391796,0.72969234,-0.07173759,2.650209,-0.008118272,-0.7485961,0.41269207,-0.04013005,-0.6538799,1.2049563,2.6680593,0.33684862,1.7809887,-0.68238634,0.55406106,-0.44011563,-1.1042764,-0.30190343,0.017747149,-0.2130537,0.6008055,0.27736345,0.1109336,-0.074782565,4.5995,5.578513,-0.51511395,-1.3307458,-0.62885785,-0.15580204,2.295401,1.476193,-0.64398545,-0.36030433,-0.9216629,-1.7542001,-3.3211856,-1.8583956,-0.0025562774,0.18209626,-0.3652444,0.52380157,-0.07349841,0.3104,0.5214018,-0.43101895,0.85612416,0.0010055564,-0.3786663,-0.7032988,0.116777465,0.04869999,1.3832132,-0.13034093,-1.4027889,0.55999315,-0.6274605,0.012884114,2.0911152,-1.0762362,-2.02915,-0.4529045,5.0,0.28302822
1019,-2.276485,-0.0038902014,0.46080416,-0.98163754,0.17905097,0.63505596,-0.38664564,-0.63326854,-2.313387,-1.1431811,-4.04875,-3.3306992,0.5807405,-2.1241302,-1.743242,-3.2695272,0.050242655,-3.0055776,-5.337575,-1.8601602,-2.8599844,0.776492,-4.050692,-1.3981557,-2.6738496,0.19418265,-1.0116754,-1.3538135,-0.09484999,-0.26582718,-2.8581374,-1.3609524,-2.2904863,-4.5719304,-0.227969,-2.0126522,0.5337272,0.1438314,-0.8497135,-0.88873553,-0.6619701,-0.4410638,-0.30568963,-1.0515518,-0.16079995,-5.4076157,-8.072155,-6.5751543,-0.19488765,-1.1490725,-0.27895308,-0.08987926,0.61807805,0.69427943,-2.825992,-0.5318688,-0.8324915,-0.16071472,0.09981796,-1.451129,-3.1969502,-2.6872418,-1.5995396,-0.010219514,0.8657155,1.2848463,-6.3941107,-6.8452835,-0.0064618997,-0.111957535,-0.13174075,-4.13205,-2.038139,-3.3081646,0.6895433,0.32556427,0.52361333,0.233681,0.10321465,0.987,0.4155776,-0.15291284,-1.8409243,-0.042357773,-0.9154393,0.27820528,0.027681947,1.0825,-0.7070048,-0.20651585,-0.08969793,-0.19181544,-0.5299429,-1.4541283,-4.552718,-0.22971508,-3.1184,0.27561384,-0.58875,-0.16380084
10190,-5.085721,-1.3164365,0.98764896,-1.7307343,0.25401887,-0.26965415,0.22298151,-0.77492404,-2.94857,-1.1789203,-4.4991,-2.063585,0.2889068,-2.9578352,-1.9723065,-1.4527159,-0.053744186,-5.5477324,-6.8856573,1.2561392,-5.1300635,-0.16909558,-3.3756769,0.26539376,-1.2769824,-0.045038376,-0.03500212,-1.2664267,0.039199997,0.9843519,-0.42387414,-0.46222627,-0.46817634,-3.0099797,-0.066667974,-0.59871393,-0.07570685,-0.7678949,-4.1113396,-2.6671143,0.006468624,1.1342398,-0.74831533,0.07861823,0.3864153,0.65319276,-0.78568196,-0.7140723,-3.5538445,-5.151964,-0.464069,0.4465475,-0.7952644,-0.20961434,-1.7482641,-0.14039852,0.10269475,0.19977851,0.097419664,-0.62215424,-9.66905,-10.000001,-2.5230603,0.03173572,0.51218975,-0.11948158,-2.6076765,-1.8104099,1.2438648,-0.32048634,-0.6703518,-6.1302,-1.7353569,-3.7991705,0.2985995,-0.5999615,-0.18012388,0.033786178,-0.20672703,-1.08055,0.39686614,0.740337,-2.8678708,-0.06926554,0.6506848,0.38259763,1.1268525,-5.10475,-1.7230589,-0.56763875,-0.1286844,-3.1505406,1.2260346,-2.8204503,-0.70811254,0.47461617,-6.06205,1.1086638,-1.08425,-0.22637898
102,-0.7680037,-1.1800166,-0.18544888,1.1088543,0.74581033,0.37502325,-2.441544,-1.3912055,-1.0975287,-0.49690065,-1.15645,2.3126397,0.22432676,-0.17648041,-1.0569577,-1.3228359,0.4872747,-1.2995261,-2.4543731,0.80341184,-2.903915,-0.27724224,2.388045,0.3648672,-1.109412,0.29573298,-0.7478117,-0.19358307,0.3853,0.9538391,1.6303194,1.8485539,0.91442895,1.9650389,-0.16060789,1.4358261,3.1288571,-0.30758953,-0.5425533,-2.1734123,-0.3276247,3.6983356,0.517575,-0.47750595,0.6147766,2.3674548,-0.9201876,2.0799527,0.9650036,1.8050942,-0.5027194,0.41207355,-0.37024078,0.07127368,0.99003875,-0.36794156,-0.275821,0.22552226,-0.28517228,0.662744,-1.4013,-2.1723404,0.21948577,-0.012309745,0.4532995,0.426545,-2.243466,-2.729073,-0.5925884,-0.78434885,-0.4943173,-2.6397,-3.3110812,-1.9396305,0.092521384,0.12243757,-0.30424643,-0.77263796,-0.16244635,0.40640002,0.09427653,1.0196605,-2.9069674,0.033561133,-1.2149112,0.4914987,-0.60746145,0.98835003,-0.23345442,-0.5810336,1.450763,-1.4748485,-2.0251968,0.52682704,-2.2507458,0.003022626,-2.3916,-0.97542274,-0.87355,3.4416132
10206,0.66718423,-0.6972286,0.040174216,0.9124129,-0.64052665,-1.1178148,0.67599326,1.5341349,1.3688548,-0.28494427,7.2199497,0.7271985,-0.4053149,1.308887,3.3038473,1.8288914,-1.0035228,5.552896,4.0692587,0.9622177,4.6737933,-0.4201718,2.7654326,0.27754724,1.5538139,-0.6687372,0.4280284,1.2328281,-0.28465,-0.10852936,0.7459868,-0.040153496,0.022610426,0.38179636,0.483541,0.44391164,-0.66860175,-0.97137284,1.0604157,0.9567625,0.8474299,0.12349194,-0.35383666,-0.23104692,0.28118366,0.7791064,1.7549058,-1.0264953,0.376284,1.9298161,-0.38943613,-0.123153225,0.84093416,-0.2549265,1.2659215,0.009380341,-0.8595081,-0.25247476,-0.9023911,1.1107624,1.75615,0.9569967,0.30206293,0.1651581,-0.6432545,-0.2988215,3.3842888,3.6381378,0.05066423,0.52204865,0.5069474,6.25175,2.7760434,4.286356,-0.7583022,-0.3919765,0.017041355,-0.17362313,0.17736754,-0.3099,-1.0876048,-0.75460994,0.93155026,0.27076244,-0.15059093,-0.36761457,-0.69089377,-0.79075,-0.700886,0.48309088,-0.8192086,0.049810544,-0.12049299,2.2961705,2.5145168,0.1312379,5.6556997,-0.12921189,0.032449998,-0.51844114
1021,-0.8683561,0.28959474,0.29423016,0.76979923,-0.13528386,0.74606276,-0.8710294,-0.81281424,-0.7682451,-0.40277594,0.84575,0.32727975,0.67836726,-2.2699387,-1.5726217,-2.2205422,-0.47617847,0.83252823,0.91824526,0.23103595,-1.8827317,0.54339474,0.2772808,-0.11052773,-2.3044894,0.25654876,0.06734353,-0.2489797,0.118450016,0.76807976,-1.2070478,-1.3608377,-1.4192735,-0.8845198,-0.7945457,-1.2519202,-0.08961566,-0.5661224,-0.4947421,-0.37430608,-1.2509996,-0.9329316,-0.9158932,-1.4283122,-0.30054313,-1.7704424,-1.6600542,-0.79028976,-1.1342336,-0.46967256,0.41208124,0.60259795,-1.8560799,0.14779769,-1.1098058,1.0350167,-0.7268088,0.3261642,0.7513976,-0.7015161,1.69595,1.2372957,0.72557753,0.50902075,0.37207144,0.04889542,-0.65778816,-0.34477264,0.880432,-0.9096767,-0.63599426,-1.7744501,-0.17365557,-0.09406188,0.67427534,-0.21493235,0.56248665,-0.40134,-0.52926,-0.26305,-0.44895643,-0.34023365,2.6640053,-1.7249832,-0.7398138,0.16621293,-0.05299692,0.39185002,-0.05527607,-0.5787109,0.3033481,0.46474355,0.124652326,-0.2136777,0.3943808,-0.081306465,-1.10435,-0.6091269,-0.575,-0.89906996
1022,1.1316233,0.4063457,0.37941048,3.925148,-0.33571976,-1.2967253,1.6704456,-0.05342559,1.4852018,0.47848988,-9.53205,5.920126,0.38532677,0.9605421,-0.82475495,2.4371395,-0.79980254,-10.0,-5.5159554,2.09444,-6.477533,-1.0955514,4.1364307,0.43676353,-0.56472707,-0.24376366,0.1942251,-0.21818498,-0.66045,-0.58382964,-1.257189,-0.51909375,-0.80726683,0.72211504,0.481532,-0.34233457,-0.8047164,-0.30514634,-1.0187479,0.44031912,0.37350342,0.49334186,0.41186795,-0.51109076,-0.19604635,-1.6090358,2.482254,1.8122351,5.133587,3.6376858,-0.29351968,0.62643284,0.25667816,-0.23695217,1.0203973,-0.34921,0.12317611,0.11377151,0.8944787,-0.7853942,5.5734,7.627159,1.0810487,-0.34389484,-0.80568624,-0.38992223,2.157351,2.2340274,1.0537854,-0.17994975,-0.14199558,-6.69235,-2.379491,-8.306057,-0.006610006,-0.2963666,0.016889714,-0.10560101,-0.26701272,0.11500001,0.28182122,0.2351361,9.310741,-0.13954061,1.6563952,-0.4348425,0.5996439,0.2682,-1.6791877,0.115404695,-0.8675493,0.11527842,-0.13430777,4.4460626,3.1607685,1.5992258,-7.0367,0.25166315,2.59785,0.9769839
10221,-0.15633656,2.860347,-0.59459907,-2.5369837,-0.42615116,0.043126944,0.9080478,-0.3411671,0.9316304,2.6404662,5.17345,-3.9670088,0.03629697,3.495765,1.069304,1.8757939,-0.5406625,-3.555592,3.1493192,2.191054,-3.5387235,-1.7051443,-4.643891,-0.13466819,-0.9390346,-0.31809244,0.9087554,0.3233418,-0.56635,-0.15905197,-0.8828698,-0.7701919,-1.6440709,-1.5503063,0.3655525,-1.2835512,-3.2441425,1.6891645,-0.517583,-2.0663643,-0.70083916,-0.7432405,1.8555963,-0.78222024,0.85302544,3.0952444,-2.3847034,0.4533813,2.9510388,3.518488,-1.3220634,0.27205414,0.22898291,0.7364159,2.4345105,1.4057823,1.5400922,1.2834196,1.7926251,0.25876957,-2.165,-1.582927,0.96717614,0.1899258,0.41620377,0.30381352,5.857624,6.029293,0.72396076,-0.48338833,0.77568567,-3.8836,3.0924463,-2.7888927,-0.16495359,0.09025742,-0.4754234,1.480243,1.36101,-0.30425,0.055602968,-0.22244802,2.012935,-0.6140951,0.44949102,0.76304984,0.7968612,-0.25935,2.8109493,-0.3272613,-0.009105086,0.68303055,-0.4532679,4.042424,7.081401,0.7160041,-3.4303,0.31941202,2.19915,1.6811178
10227,0.31703368,0.19340113,0.3740124,-0.20064351,-0.7271263,-0.2597909,0.03137581,0.30360878,0.9567637,-0.36194187,0.62225,0.7135063,0.46707952,-0.053545415,0.67146385,-0.1502003,-1.1548989,0.80309343,0.0078812465,-0.21155363,0.33017996,-0.25859344,-0.6021987,-0.6418371,-0.3310418,0.111635655,0.08408491,-0.5243337,-0.19114998,-0.37235156,-0.25607604,-0.44117716,-0.24225576,-0.93635434,-0.23349786,-0.7612467,-0.37473285,-0.62729686,0.029875778,-0.90938866,-0.5710539,0.099818215,0.810583,-0.39909464,-0.21774882,-1.1522664,-0.37480903,-1.2027001,1.9050846,1.5407197,0.097397715,0.106741846,0.26793134,-0.10749831,0.5990686,-0.24508221,-0.6317416,-0.24667001,-0.7175254,0.26235983,-1.0627,-0.028393745,1.1381369,0.080501065,-0.7373649,-0.25322598,-0.5888719,-0.6272315,-0.37113762,0.26937452,-0.15369862,-2.2687,-0.75306743,0.23228367,-0.38935134,0.11322853,-0.12404044,-0.41203418,0.28840843,-0.6767,0.8077851,0.04483831,-2.6645706,0.63621867,0.27146465,0.102553375,0.43465406,0.28145,0.050632935,0.41128707,-1.4005065,0.20138556,-0.26938665,1.9307082,-2.0134442,-1.0755154,0.63675,-0.75915205,0.10289997,0.18110113
10237,1.0827416,0.7475964,0.54561096,0.39495727,0.13870221,-0.25260633,-1.3393114,-1.1046996,0.8612356,-1.0202866,-0.8966,-0.034316577,0.5825661,-2.1031127,3.0066688,0.9304398,-0.10751206,-2.8031619,-4.8800793,0.9661193,-1.5955385,-0.29902402,0.060280383,0.28220278,-2.7547307,-0.78995764,-1.1614505,0.06908429,-0.075399995,0.64987856,-0.7504464,0.5145143,-0.45001966,-5.942361,-1.6010644,0.43652028,0.1456303,-0.73235816,-0.5480155,1.5970798,0.6184795,-0.7821985,-0.72465783,-2.5633054,-0.5034003,-7.1586757,-4.5040026,-4.1545815,-5.032233,-4.4256086,-1.0691917,0.3888827,-1.7049346,0.5498896,-3.7331314,0.23374154,-0.5694927,-0.24509656,-0.18402179,-1.2280492,1.7549,2.9586625,0.8640501,0.44387087,-0.08056283,0.4016956,1.7505465,1.4847243,0.098935306,-0.6304318,0.0041772574,-2.18575,-0.45267075,0.66695917,0.24033144,0.22492167,0.60377085,-0.013381347,-0.013133109,-0.55035,0.30880788,0.23032156,-1.628829,-1.2806709,-1.1306424,0.15976048,0.9827895,0.62955,-1.2623816,-0.5130462,0.5339067,0.6296618,0.89837825,-5.180292,2.6214724,-0.5797839,-2.5835,0.41144165,1.70715,-1.0410254
10245,-0.89628845,-0.5767438,0.8357978,0.50432086,0.61108756,-1.5301391,0.65060556,-0.44247967,0.48298216,0.98229873,-0.38405,0.53151137,-5.424181,0.8567416,0.96948266,0.34663913,-0.17372309,0.5860571,-1.6657698,1.56357,0.51880205,0.29908493,-0.6446731,-0.2742372,-0.26645756,-1.4349176,-1.2387564,0.7258004,0.23365,-0.10210433,0.06895426,0.63142455,-0.11639181,0.0115198195,1.7016197,-0.11189449,1.1510638,0.6332923,0.68911904,1.089208,-0.094934404,-1.6200908,-0.5557488,-0.09602007,-1.03118,-1.67977,0.19121225,0.031425968,-0.080236614,-0.28120112,0.6158323,-0.1028013,-0.055370137,-1.1552626,-0.17882392,-0.9122671,-0.9863107,0.40259594,-0.58396035,-0.26398414,-0.4329,-0.33598393,1.0276108,-0.52044845,-2.0308359,-0.08845179,-2.2996602,-2.5506434,-0.26339903,0.5775604,-0.12755145,0.29079998,-1.6974533,1.0751584,-0.9585183,-0.5707524,0.48411784,0.06497021,0.30396998,0.31135,0.5266142,-1.4526453,3.079895,0.30325937,0.54141796,-0.8466752,-0.672127,0.102400005,-0.97307456,0.24132021,0.29705057,-0.7594777,-0.28320843,-0.47933656,-2.1118221,-0.40600747,1.23095,1.2195275,0.92495,-0.855609
1026,1.3351004,4.989378,-0.527543,1.1175526,0.70952666,-0.20184231,6.7266245,-0.38059634,-0.2951826,4.937558,-7.775,2.285861,-0.56089383,2.5558944,-1.6758585,2.6126807,0.61636,-8.563307,1.6945608,-2.5145366,-4.5596175,1.1719822,1.7316222,1.902225,-0.15385717,0.3586762,0.7364716,1.0078659,0.68035,6.4376783,0.6634418,0.66846156,0.5628258,3.4023,0.0686522,0.84443235,-0.39581168,0.37323582,0.62275416,1.6382532,0.6349535,-0.0542422,1.4517792,1.095938,-0.07513539,4.5923133,3.3099964,3.2473574,0.545939,2.1858113,2.7412121,2.4818285,3.016364,-0.28162193,0.056992106,0.19460845,1.1064701,0.38640475,2.1219988,1.9308643,1.69615,2.1445277,1.0149295,-0.3769099,-0.052505136,0.31342393,0.9352431,0.8530675,0.4864061,0.20071076,1.1184263,-5.9879,6.031623,-1.1500803,-0.12402564,-0.114212975,-0.16278662,0.23522961,-0.20605037,-0.40755,0.4576102,-0.072810486,1.8763778,0.57202625,0.8202941,0.6826296,0.3881023,-0.31065,4.9440336,-0.6726801,5.869021,0.8174101,2.5038457,0.21017465,1.4641852,4.396776,-3.42625,0.18109897,1.49155,-1.2198032
1027,0.20399292,-1.2543995,0.40010107,0.9986707,-0.31123722,-0.62804174,0.20413612,-0.90486336,-1.5720724,-0.30479234,-6.38025,1.2223067,-0.33252704,-0.38980824,0.8308833,-0.05544591,0.72149384,-4.7190356,-3.9607184,-2.6236744,-5.0310173,-2.471537,1.8660269,1.0830151,2.1416056,-0.09207827,0.7729622,0.13821888,0.19215,-1.0190413,2.5197759,-0.184951,1.8630717,0.48641717,1.5133008,1.6287392,-0.13964403,0.13866012,1.3643891,0.60956585,1.7623193,1.3620545,-0.4072219,1.9752235,0.29615617,-3.0482168,-5.925803,-2.953415,0.8039364,1.5151715,-2.9975817,0.08512655,-1.3940392,0.41678795,3.0589461,-0.26142937,-0.5375678,-2.597132,-0.1473112,0.7167913,-1.11025,-1.8732567,-0.120128155,-0.49574333,-0.4677175,-0.25623316,1.3956587,1.3903317,0.19099273,-1.1163414,0.1583488,-2.91045,3.464951,-2.5513692,-0.018827505,-0.12151548,0.8713237,-0.30855182,-0.20043911,0.30895,0.004607722,0.8341238,4.066819,0.24443786,0.68287086,-0.7039546,0.3717656,-0.4264,-0.13647193,-0.23184696,-1.4554893,-1.0704557,0.42712674,2.3516626,0.89130235,-0.43291652,-2.2187998,0.23542388,-0.2626,3.6204762
10270,-5.2849054,-1.9836628,0.011402398,-3.4258585,-1.2715214,0.3451244,0.15697023,-7.027981,0.21018758,0.4630416,-5.2209,1.3134387,-3.3152657,-3.6992095,-4.8085313,-2.1399305,-0.31604022,-6.0427904,-3.5203667,-1.2594889,-4.1796074,-2.2411404,-3.059135,-2.0474873,-0.63821733,0.20034684,-0.5189179,-0.5546878,-4.88045,-0.22821996,-0.8699032,-1.963043,-0.8792496,-1.731226,-0.36597943,-1.1352004,-5.058944,-1.7785845,-2.036822,-6.3444157,-0.5045497,-3.488464,-3.4040732,-2.2041154,0.114503056,-3.9828076,-7.9614162,-5.2807655,-0.5033424,-2.9413838,-0.009207979,-0.1488057,-1.5372132,-5.4402113,-1.0019894,-2.867034,0.5236225,0.159584,-2.4299014,-0.47563982,0.44435,-2.9056835,0.43910262,-5.3995953,0.0033005923,-5.2544336,-1.1555614,3.5958595,0.5057014,-1.906125,-5.270219,-4.2864,-0.49014264,-3.750869,-1.2979182,0.55237496,0.21883722,-1.8182304,0.22418189,-2.52125,-2.840675,-1.8019315,-3.691144,-3.9999769,-1.6605184,0.23834327,-0.106088765,-7.91295,-0.2705146,-0.25401276,-2.2532933,-4.658348,0.36414847,-5.626915,-3.2529595,-2.2916405,-2.40065,0.15602084,-3.59715,-1.2481496
10273,0.4094126,0.038854837,-0.34982488,-0.94959545,0.120017484,0.8276168,-1.3199137,-0.9783993,-1.1523155,0.8917588,-6.0973,-0.7698058,-0.74672425,-1.1418493,-3.0812724,-2.7895007,0.68224496,-5.273916,-5.8367653,2.1917105,-3.763914,1.3084655,-1.9255099,-0.6074228,-3.438528,-0.31683445,-0.20563765,-0.5343468,-0.51435,-0.8113062,-0.29962227,0.24912807,-0.062420756,2.1213632,0.58086747,1.1349099,0.50533223,1.4354687,0.084066235,-2.9820359,1.2094325,-0.12420629,-0.008000404,-1.2425771,-1.0460062,0.92550826,2.6569028,3.2486744,0.62946486,-0.7806759,0.9770279,-3.2732162,0.80837905,0.64594245,-0.4129563,-0.33087978,0.28340232,0.22656268,0.17162931,-0.9113466,-5.8268003,-4.256822,-0.052319445,-0.14682549,0.8756989,0.88743556,-6.480709,-6.76665,-0.4560501,-0.37116453,-0.32416484,-6.2578,-3.6361217,-3.8190818,0.1496642,0.4404293,0.26566812,0.3689559,-0.2078515,0.33725,0.17793402,0.22679879,-5.0848455,-1.4670788,-0.000805445,-0.18958355,0.18747663,0.6745,-4.199231,-0.6363697,0.27930394,-0.9391663,-0.08900086,-1.0677412,-5.3380985,-0.26549312,-4.8848,0.13008878,0.29605,-0.06987106
10276,-1.9319556,-0.081025004,-0.3849936,0.07727115,0.19893974,-0.2667622,0.29793268,-1.4666615,-2.3168356,-0.96005666,-3.59445,1.0762142,0.5154339,1.5341904,-0.102063715,-2.8844416,0.45996472,-4.5186644,2.1203127,2.4460578,-2.333757,0.52059156,0.7117896,-0.42341125,0.45200908,0.086115114,0.4738518,-0.28961247,0.66929996,0.7416492,-2.2054615,-1.9042121,-2.091953,-1.4587777,1.5909424,-1.2203615,-0.47662598,2.1520572,1.5607529,-2.128094,0.47755587,0.86120796,0.3050905,0.59797484,0.18149866,0.0705459,-3.508661,-4.2977686,4.420603,2.8229103,0.72893125,0.49983603,0.69522357,-0.19710779,1.8000376,0.7870844,1.3549856,0.40893817,0.14426163,0.87075603,5.4109497,6.634609,-1.9386286,-0.2506736,-0.1432111,0.19449861,-0.90330315,-0.93636674,0.6959703,-0.41842985,0.036527276,-4.03835,-1.4023523,-4.2370343,-0.0140164755,1.9773006,-0.33494028,0.9990165,0.82635266,0.16009998,0.9963055,-1.0393219,2.6465383,-0.7453013,-0.36081457,0.9551041,-0.58796954,2.3808,-0.15478776,-0.2660823,0.38867155,-0.32686132,-0.17898834,3.6457694,-0.2305735,0.2286948,-5.26945,0.36288825,-1.3162,2.5870137
10285,0.15680411,-0.6099484,-0.060933426,0.9792573,-0.1367155,0.2393552,1.613725,0.26480323,-0.29400423,-0.013679206,1.21065,2.0772676,-0.43129998,-0.34768692,-0.039064348,-0.6805648,-0.98815894,2.3384342,5.2535477,-1.1786579,0.37391967,-1.2019956,1.5624425,-0.3625707,-0.6516271,-0.16936733,-0.2290778,-0.2473844,-0.68955,-0.7264314,-1.2176508,-1.4757227,-1.4541755,-2.618464,-1.1902688,-2.0638413,-1.4163561,-0.610627,-0.70906925,-1.1163603,-0.7123656,-0.6776537,-0.9365523,-1.2670913,-0.030148208,-3.5471025,-3.5586395,-3.0482235,-2.7261372,-2.4728389,-0.58435696,-0.8949734,-1.5521172,-0.31899405,-1.5040954,0.10026637,-0.80823356,-0.8354806,-0.2216728,-0.33769184,6.9901,7.9077525,0.032881614,-0.0015403181,0.36581996,-0.05741449,4.638678,5.008154,-0.32853627,0.31456798,-0.36221555,4.0435,3.1518855,0.62804055,-0.56328696,-0.13665196,-0.43496832,-0.9812776,-0.30975473,-1.00195,-0.5370605,-1.2548764,3.1661026,-0.6561709,-1.010118,-0.073502585,-0.61421216,0.1761,-1.1184773,-0.037887245,-0.41243228,0.7555814,0.5568839,-1.1326978,3.486135,-0.67711985,1.0214001,-0.13122967,-0.52575004,-0.39484888
1029,0.35513914,0.506534,0.0922396,-0.91385174,-0.44298017,-0.8668314,0.40939212,0.41048032,1.7606573,-1.3564916,5.6066,-0.72618705,-0.021545082,1.3662828,-0.5659167,1.1764495,-0.8517258,4.8481855,4.2676845,0.5371616,2.9135718,0.33313596,-0.16345493,0.21680243,1.2292688,-0.026285738,-1.5207742,-0.590592,0.3188,1.3572884,-0.075740986,-0.03664142,-0.34188217,-2.4822345,1.1844739,-2.0307884,-3.0889158,0.89228314,-0.23669797,-0.9794054,1.6128747,1.2569721,-0.9822477,0.8214085,-0.036090463,-2.4584277,-5.924872,-4.008098,2.255396,1.8703992,-0.9079413,-0.12017745,-0.71754766,0.37124264,1.1331142,-0.22242185,0.028558105,-0.3347929,-1.3975648,-0.33070806,3.5835001,4.388959,-0.7348193,0.56133187,-0.12356609,0.26919532,-0.47766584,0.030583061,-1.3896163,0.8928625,-0.06275418,2.8025498,1.4594662,3.6602764,0.119460225,-0.6428329,0.24332142,-0.6195116,-0.9051887,0.18395,-0.24455312,-2.655153,8.842465,0.09993764,0.57295465,-0.5488869,0.13992545,-0.33455002,0.89218974,0.1312789,0.5573449,0.2896477,0.8150008,3.5523357,-0.82304543,-0.43878692,3.8719,1.0665604,-0.58125,1.0358675
10298,0.71766865,0.22906879,-0.17001985,2.2454088,0.3111453,-0.08211688,-0.41347927,-0.43876603,0.68414485,1.1933129,-3.256,2.8921614,-0.38860443,-0.8873836,-1.0856006,-0.31722796,0.016417712,-0.9448905,-2.7354484,-1.447647,-2.7499092,0.059136137,1.7590816,0.37466902,-0.7427641,-0.3618451,-0.12859939,-0.7586268,0.8148,-0.6832131,-1.3342316,-0.28975284,-0.7349796,1.1249216,0.115295574,-0.69038403,0.6737834,-0.2141005,-0.65862024,0.5105665,-0.07845548,0.05726348,-0.35923302,-0.59720886,-0.57494557,0.65280366,-0.34638572,0.61164314,0.2372828,-0.9076351,0.18088359,0.3929344,-0.7237092,-0.090561286,-0.6360262,-0.6250447,0.77826107,0.5923233,-0.28465357,-0.5492969,1.6916499,1.8088726,2.2717805,0.46366304,0.5588248,-0.13855433,1.4534543,0.87508273,-0.37333843,-0.55341846,1.2911272,-0.51664996,-1.1773014,-1.9341815,-0.26263398,0.071143806,0.14766365,-0.75465286,-0.8435664,-0.34690002,0.8514352,-0.19495855,-0.2575528,-0.28084788,-0.34197146,-0.40113223,-0.43112773,-0.3205,-0.21957716,-0.1671054,0.77866614,-0.88389385,0.007581115,-1.3376712,1.0001243,-0.61998105,-2.06565,0.5100826,1.01875,-0.5486146
10318,2.525899,1.553362,-0.17541528,-0.124301985,0.46303546,0.57180345,1.8812094,-2.0484183,-0.41666788,0.96994317,-4.5368004,0.23513454,1.1286583,3.2535777,1.0933924,2.2050195,0.64330524,-5.7991743,-1.7205318,1.4031415,-5.409539,1.0897241,0.32669523,1.5964878,-0.0052173734,-0.70296174,0.09064978,-0.5061941,-0.3795,-0.6109503,3.2894683,2.606939,3.4837642,-1.8529217,0.32076403,1.3597927,0.9156058,-0.69367987,0.121845745,-4.937384,-0.09782243,0.059970155,2.1840582,0.6206588,1.5944506,0.6544566,-4.6280565,-1.8932858,3.0182557,2.3067193,1.1265718,1.191328,-1.048403,-0.37318993,1.7357309,1.6997111,0.7275307,0.2002007,1.6630633,-0.21396562,1.2771001,2.5840006,0.9878653,-1.0940876,-0.32041538,0.39602342,-0.6411408,-1.4498425,0.3009503,-0.7849895,0.2254732,-5.42215,-0.8869378,-3.3623376,0.31359303,0.39547947,-0.5822218,-0.3665743,-0.28305244,-0.29565,0.48750675,1.1797557,7.9168477,0.0053133518,0.6981933,0.8396196,0.4257891,0.2373,1.7182646,-1.1938877,1.0826201,-0.17504072,-0.14397487,1.7538927,0.039100647,0.13417228,-5.44715,-0.42501354,1.6069499,0.90760267
10320,1.7916001,-0.29187113,-0.30217206,-0.29845524,0.08025629,-0.47197455,-0.61184543,1.2322888,1.0273724,0.28717822,7.11965,0.5874259,-0.3951785,0.58646256,0.7711471,1.0374863,-0.20119552,3.1846895,3.2245655,0.7241632,1.3813808,-0.5600144,0.52864075,-0.10688916,0.8103238,-0.6005162,0.13954398,-0.05719222,-0.15125,-1.3366997,0.40994114,0.49883717,0.55326474,0.71090364,-0.21150406,-0.19532599,-0.09090647,0.009084359,0.56935155,1.0746387,0.21007323,-0.42984062,-0.70078623,0.78445524,0.3557868,-0.6152574,1.8148823,0.19844748,0.46992582,0.019961596,-0.44800702,-0.8243925,0.35974956,0.35345086,-0.69816035,0.47749752,-0.93983126,-0.20523527,-0.084578656,-0.5206688,0.4322,0.6331761,-0.17652835,0.3150862,-0.08784723,0.1128566,1.47509,1.466471,-0.21811312,1.616654,-0.7083006,3.1501,1.1139891,1.874187,-1.0994844,-0.6192384,-0.47733197,0.3008178,-0.29343584,-0.11460003,-0.64405775,-0.0045841336,-0.26312202,0.8958071,-0.17150718,-0.02612923,-0.61317015,0.5725,0.46702662,-0.21090421,-0.81838596,0.09499053,0.51453614,-0.2062362,0.706413,-0.23352371,3.22495,-0.48819715,-0.071749985,0.0044566244
