,ST17270,ST28135,ST694,ST201,ST26242,ST25610,ST27639,ST664,ST25678,ST26017,ST26531,ST18706,ST25618,ST27369,ST305,ST27861,ST1069,ST27199,ST297,ST18026,ST25969,ST27394,ST25695,ST26505,ST17313,ST27102,ST25689,ST26771,ST456,ST711,ST25581,ST26667,ST17188,ST27595,ST221,ST26543,ST16907,ST26892,ST28171,ST87,ST906,ST25720,ST25889,ST27079,ST18079,ST652,ST26378,ST1068,ST26050,ST25750,ST455,ST25766,ST17292,ST25747,ST27049,ST25644,ST26601,ST26762,ST27948,ST28297,ST26221,ST25882,ST25636,ST28287,ST621,ST371,ST25832,ST25728,ST28083,ST991,ST28286,ST25612,ST18571,ST25788,ST25886,ST26478,ST25880,ST25758,ST315,ST25608,ST25798,ST364,ST26764,ST26774,ST17781,ST25704,ST25733,ST25698,ST26330,ST25873,ST26446,ST25761,ST25858,ST27530,ST25905,ST167,ST27933,ST25767,ST18025,ST27048,ST372,ST25780,ST25682,ST27058,ST28175,ST25637,ST27418,ST27039,ST17826,ST479,ST25680,ST477,ST26194,ST26361,ST25546,ST26795,ST25697,ST25725,ST17959,ST17220,ST25688,ST27486,ST26456,ST25827,ST486,ST27060,ST25748,ST25589,ST25831,ST25674,ST25887,ST25961,ST17124,ST27569,ST25604,ST26740,ST25881,ST25754,ST483,ST18785,ST25957,ST26020,ST25712,ST495,ST27080,ST25565,ST27045,ST18460,ST27346,ST25974,ST25838,ST17319,ST26179,ST25774,ST26146,ST27742,ST434,ST11441,ST604,ST25823,ST17722,ST25913,ST11805,ST25597,ST292,ST485,ST25867,ST25777,ST25772,ST26873,ST25828,ST25727,ST26607,ST25628,ST25851,ST26608,ST25850,ST18807,ST25716,ST312,ST25731,ST136,ST26599,ST26889,ST25834,ST25934,ST26606,ST26136,ST25883,ST603,ST28032,ST25769,ST25839,ST14030,ST25639,ST25611,ST387,ST26765,ST619,ST25836,ST26751,ST25722,ST25624,ST25670,ST26007,ST25865,ST416
51742,-0.2587,-0.90385,-2.5195498,-3.3396,-0.53349996,-0.014600009,0.4326,0.8934001,3.6047,1.64555,0.15565002,4.664,-0.50395,1.2461001,-0.30300003,-0.123600006,-0.54569995,-0.33569998,0.16275,1.3176501,1.342,0.8418,-1.7771001,-0.7628,0.121549994,-0.43565,2.09615,-0.9431,1.62675,-0.20095,0.67705,0.34475,0.9049,-0.75434995,-1.22585,-1.3896999,-3.15615,-0.19090001,0.9612,-0.09250001,0.18940002,-0.34579998,-3.0428,0.45085,1.7133,-4.12295,0.6364,-0.3457,-0.05905,0.525,-2.03325,-4.53585,0.45270002,-0.24509999,0.22060001,1.25595,2.2394,3.34105,0.2741,1.8262999,1.2783,0.318,-1.8068999,-0.63145,0.5546,1.7472999,-0.31835002,-0.3294,-1.3498,-0.85985005,2.77405,-0.69225,-1.14205,0.2275,-1.01565,-0.4158,-2.73,0.33265004,1.8723501,-0.81315,0.88815004,-0.6694,-2.618375,1.53325,0.2854,0.06755,1.82585,-4.01115,1.10905,0.2243,0.16025001,-0.41845,-0.75734997,-0.67605,0.7556,0.3017,0.1503,-0.86765003,2.73015,-0.4902,0.92795,1.1548,4.2187,-0.1572,1.3028,-0.37775,0.2548,1.4713,0.71924996,-0.6724,4.45545,-0.81799996,1.2156,-0.59495,-0.7679,0.5759,0.2286,1.6975,0.85800004,1.0993999,1.5053,-0.28434998,0.50025,0.1273,-0.1406,0.7945,0.91315,-0.8254,1.7167499,1.5419,-0.6827,0.08955,-0.51445,0.5303,-0.94445,2.33045,-0.3027,-0.9492,1.8302001,-0.085149996,0.87645,1.0376,1.2564499,-0.68700004,0.6943,1.0278,0.13980001,-0.5011,0.0537,0.32295,-0.30080003,-0.60165,1.76995,2.5750499,-0.005850017,0.024849998,0.23500001,-0.4839,2.7628,2.4274,-0.2569,0.3415,0.76159996,-0.23269999,-0.231,1.1406,2.67575,0.63100004,-1.0821999,-0.85230005,-0.5674,-0.29825,0.48799998,-0.64425004,0.389,0.68555003,-0.061700016,0.26985002,-2.8309,-0.4176,1.4375,-0.7871,0.56885004,-0.79065,0.99555,2.8914,-1.1320499,-0.4018,-1.2828,1.5527999,-0.505,0.32545,-1.26915,0.47995,0.86880004,-0.51739997,1.76335,1.8506999,0.58449996,2.6369,2.36785,-0.048349977,-5.54965,-0.87955,2.1158,1.39085,1.01345
5211,-0.5587,0.18935001,1.0747,4.8036003,-0.4832,0.19234999,0.16624999,3.5869498,-2.08665,-6.22825,0.5342,0.30725,0.9471,5.0384,0.8686,-0.74335,0.7637,0.37190002,-1.25215,1.0625,0.15660001,-0.83925,2.5381,0.37905002,0.7723,0.62575,-0.6063,2.56005,-2.3172,-0.09785,-0.24135001,1.0224,1.0532,0.1898,0.48865,-0.13690001,0.94149995,0.52045,4.1103497,-0.46214998,1.2721,4.5671,-1.38005,-0.0059999973,-0.25235,6.0287,-0.31659997,0.4896,0.04975,-1.2867,0.1512,5.3164,-1.02745,0.12315,0.3933,1.0414,0.92340004,0.65745,4.562,-0.30075002,-0.89495,-1.3705499,5.96395,0.49095,0.6746,0.9096,-0.38985002,-0.9851,-0.47460002,0.08485,0.24839999,-1.57885,-0.26705,-0.50710005,-2.5296001,-0.139,-2.0841,0.23224999,-1.6484001,0.3919,-0.28504997,-0.62154996,2.6785128,4.2258997,-1.0262,0.14205,-0.8532,4.36075,-0.39790002,-0.20880002,-0.2036,-0.066300005,-0.69605,-0.7138,4.1578,-0.14835,0.1758,1.1071,-3.5022001,0.86525,-1.82335,-0.8929,-1.16045,0.6583,0.31024998,-0.12775001,0.14829999,0.41285002,-1.63535,-1.5411501,5.14855,0.51094997,-0.6321,4.5144997,4.6552,4.1583,-0.10365,5.3032,0.60034996,0.50715,1.3563,0.1812,4.49225,-1.1786001,3.8233,0.724,0.58985,-2.5462499,-3.31405,3.3980498,-2.7649999,-1.03115,-0.3686,0.57495004,-0.62055,-0.5937,-2.01795,5.49005,-0.17725,-0.62025,-0.15805,1.3585501,-1.73335,-0.02835,-2.30615,-0.022499993,-0.43555,-1.4036,-0.0765,-0.48195,-0.010649994,0.19495,-2.3752499,-0.8116,0.008749999,0.49370003,-0.5685,4.993,-0.4428,-3.4531999,-0.589,0.32035,-0.02735,-1.1748,0.053499997,-0.9311,-2.54955,-0.6767,1.9047,0.56355,-0.096149996,-0.40945,0.025400002,0.46445,-2.0986,-0.34675002,-0.63385,4.45015,1.2788,-2.0355499,5.13395,-2.2305999,0.21750002,0.2451,0.23279999,-0.6237,5.23525,3.67245,-2.1230001,-0.46595,4.5996,3.3051,0.38385,-0.85475,0.010899991,-0.90645003,2.96405,-0.098900005,3.92175,-2.2582002,-1.3311,-0.29564998,5.6035,4.6377,-1.6608,-0.528,0.9004
5223,0.6745,-5.3108,-0.51295,2.5137,1.1652501,0.33725,1.1609,2.19,-4.5289,-4.13715,-3.3625503,-6.67175,0.6745,0.0,1.1609,0.3107,1.1652501,0.0,-1.8446,-4.236,0.82365,-1.3682001,-0.32625002,0.1108,0.33725,0.0,-1.65015,3.6647,-1.5117,1.1652501,-0.08364999,1.7036,0.0,-0.7394,0.6745,0.6745,-0.81125,0.33725,-0.51295,0.6745,1.1609,-0.22645,-5.4294,0.3107,-0.81125,0.3107,0.026450008,0.0,1.2174,-0.93385,-0.7047,0.16855,-6.6629,0.6745,0.33725,0.828,-0.73169994,-1.5314,-0.51295,-3.1149,-0.17570001,0.6745,1.35785,0.33725,-5.1584997,0.6745,-1.0843999,-0.7047,0.828,-6.68325,0.1108,-4.0588503,0.33725,-1.4676499,-0.53725,0.82365,-1.2985,0.33725,-1.8239,-0.6635,-1.9388,0.0,0.28090125,-0.6635,0.0,-1.93995,-1.23215,0.6745,-1.6621,0.026450008,-0.56155,0.33725,-0.22430003,0.026450008,-1.23215,-0.7394,0.33725,0.33725,-4.236,1.7036,-0.73169994,0.82365,-3.7376502,0.33725,1.1609,1.1609,0.6745,0.33725,0.82365,-5.3458004,-4.13715,0.33725,-0.72134995,-1.3682001,0.33725,-0.17570001,0.0,1.1609,-1.0376999,0.828,0.1108,0.0,0.33725,-1.37105,-0.22645,0.6745,-0.17570001,-3.9752498,-3.8221002,-4.6059,-0.81125,-4.3408003,-1.0376999,-0.6129,0.6745,-2.0827,-7.5134497,0.6745,-0.22645,-0.51295,0.026450008,1.1652501,-3.1286001,0.33725,-3.2351003,0.6745,-0.32625002,-2.4636,0.6745,-5.2653,-0.22645,-1.2412,-4.5289,-3.6884499,0.6745,0.6745,-0.08364999,0.6745,-1.0376999,-4.5236998,0.33725,-4.8743,-0.73169994,-6.01065,1.1652501,-0.51295,-8.0223,0.1108,-7.84175,-0.22645,-1.23215,-0.73169994,0.33725,1.1652501,-3.29465,-5.0,-3.9121501,1.1652501,-0.22645,-5.2236,0.33725,0.6745,0.33725,0.026450008,0.33725,-8.0223,-2.1115499,-0.53725,-0.93385,-1.6621,0.33725,0.33725,-0.56155,0.6745,0.026450008,-2.9443998,-1.81805,-3.94705,-1.01065,-6.01065,0.026450008,-1.6336,2.5137,-5.0,-4.9283,-2.4016,1.1609
5236,-0.24135002,-0.7765,-0.5813,2.17415,-0.3531,0.23470001,0.49675,1.8136,-3.4390998,-3.8428,-4.76825,-4.6209497,0.24555,0.4908,0.44439998,-0.53785,0.012500003,1.02065,-2.5712,-3.9449,0.44725,0.33789998,-0.24620001,0.37625,0.37735,-0.0326,-0.306,-2.5707002,-3.24405,-1.3467,-0.89755,-0.3674,-1.9252,1.5481,0.2577,0.10354999,-1.7247,-0.8062,0.50655,1.0093,1.01595,1.1616,-4.85935,-0.08930001,0.5094,2.06235,1.4114,0.55695,0.35504997,0.23114999,-2.5615,1.0218,-3.4109,0.34705,1.7512,1.223,-0.72955,-3.7209501,-0.70155,-0.6586,-0.51605,-1.5914,1.5843999,-0.050899997,-2.8864,1.7736499,-0.30975,-1.4088,-0.03925,-2.2164998,-0.9956,0.0207,0.3624,-0.7417,0.3103,-0.24395,-2.6691499,1.26065,0.84145,-0.42035002,-0.44265,0.08535001,-0.33458656,-1.28005,0.7142,-1.2782,-1.30275,1.1519,0.6067,0.53475,0.67385,-0.15405,-2.6514,0.0752,-1.6006501,0.47295,-0.14864999,1.08675,-5.1675,1.5242,-2.2893,-0.804,-2.4378,0.7497,-0.0595,0.07190001,-0.64585,0.0036000013,0.72975,-0.24949999,-3.2406,-0.32635,-0.8458,-0.51975,-0.44425,0.0054500103,-0.6506,-0.95524997,0.17404999,-0.09290001,1.3002,-0.6199,-1.0616,-0.68149996,-1.4804499,1.68155,1.0417,-0.6343,-3.5107498,-3.0437,-2.8821502,-1.8599501,-0.0213,-0.15904999,-0.07635,-0.67625,-4.22985,1.0496,0.26515,-0.4537,-0.97499996,1.41405,-0.90135,0.15535,-1.0847,-0.0013500154,1.7646999,-2.3154001,0.43155,-3.25065,0.038899995,0.4006,-0.16585,-0.9341,0.75045,-0.13865,-0.45239997,0.023200002,-0.75995004,-3.6172,-0.71085,-2.6697001,0.060499996,-1.4912,0.28535,-3.97295,-1.2306,-3.1781502,0.21900001,0.45099998,0.23610002,0.79550004,-0.249,1.36225,-0.29465,0.5064,-1.4979,0.66045,-1.1145,-0.366,-1.06085,-1.25835,0.33295,1.0536001,1.9236,-3.59095,-0.66055,-0.6212,-0.17729999,-1.1487,0.1648,0.7874,0.34605,0.6943,0.6323,-2.0032501,-2.6461,-3.1833,0.22439998,-1.59085,-1.46535,0.64095,1.9847,0.39425,-1.5046,-1.6391499,-0.19985
5255,-0.11455,0.017700016,0.6275,4.5704,2.1216002,-0.16999999,2.2985,1.2364501,-0.35390002,3.3727002,0.71059996,0.99640006,1.5046501,0.97925,2.4465,1.3001001,-1.0448,-0.4581,-0.17764997,-1.3513,-0.20405003,0.92115,2.12735,-0.7808,0.50445,-0.4932,-0.37980002,-2.4232,-0.5001,0.45470002,0.64615,0.36185002,-0.79055,2.77515,-0.92620003,0.6536,0.65180004,0.16745,-0.93515,1.1401,1.663,2.03265,-3.11695,1.9529,0.92515004,3.4497,0.6365,-0.1541,-0.34115002,2.6207,0.1073,-1.196,0.109400004,-0.032750003,1.15555,1.4535,2.61475,-1.0906501,-0.77765,-0.6325,0.59305,1.4550999,-1.34795,0.14155,1.8959501,0.26505,-0.46525002,-0.0744,0.43575,-1.9193499,-0.22205,3.4808502,-0.7666,0.6008,-0.8089,0.32915,-0.36880004,1.8211999,1.7771001,-0.4452,1.7042,-0.032949995,1.9705442,0.93700004,-0.0961,2.0391,1.2442,2.88595,2.29115,-0.18090001,-0.0085,-0.2882,-0.606,2.1464498,-0.16150004,-1.9865999,-0.13145,-0.85510004,1.0818,-0.49245,2.2666,0.83535004,-1.14045,2.3127,-2.05915,-0.0836,2.9442,0.17875001,0.52635,1.2442,0.0057500005,0.045,1.27035,1.82495,-1.0559,0.30615002,2.4752,0.45665,-0.3901,-0.273,1.5841999,-0.90389997,1.1273,2.0684,1.5596,-0.29610002,-0.4517,2.5871,1.39685,1.4906,0.20255005,0.87689996,0.18915,1.00105,-0.8798,-2.5231,-2.39825,1.80655,1.60575,0.55429995,0.0624,-0.931,-0.9237,1.5738001,1.11145,1.64785,-0.0759,0.27664998,0.78235,0.14950001,-0.0485,2.5995,0.8372,2.2360501,1.5598999,1.2995999,-0.71125,-0.26895,0.85819995,2.4285998,2.4589,2.1254,2.67695,0.53055,-0.12385,1.88905,3.14775,1.7567,-2.99895,-0.3623,0.34614998,0.025549997,0.89055,-0.13855,1.68075,0.80135,2.4665499,0.36475,-1.7337999,1.5582501,0.33175,-1.1639,0.2506,-0.28185,0.89100003,1.4579,1.9372,-0.3953,-1.9494,-1.0336,-0.21055001,-1.28775,-1.1796,0.16135001,0.34355,0.6355,0.53540003,1.4259499,1.21665,-0.22514999,-1.0915,1.2516501,2.5652,-0.22135001,-0.33565,-0.19345,1.8837
5257,-0.0993,-0.59,-2.0793,7.24625,-0.051750004,-0.048599996,0.18544999,5.07045,-0.56935,-2.2851,-0.74695003,0.93085,-0.35025,0.44755,-1.3504,-0.19795002,-0.29654998,0.2626,1.77285,-1.32225,-0.24020001,0.8354,-4.3427,0.5126,0.6495,0.047349997,1.0115,-1.9830999,3.1624498,-0.31750003,-0.54295003,-0.4854,-0.39049998,1.4674,-1.39885,-0.81589997,-3.90315,2.75675,0.62700003,-0.2545,0.6482,-0.40555,-0.0071499944,0.6325,-0.105100006,5.45915,1.1008,-0.41985,0.5039,4.2539,-0.26605,4.05405,-0.6761,0.33505,0.61160004,0.94140005,2.2797,-6.90795,1.5331,0.87795,-0.64035,0.7525,5.22495,-0.56055,1.49405,0.06825,-0.2044,0.14045,-0.52235,-3.5548,-1.98135,-1.8513999,-0.3705,0.625,-0.88495004,0.13905,1.4304,0.2389,1.2045,-0.5494,2.94505,0.16505,-1.0964901,0.52935,0.40600002,-4.8861,0.4237,5.66185,2.0288,0.76615,0.18544999,0.51905,0.19685,-0.77765,1.33555,-1.38695,-0.137,-0.015250005,-1.6626999,0.33865,-0.004549995,-0.27105,1.0895,-0.23719999,0.040900007,-0.30715,-0.022499993,0.074099995,1.57145,-0.38039997,1.41735,-0.39315,0.75584996,0.46719998,-0.60055,0.56535,-0.27565,-0.19575,1.5081,-0.6394,1.2473999,-1.1559,0.45975,0.76715,-0.38615,1.2504001,-0.8668,-2.64985,0.49225,0.9231,0.98245,0.3013,-0.6341,1.22305,-0.23874998,3.17715,-0.17185001,-0.47425002,0.3181,0.045450002,-0.23494999,-0.85885,1.12555,-0.602,-5.4418,-0.11505,2.76105,-0.20465004,-0.0675,1.2370499,-0.6028,-0.65325004,-3.6748,4.5518,-0.8073,-0.30445,-0.33824998,0.27485,1.12175,-2.3987,-0.59575,1.06065,1.18795,-0.12125,-0.5016,-0.93995,-0.6279,1.82585,2.8877,-0.4711,-0.18725002,0.9342,-0.25560004,0.122049995,0.51045,0.5413,-1.1005,0.30295,-3.12375,-4.4732,-0.2062,-0.021300018,0.643,0.43324998,2.0908499,1.53625,-0.40275,-1.2433,-1.912,-0.856,-1.42645,1.518,-0.369,0.6914,0.77115,-0.15685001,-0.1363,-6.26525,-0.75014997,-3.0987,-2.3313,-0.15555,5.2061,-0.25725,-2.5328,0.6704,-1.12185
5261,-0.0582,-0.84465003,1.6459,1.2836499,-0.13804999,0.2313,-0.5185,4.1605997,-0.19885,1.4388499,1.00015,2.9489,-0.0914,0.2619,0.82465005,-1.0204,-1.1284499,-0.057600006,5.3633,-0.73915005,0.06175,0.1345,2.8719,-0.49124998,0.63035,-0.38725,0.59335,2.74415,0.306,0.0033500046,-0.73545,0.35455,0.057149976,-1.09535,-0.5184,-1.7863,-1.1469998,-0.13525,0.44834998,-0.58385,0.32565,0.29479998,7.56705,0.7076,-0.23789999,6.6653,-2.41265,-0.39855,-0.64115,0.4554,1.6686001,4.4109497,-0.14694999,-0.44415,-0.17955,1.0583,-0.2705,3.9148998,-1.1905,-1.1159,-1.30335,0.9379,0.74895006,-0.60319996,-0.83390003,-0.48404998,-0.47695,0.14574999,-1.4196,1.46165,1.54585,-1.2882,0.26915,0.18839999,-0.56685,0.5379,4.31205,-0.08325,-0.54419994,-1.19665,-0.13045001,-0.93079996,1.0424877,-0.3136,0.25845,2.8865,-0.86965,2.12235,-0.32960004,-0.64734995,-0.27235,0.64065,0.6034,-0.85765004,-0.37835002,1.70085,0.22109999,-0.2103,-1.1644,-1.2532,-0.1305,-1.06145,-0.8152,-0.4671,-0.41265,1.73375,0.46335,-1.6337,-1.5084,0.12285,-2.0302,0.11705,-0.7962,-1.0278499,0.08775,-0.70355,-1.3353001,0.3546,0.63605,0.12405,1.3093,-0.82655,-0.939,0.4317,0.3919,-0.7227,-0.27034998,4.05895,0.76185,-0.40609998,2.10215,-1.03065,-0.03135,0.21419996,0.1408,0.64100003,8.2703495,-0.56115,0.22955,-0.33405,0.073300004,1.59215,-1.90045,-0.24865,3.5376,-0.1947,-1.3268,-0.1057,0.6032,-0.83495,-0.17984998,-0.027549997,1.0193,1.20455,-0.59235,-0.88525003,0.57735,-0.09865,0.41320002,1.21925,0.3603,-1.14185,-0.09855002,-0.18044999,0.1809,0.42215,1.1343501,1.52175,7.7033,-0.414,-0.136,-2.448,-0.35070002,1.1125,-0.81665,0.123300016,-0.67645,1.0359,2.79155,0.56345004,-0.2916,-0.7912,-1.14515,0.0325,-2.4692001,-1.7001,-1.36305,-0.56585,-0.97195,1.6073,0.09375,-0.2788,-0.14995,0.2992,0.59305,-0.26045,0.30465,4.94205,0.79305,0.7918,0.33315,-0.11824998,4.3234,0.033900023,-0.14630002,-0.61875,-0.98039997
5287,-0.16545,-1.0407,-0.45385003,-1.1235499,0.2983,-0.19975,0.98625004,-1.16715,-0.35239998,1.0596501,-0.93310004,-2.13035,-0.37995,-0.08465,0.43415,0.46185,-0.2162,-0.15535,-0.11500001,0.36540002,0.54445004,-0.15805,-0.68545,0.52875,0.17224999,0.38515,-0.3279,-0.0808,-1.31675,-0.07065,-0.71360004,-0.5971,-0.57225,0.61214995,0.98109996,0.38715,-0.61109996,0.58970004,0.6145,-0.84599996,0.66225004,-0.27655,-1.2423999,0.55205,0.11514999,-0.33409998,0.6790999,0.1178,0.2377,1.8294001,-1.3742499,1.3224499,-0.19345,0.38145,0.485,0.22865,2.1205,-0.6208,0.25230002,1.82795,-0.17119999,0.77485,-1.5142,0.566,-0.86504996,-1.3262,-0.5029,-0.81785,-0.59725,1.05345,-0.89825,0.16995001,-0.52055,0.15789999,0.6595,0.2677,-0.58465004,0.7106,0.3653,0.78325,0.8034,-0.011949986,-0.21957886,-1.47385,-0.5019,0.2543,0.6993,-0.57685,0.100849986,0.49125,0.035900004,0.88245004,-0.32605,-0.61775,1.04675,-0.83290005,-0.29075,-0.019250005,-0.3185,0.5715,-0.372,0.66855,-0.0864,0.57725,1.34905,0.3995,0.0767,1.4019,-0.84290004,0.35445,-0.19475004,0.41325,0.5306,-0.036249995,0.35270002,0.8958,1.0124999,-0.16645,0.62485003,-0.33345,1.3640499,-0.71245,-0.63295,-0.18229999,0.63240004,-0.4579,0.74735004,-0.15805,0.28515,0.60965,0.29794997,-0.5246,-0.67795,0.15450001,0.8608,-0.94885004,0.357,1.589,1.31565,1.13285,0.52105004,0.52580005,0.68405,0.8986,-1.1688,-0.59075,0.30914998,-0.2707,-0.11709999,-0.786,0.46479997,0.35105002,-0.97379994,2.2696,1.23575,-0.4011,-0.2944,0.010649994,-0.61325,0.23455001,0.7382,-0.0033000112,0.698,-0.7963,0.1099,-0.52084994,-0.62934995,1.9754499,-0.68345,0.056950003,-0.1774,-0.050850004,0.07645002,0.77175,1.3474,0.42700002,0.1538,-0.053849995,-1.21735,0.41330004,0.20289999,0.56245005,0.26755002,-0.4103,0.2722,-0.7678,-0.7992,-0.07795,-0.14559999,-0.93665,1.0628,-0.00054997206,0.015450001,0.2957,0.6121,-0.21985,-0.12795,0.15564999,1.3967,-1.3377,-1.14225,-0.3334,0.027949989,1.25615,-0.57124996,0.1945,1.72265
5289,-0.3243,-1.0019,-2.50715,-7.016,0.93939996,-0.0026999936,-0.82895005,-2.53895,2.2656999,3.04545,0.57825,2.1041,0.062050015,-0.13755,0.98634994,0.33065,-0.86834997,0.1105,1.2211,0.71255,0.37165004,-0.36695,-2.0856,-1.3652999,0.326,0.5987,-1.33045,-7.5265503,1.1485,-0.054399997,0.5687,0.004250001,1.4509001,-0.63045,-0.90055,-0.7725,-2.83705,0.3639,-0.1246,0.35480002,0.041150004,1.0783501,2.53995,0.6589,-0.37014997,-4.0748,0.38840002,0.9516,0.14535001,-1.0938001,-3.5162501,-3.1025,1.9384,0.1526,0.8577,-0.5014,2.8452501,-0.2456,1.1453,0.4286,-0.63395,1.10225,-0.14660001,0.30125,1.8636501,-1.9045,-1.1468,0.5481,-0.38215,2.95695,1.1997,0.5416,-0.065050006,-0.43205,-1.2009499,-0.52494997,1.097,-0.79760003,-0.60165,1.03415,-0.08459999,-1.1092,-0.8886948,-0.90749997,-0.42975,1.2774,-1.7342999,-3.82515,0.17725,-1.4098,-0.24374999,0.24149999,-1.091,-0.54219997,-0.8992,1.5497999,0.37805,0.81850004,-0.24425001,-0.62785,-1.4052,-0.3175,2.72685,0.40365,-0.11580001,-0.49760002,-0.41925,0.33354998,-1.19815,-1.67335,3.7824,0.49305,-0.011800021,0.1604,-0.23905,0.16945,-0.02615,0.7564,0.5374,0.53995,-0.39569998,-0.055350006,0.46875,0.43535,0.49205,-0.0855,0.34675002,1.0806999,0.14344999,3.7598,1.3402,1.1389999,-0.87654996,1.1363,-0.6092,-0.26815,3.3369002,0.92645,1.012,-1.3399,0.10190001,0.1426,0.5123,-0.7796,4.0246,0.30615,0.52805,0.1765,0.25655,2.0562,-0.016650006,0.776,2.23055,0.5805,0.83435,-0.75215,-0.2536,0.6555,1.12455,-1.5038,0.0652,2.22365,-0.28575,1.22745,0.47754997,-0.26585,1.7393,0.8569,7.854,-0.0739,-1.5014999,-1.09245,0.137,0.89925003,0.80455,-0.19295001,2.0971498,-0.30319998,-0.83695,2.7259,-0.94375,-0.055249996,0.49025,0.0677,-0.9286,1.44185,0.46214998,0.25435,-0.66349995,1.73395,0.12615,-0.34655,0.47335,0.010249995,0.2809,1.2547,-0.073599994,1.659,-1.05855,2.61695,2.9811502,-1.06845,-3.7239,-0.044499993,2.3237,-0.33015,1.3328
5290,-0.27185,4.6177,-1.3706,2.08735,0.030050002,-0.50835,-1.14695,2.22705,3.01765,0.71885,1.5459499,0.9375,-0.5334,0.31085,-0.055299997,0.3579,-0.62014997,0.28405,-3.3323998,0.28864998,-0.43690002,1.36235,-1.93985,0.076450005,0.32095,-0.2139,0.89884996,1.182,0.45404997,-0.09905,-0.464,-1.5379,-0.83455,-0.40145,0.09485,0.17830001,0.4842,-0.58345,-0.136,0.37335002,-0.2172,-0.73935,-3.22885,-0.3123,-0.70685,1.12,1.29175,-0.24769999,-0.36675,1.44415,-1.6166,3.10235,1.3225999,0.16530001,0.22925001,-0.60539997,0.5469,-1.7674,0.21965,1.7818999,0.055599988,-0.9107,0.80025,-0.90425,0.119350016,0.8387,-0.24715,-0.7873,-0.32115,4.03245,-1.3108001,-0.66394997,-0.4701,-0.57425,-1.91925,-0.88955,-3.3177,-0.22975004,-0.4249,-0.53415,2.8877501,1.35895,4.2770443,0.0469,-0.02335,-0.5239,-0.4725,2.2509499,1.64645,-0.18105,0.92730004,-0.6258,-0.7408,-0.07044999,-0.057250023,-2.04445,-0.3633,-0.36825,-0.53175,-0.5079,-0.4988,-0.83825004,3.9569502,0.0582,-1.9056001,-1.2258,-0.0605,-0.52889997,0.86645,-0.23730001,2.8427,-0.55475,-0.0016,-0.79700005,0.091,0.26655,-0.3763,-1.40185,1.0941,-0.67065,-1.0886,-0.87775,0.31445,1.33225,-0.43664998,0.69225,0.42345,3.8270502,2.3163,3.124,-1.44255,1.8775499,-0.40039998,0.16645,-0.75815,-0.58134997,-1.9795,0.24005002,-0.58465,-0.79945,0.35985,-1.4727,0.2191,-1.17355,2.9583,0.60825,1.12555,1.55495,-0.7688,1.8486,-0.50925004,-0.52925,1.71065,0.59345,0.70650005,-0.67775,-0.80035,0.93659997,0.52070004,0.6152,-0.32345,-0.39020002,0.6781,0.70305,0.29715,-1.1501,3.6369,1.775,8.650351,-0.69825,0.63005,0.23949999,-0.18814999,-1.0871,1.56405,0.07485001,0.91135,-0.4974,0.2095,0.47590002,-1.01545,-1.22025,-0.0036500096,0.19300002,0.97025,0.21835,1.52685,-0.3315,-2.8932,-0.44375,-1.5004001,-0.055600002,-0.5027,0.2559,-0.16665,-1.38765,-0.42365,-0.61745,-0.6201,0.20789999,1.93455,0.86004996,3.0535,-0.7578,1.127,-0.69189996,-1.14275
