,ST1077,ST125,ST144,ST16908,ST16927,ST17292,ST17296,ST17333,ST17335,ST17336,ST17434,ST17450,ST17910,ST18015,ST18016,ST18017,ST18026,ST18090,ST18395,ST18604,ST18765,ST18766,ST18771,ST18777,ST18778,ST18779,ST18780,ST18791,ST25588,ST25589,ST25596,ST25597,ST25617,ST25624,ST25630,ST25633,ST25640,ST25641,ST25644,ST25646,ST25649,ST25678,ST25680,ST25684,ST25687,ST25693,ST25694,ST25709,ST25712,ST25715,ST25718,ST25719,ST25723,ST25724,ST25729,ST25730,ST25733,ST25750,ST25754,ST25756,ST25769,ST25774,ST25775,ST25776,ST25777,ST25783,ST25787,ST25788,ST25790,ST25791,ST25792,ST25798,ST25802,ST25823,ST25824,ST25831,ST25834,ST25836,ST25837,ST25838,ST25840,ST25843,ST25845,ST25851,ST25859,ST25862,ST25863,ST25865,ST25870,ST25901,ST25904,ST25911,ST25915,ST25916,ST25920,ST25929,ST25933,ST25945,ST25954,ST25956,ST25957,ST25959,ST25961,ST25967,ST25969,ST25974,ST26007,ST26015,ST26022,ST26050,ST26052,ST26055,ST26074,ST26091,ST26099,ST26139,ST26140,ST26248,ST26258,ST26263,ST26266,ST26329,ST26337,ST26360,ST26363,ST26494,ST26603,ST26604,ST26608,ST26764,ST26870,ST27079,ST27539,ST28040,ST28135,ST28140,ST28141,ST28265,ST28309,ST28390,ST295,ST296,ST37,ST606,ST621,ST622,ST623,ST639,ST647,ST659,ST713,ST717,ST766,ST968,ST973
85236,-0.059772793,0.14470552,1.0526545,-1.5999501,0.34794968,-0.31969225,0.6856691,4.0271554,-2.83105,0.18626358,-0.17797318,0.58487546,0.85000527,2.3944283,0.76310074,3.6109626,2.6893954,-0.9941318,0.5209724,-0.41900644,-0.5174328,0.18485409,0.5572206,-0.4877411,-0.1207173,5.7136984,6.899285,-0.03667526,0.3176959,2.3997207,-0.00457298,0.29514277,-0.034142427,-1.8766,-1.0577887,-1.2497853,0.8367135,0.52636445,1.3284167,1.5857174,1.2229793,-0.085516684,0.07979686,-4.8172607,0.49456486,-0.09167799,1.4609133,3.475889,1.0077436,2.9006462,-0.59064984,1.0210645,-0.45016873,-0.42126858,-0.2154249,0.62433136,-1.4978335,0.38466197,-0.31763104,0.4988787,-0.3899077,3.0229821,-0.041418523,-1.523564,1.2990463,0.37680918,-0.03984964,-1.3916017,-0.57125545,-0.96117175,-1.1282188,0.0412191,0.4715575,0.30599248,1.5047768,2.7264433,0.7273563,-0.3706342,0.9913521,0.37301135,0.9218304,1.2427849,3.773714,0.9460842,-0.41437757,0.2882774,-0.27482665,-0.16948298,1.1966103,2.6959572,0.24702692,-0.8797824,-0.32375935,1.1240947,1.489942,0.11509697,0.50893676,-0.49438992,-1.2345791,-0.05301261,1.0536262,-0.28601462,0.18688616,0.91303027,1.0262228,0.34242743,-0.49451658,0.32391623,-0.2752213,0.94435143,-1.1618065,0.6725384,1.5030036,-2.497244,-0.46678537,-0.21127509,-0.70870256,-1.4725232,-0.42504156,0.0707175,0.11716075,0.24402666,-3.0002139,2.4609625,0.9929015,3.4437559,0.67282426,2.1800625,0.008585587,-2.261723,1.3060348,1.406605,-1.13361,1.5119426,-0.16063762,0.957273,1.7914957,-0.2757209,2.3060133,2.4147177,-0.7506287,0.3179543,1.0767876,0.92383486,-1.3883655,-0.0719493,0.28051797,-0.22968759,-0.5659517,-0.9318459,-0.48732948,0.310265,2.005181,-0.67256886,0.41798908
85377,-1.3495667,-0.3475802,-0.90580916,-2.0176501,0.9495103,-2.0370421,0.36069,-1.4360262,-3.0925,-2.1187644,-0.78947353,0.35515758,-1.1249461,-2.7744355,0.45919263,-2.3282564,0.2691666,0.01729229,0.17707095,-0.13554673,-0.4732604,-0.179694,0.23250324,0.5038123,-1.4111583,-2.044466,-0.26566824,-0.74499315,0.22128466,0.31824073,0.91668886,1.3930879,-0.766138,-1.66605,-1.3727376,-1.664195,-0.06334992,-3.5571647,0.42562425,-2.6485534,-0.513573,-1.6035373,-0.09366641,-0.725107,-1.0197564,-1.4360671,-0.6578428,-1.1518316,-0.13598385,-7.127182,-0.5483249,-2.1107078,-0.78468215,0.087016955,0.35727498,-0.21336755,0.20496808,-0.06665443,0.74379635,2.2485797,-0.4577821,-1.520381,0.19069132,1.4651669,1.0433264,-0.54455835,0.39851564,2.1063213,-0.5357341,0.5202358,0.11752823,-0.29549187,-0.5906946,-0.1456322,-0.72520906,0.3957563,-0.9706017,0.07709786,-0.51145077,-0.4175421,-0.0364853,-0.5800105,-0.36115265,-0.19301468,1.0419585,0.19637372,-0.28764668,0.88079,0.5283397,-5.1654987,-0.49388823,-1.6585239,-0.43085814,-0.4652214,-0.595779,0.91406345,0.5166789,0.88109076,-1.761478,-0.08135128,-0.42218736,0.3768385,-1.084657,0.38623536,0.47985187,-1.0518007,0.19560419,-0.20513988,-1.9741802,-0.45770264,0.098484784,0.26761353,0.6748029,-0.009281983,-0.78929085,-0.17719516,0.67654485,2.983223,0.9425587,-0.5313965,1.5190258,2.844199,-0.03455209,-0.2991155,-0.9044535,0.31372863,-0.13554029,-0.1711926,-1.5669259,2.5756974,1.7320702,1.4528577,-0.20094669,-3.1451387,0.80956817,-0.4603777,0.3487857,-1.7154605,-0.7695546,0.16790548,0.7746713,0.045218557,-0.24186014,-0.4065906,-0.9482558,-0.16618565,0.2512073,-1.331598,0.15606852,-0.27429575,0.014454231,-0.91958475,0.09694487,-1.233474,0.7582252
8550,-0.18179218,-0.34625804,0.17362139,1.1209999,1.1874948,0.38682067,0.27708238,0.6108371,0.83985,0.10415758,0.8157425,0.9576132,-0.70665085,0.20816045,-0.04421468,0.24075179,0.7686126,1.4986386,0.0946154,0.58373564,-1.2170918,0.31872582,-0.2634048,-0.33424857,-0.79910123,0.7254313,-1.9021144,-1.2938564,0.024754703,-0.27664697,0.7472597,0.62653387,-0.6105056,0.42365,-1.364922,0.42501545,0.31940886,-0.14539933,-0.33947167,0.037566945,0.07454389,-0.44231194,1.6204877,1.0452597,0.19288352,1.2109319,0.52847314,-0.37386307,0.015662462,-1.2335104,0.15826297,1.4152529,-0.47009844,1.9960968,-0.008558353,0.27085832,0.20546265,0.8220929,0.089809746,-0.15666121,1.2558779,-0.65389067,-0.9227857,-0.5981685,0.7049012,0.3146763,0.33129793,0.14251965,2.886082,0.53633296,-0.35691124,-0.43004668,0.3768713,0.55685043,0.34559262,1.1891172,-0.56026065,-0.53587335,-0.38904718,0.034602918,0.19593808,0.043719202,1.6738098,0.7049899,1.7752302,-0.040499575,0.7250782,0.3606155,1.1281946,-0.9574776,-0.106969774,-1.1756802,-1.2233813,-0.524095,0.47028095,-1.100221,0.14400178,0.7014451,-1.2348676,0.055348292,0.032208294,-2.19686,0.20632976,0.04258781,1.05121,-0.74292433,-0.49076617,0.07087277,-0.86958265,-0.5362516,-0.119706556,0.4523538,0.29851353,-0.10336513,1.2775252,0.56886697,-0.17219351,-0.1444794,-0.8444891,-0.10895646,-0.07823616,-0.16719684,0.5112252,-0.6830945,0.100041255,0.99102855,0.2615252,0.9034414,-0.37519175,-1.6834092,-0.71628577,0.23411454,0.85458964,-1.0901908,0.09355104,-0.05442728,1.1148331,0.19811466,-0.6616058,-0.08899081,0.17381501,1.956987,-0.51079583,0.56270427,-1.2258911,0.8266886,1.8905839,-0.5947205,0.9541402,0.9289175,-0.3043621,0.68330014,-0.71215165,-0.13614646,1.6262152
8553,0.517068,0.72413903,1.2867937,-0.5931,0.78945446,-0.33384475,1.7801147,0.52145535,0.38535002,0.2248269,1.3506776,1.8569298,0.021697342,0.40298006,-0.07998583,0.2829678,1.0899905,1.6349084,-0.27644956,4.633958,0.04824836,1.541262,-0.37866908,0.04253357,-0.47882098,0.4708938,0.42142946,-0.5070373,0.6063112,0.9699067,0.9298489,0.04552868,1.0831233,0.2835,-0.93512505,0.6577178,1.3330185,-0.36493164,0.38103855,0.2587453,0.41729486,0.20064178,0.12377979,-0.3599127,0.6732223,-1.199046,0.102294944,0.83463126,0.87841064,0.6899787,-1.0956616,1.3794014,0.49870548,-0.27006677,2.9594212,1.0925537,0.07115,-1.1362323,-0.1385226,-0.5080889,0.94771564,-0.04837963,0.5189564,1.4292518,0.80494344,0.083139434,4.5550423,-0.4618473,1.5420817,2.807592,-0.2193834,-0.51852125,0.1263776,0.46935245,0.5212102,0.479262,-0.81128895,1.8076713,0.24786547,0.21720451,-0.16766177,1.226832,1.2460082,-0.4297765,-1.0679185,-0.18781556,-0.40152577,0.50172436,1.319876,-1.5205235,-0.5421591,-0.06796962,-0.7483376,-0.41160345,-0.17619976,-0.77775836,0.5157461,-0.23114252,0.027006801,-0.22797938,-0.8770366,-0.13321143,0.8369997,0.016630366,0.14814395,0.20651047,1.5587549,0.33703673,-0.2623363,-0.60791826,-0.6550079,1.5303761,0.44640988,0.9597772,-0.31682914,0.015910208,1.4151113,-0.07301865,1.5796857,-0.015133217,-0.48879606,-0.88449085,1.5616164,1.8062088,-0.08265552,1.589145,-0.19513363,-0.061203294,0.2239673,0.47365868,1.0987364,0.5585243,0.6747906,0.97307837,-0.2402716,-0.45508906,0.03206581,1.3785222,0.004937589,1.0992967,0.1285857,10.0,-0.313815,-1.2448984,-0.36092293,1.2068083,1.7037933,-0.3627463,0.20025587,-0.612069,0.06266042,-0.41636947,0.84064853,2.320821,1.3335993
8569,0.6545465,0.9696835,1.3626516,3.0368,-0.7024865,1.292674,1.2653329,0.44940394,2.4085999,0.34643415,1.5480995,-1.0818352,1.2365414,1.670836,-2.2260509,1.4073837,-0.331751,-0.047756612,-0.47497952,-0.19130997,-1.2683308,-0.9873942,1.6806983,-2.2533195,0.4993182,1.1470112,1.3824388,1.2113335,-0.56750476,-1.2502623,-0.76111555,-0.5767036,0.31549886,2.50825,-3.2553144,2.0537019,-0.06821552,3.1197321,1.4509326,1.6941035,0.025691051,1.991025,-0.3053748,-0.3376196,-1.131506,0.15953788,0.70765746,0.9742502,0.05466818,4.195121,0.09238958,1.688311,0.53454936,-1.5009835,-2.4118204,1.7134985,0.7343843,-0.17569071,0.12790745,0.0548044,0.3149245,2.405143,0.3291546,0.35977733,0.3084717,-0.14600188,0.047949012,-0.45368487,-0.023529403,-0.11225528,-0.46411407,-0.21601969,-0.8222272,2.0910487,0.37397364,0.54483163,1.3900428,-0.31805632,1.0920697,1.1544476,1.2310579,1.6060972,0.3874698,-1.0191654,-0.42221424,0.35885596,1.5416558,-0.29363897,0.53300554,2.6140647,2.5517228,-1.3938242,0.79203856,1.8894836,-0.096469596,0.14583816,1.0641948,-1.6641264,1.7833421,0.30582812,0.6013801,1.3472427,1.0714297,-0.006859515,-0.1177497,1.1979246,0.17990246,0.64922845,1.3608085,-1.1541153,0.11895525,0.65810955,-0.28626895,-0.012886435,0.44550914,0.17231725,-0.25037175,0.59702605,-0.94220215,-0.5826302,-1.2950811,-0.2631836,1.1152797,0.3903473,0.10878095,0.23182422,0.533234,0.8233633,0.7097431,3.0259328,-0.19149089,-0.22368586,0.7470963,1.7796396,-0.33157682,-0.62420183,1.2659544,2.324071,1.9495424,-0.73222506,-0.7733215,-2.013106,0.60829794,0.9749981,-1.1581795,1.7044059,1.3518704,0.9996495,0.21607253,0.52050316,0.42908195,0.33414075,-0.8741326,1.6950103,-0.8267405
8573,-0.7191759,-1.3131696,-0.31198972,-2.77215,1.396404,-1.4133458,-0.7708451,-1.2490069,-3.0483,0.645935,-0.52302045,0.4910605,-1.9552703,-0.8976327,-0.07077786,-1.4945562,1.3060054,0.097397335,-0.43699738,1.7572153,0.37088484,0.70019245,-1.0769827,-0.41451848,0.4077434,-0.34015584,1.7539787,-1.1378282,0.18930882,0.35449857,0.7534671,-0.7929852,-0.38403094,-2.4555001,-2.9831135,-2.0575423,0.16775617,-2.1531096,-0.44586933,-1.2794561,-0.925529,-1.2659454,0.0025066435,0.31692433,-0.797881,-1.1704581,-1.5726095,0.73186046,-0.7084203,-2.748263,1.0250796,-1.2798179,-0.6699048,0.69294995,0.7504162,-1.0265899,0.7997044,0.5112901,0.8046278,-0.39002347,-0.1108313,1.703182,0.2460328,0.8462194,0.91840595,0.3229165,0.54754657,0.021655023,0.23425709,0.2269577,0.6756061,-0.15975517,0.60517937,0.45151746,-0.0024902225,0.06460562,-1.5045569,-0.00889108,-0.6614451,-0.58419526,-1.1960692,-1.5515608,-0.5195976,-0.28376716,-0.061407417,0.12592134,0.49592608,0.5823167,0.30018336,-0.92104906,-0.9100357,-0.709301,-0.37227312,-0.43500853,-0.008069586,0.31379938,-0.6760234,0.23587969,-1.7092261,-0.2373364,-0.99145246,-1.4376162,-0.4517396,0.05931955,0.3602119,-1.6608605,-0.5434471,-0.18503931,-0.5884302,0.035555482,0.05790498,-0.79199076,-0.72123677,-0.1785984,-0.54359496,-0.17664114,-0.5320747,1.123597,0.7605399,0.43960315,0.8743926,-0.78553843,-1.6384027,1.5014927,1.2659099,-1.0509331,0.1673446,0.38920164,-0.12012194,-1.4067862,-0.63403565,0.015627205,-0.7322896,-2.169024,0.30159193,0.30188432,-0.22361743,-1.0775241,0.9350747,-0.4146672,-0.027833667,0.643909,-1.1596113,-0.8506787,-0.9662278,-1.0818636,-0.95915884,-1.4628996,-1.2526349,-0.7984608,0.53876424,-0.032313995,0.12977058,-1.1767104,1.0438548
8574,-0.39191842,-2.0957808,0.8330649,-2.166,-2.2516923,-2.8537426,-4.647455,-3.784791,-5.0857,0.97350043,-2.7583275,-1.6703541,-2.3331094,-1.45953,1.0457511,-1.6899816,-2.5915277,-1.4086455,1.3061409,-3.0233836,0.5564962,-0.2648701,-2.066843,0.040741906,-0.3517182,-1.0183834,1.7894268,-0.7107365,-0.8406081,-2.8506465,-0.15110803,-0.8037232,-0.7311485,-1.7304001,0.14666772,-2.1429992,0.4155009,0.66254425,0.14177796,-2.2231174,-2.02884,-1.64641,-1.0266954,0.36607853,-4.2848363,-0.2484324,-0.08201957,-0.13502395,-0.36474797,-2.7207174,0.5773773,-0.734337,0.26072598,0.5146177,0.3676848,-0.6874764,-0.85420334,0.7742576,-1.033569,0.4971365,-1.5258069,1.5249891,-1.0365056,-1.84518,-1.454649,-1.3638633,0.31363976,0.13666576,0.84893686,-0.29735222,-2.2359078,0.9222522,0.39739448,-1.8053083,-1.6147901,-1.971603,-0.53098065,-1.3183488,-0.4707317,-0.53876865,-0.1701403,-1.8455311,-1.0085928,-0.16357419,0.32262233,-0.15792273,-0.43472016,-0.24797584,0.11213802,-1.460583,-1.1621505,0.26437533,-0.5693492,-1.027677,-0.14986876,0.33505523,-1.2172235,1.0677869,-1.1117679,0.16716193,0.73378825,-0.8539869,0.31945792,-1.4192473,1.1055691,-0.39243478,-0.01997611,-0.75537664,-1.3876433,0.70045054,-0.23933968,-2.5674398,-2.6692185,-1.1591346,0.33700225,0.75308836,-0.38477087,-4.23107,0.58802104,1.8530304,1.128278,-0.6893875,-0.6656914,-0.52806056,0.31942034,-0.90319365,-0.48150826,-0.03305511,-1.0426346,-4.17344,0.22484827,0.42859116,-3.0559006,1.6284784,0.27234244,0.63157225,-0.13450244,-3.4931083,0.79221857,-2.2181978,0.75102353,-1.6804403,-0.46704972,0.06446063,-3.6718106,-1.8491688,-4.3631263,0.02700767,-1.8701711,0.44574913,-0.8595771,-0.051389225,0.13741142,-1.8291016,0.060760967
8607,0.015910715,-1.0115088,-1.0520551,-0.38045,0.13952412,-1.279603,-2.3613236,-0.8861697,1.3945,0.36019737,-0.85765696,0.89302045,-0.15975995,-2.9060106,-0.1645138,-1.5020224,-3.9126892,0.5338451,0.23044133,-0.14391777,1.505109,0.91169333,-2.2561338,0.26725242,0.9175869,-1.2618065,-3.101128,-1.9623383,0.78971314,-0.2322362,0.7956861,-1.0699468,-1.4984795,2.6355,1.1734226,1.9261879,0.24500586,-0.20340073,-0.972798,0.6060722,0.5874,-1.3394722,-1.2526681,-2.8993814,-0.1465115,-0.66248524,0.84275115,-0.7196393,0.53237295,-4.395984,0.728347,-0.7679883,-0.57695377,0.5144919,1.3943417,0.66059196,-0.4375673,0.281306,-0.40509036,0.3192775,0.96972096,-1.2471554,0.74714863,0.73097456,1.1623639,0.46403727,0.9862552,0.7132125,0.70514786,1.3165131,0.22050256,-0.51457083,0.68995005,-4.7866874,-1.7160364,-3.0416746,-1.2496126,1.0228362,-0.95268846,-0.78227526,-0.98030484,-1.0060614,-1.6408027,-0.38839057,1.4298308,-0.46873,0.3953825,0.3178087,-0.31980568,-0.2679479,-2.7519357,-3.439746,-1.8937457,-1.8423312,-2.0204325,-0.4671416,-2.060586,-0.021427125,-1.583952,-0.67304415,-0.92123437,-2.3145485,-1.347808,-2.1925611,-0.5946194,-1.3847941,-0.7309544,-0.43353266,-0.58268595,0.85889345,0.1910108,-0.69918954,-0.32689705,-1.0867674,-0.39762375,1.1771828,0.852337,0.0071260035,0.75786793,0.4725632,-0.20963836,-0.62603056,0.7221706,-0.4532308,0.22316492,-0.5209499,0.23415348,-0.33710825,-0.24452434,1.2873088,-1.2256669,0.6511471,0.2668104,-1.0541208,0.36062172,0.37426576,0.71472716,0.23745634,-0.52422506,0.6128968,0.5578916,1.5869889,-0.48875427,-0.16500963,-2.1549017,-2.5851552,-4.281345,-0.05875256,-0.27196,-0.80410683,-0.57113785,0.6347769,0.29689002,0.5462215,0.31132752
8624,-0.0406003,-2.200256,-1.4330237,-1.10035,1.1715332,-2.8376398,-2.942696,-1.7948465,-1.4821,-0.5733085,-3.2595997,0.9070319,-2.621734,-2.6480405,-1.2588899,-2.3308322,-0.33818662,0.39544034,0.6135736,0.3883475,-0.07928978,-0.5107212,-2.8342733,-0.2575667,0.4587625,-1.571426,-0.65300786,-1.0229113,-0.033719808,0.43355146,0.28033435,-0.8654332,-2.207722,-4.72075,-3.8912292,-4.1679573,-0.29211983,-6.411282,-1.7656299,-0.5140966,0.80920625,-1.7459519,-2.5354776,-1.6252241,-2.43733,-0.7447101,0.9721768,-0.42138374,-0.3071131,-9.358711,-0.9802699,-4.26811,-0.46566814,0.86189973,0.1895247,-1.00228,-0.4480406,0.5137426,0.29169047,-0.14588702,0.7409588,0.26849815,-0.34104687,-0.14156112,-0.3670569,0.40695018,0.75296086,-0.17175047,0.94772923,0.02474603,-0.10501621,-0.49356377,0.6124927,-1.8073623,-1.6724212,-1.9742997,-1.3884064,0.5986116,-1.248643,-1.3462853,-1.5450615,-2.4766815,-1.9049782,-1.0535176,0.7895388,-0.5977783,-1.1020169,0.101802245,-1.191097,-0.9081272,-5.0097427,-1.6343311,-1.1117021,-3.8176394,-1.3941958,-1.0465095,-1.8351768,0.8395958,-1.2322975,0.17715478,-2.0531309,-2.573608,-2.162554,-0.8088104,0.13875523,-3.0865004,-0.46180537,-0.45962328,-0.14506727,0.73693883,-0.4499361,-1.1683745,-0.41332507,-0.15252014,-0.0943905,-0.30263898,-0.2962,-0.75645244,-0.98252225,0.5047667,0.6586974,-0.533092,0.1285004,-0.1022695,0.5158526,-0.2603663,-0.20197888,0.41896194,-1.5889271,-3.2939007,-1.9415386,0.5482527,-1.1399065,-5.142582,0.55371714,0.2894406,-1.3357124,-4.4049473,0.073981926,0.27642772,0.45672953,2.41889,-0.67140853,-1.0903566,-1.5067086,-2.4132767,-2.8615797,-1.3373188,-0.6372138,-1.7226646,0.0057201833,0.060988232,0.45119667,-4.675183,0.6427606
8678,-1.2927222,-0.20794918,0.7473311,-2.89885,0.03823653,0.42298958,0.84235936,-0.056277037,-3.1424499,0.52631295,-0.3096804,0.36005682,-0.1572957,-2.25883,-1.3512077,-2.5573587,-0.23944452,-0.21734571,0.44088137,-0.6973586,-0.43633577,-0.37782663,0.65213764,0.04507366,0.4089074,-0.7690916,0.41467327,-0.13664253,0.15903966,0.39147446,0.2202786,0.28309065,0.46098283,-1.12905,-1.2733177,-0.5132079,-0.4419431,0.26043588,0.9298506,-1.1027019,-0.7651001,-0.16160676,1.181731,1.564166,-0.7467547,-0.16798067,0.08665699,0.16929199,0.03478714,-3.9129822,0.7237086,0.7451134,1.4584746,0.43589202,0.40386453,0.4356453,-0.4471288,-0.24339947,0.74654865,0.123775266,-0.10162857,0.23167785,0.084938064,-0.6268476,1.1184459,-0.8362328,0.0032647327,0.4262421,1.0681739,-0.24567486,-0.1584346,0.7325633,0.6772809,1.5549368,-1.220812,-0.71464944,0.36519575,-0.6968621,-0.26475957,0.50884295,1.6664596,0.08980009,-0.90021765,0.051728316,-0.17092335,0.5220618,1.0914642,0.35336798,0.96807873,0.51659685,0.18346748,0.8166943,-0.59584224,0.99104095,0.75919664,-0.17174228,0.341568,0.081016675,0.45946914,0.35152805,1.0752325,0.01793632,-0.15930095,0.98715985,-0.04951334,-0.16485573,0.033801362,-0.8852948,-0.38902277,-0.08865285,-0.51991564,-1.0927165,-0.906524,1.2850344,-1.1238602,0.148158,0.93269366,-0.7337077,0.5437545,0.10414508,0.55284876,1.439938,-0.43037432,0.44381472,0.39691097,0.7148067,0.83991736,-1.0100324,0.3032146,-0.9225718,-0.36806092,0.5606737,-1.1878729,1.4802847,0.336114,0.56143177,1.1890157,0.06264577,0.0013318956,0.4073954,0.17908454,0.7038892,0.92978865,-0.5143515,1.6244482,1.5719941,2.9909823,-0.38350943,-0.8253051,0.057471856,-0.28654754,0.29382855,1.0137451,-0.40255713,0.4826488
868,0.89326364,1.8223684,1.2563753,2.97585,-1.0614325,2.3695445,3.089172,2.1187568,3.7589002,1.0157319,1.0484407,-1.034133,2.082622,2.0626569,1.0440626,1.7406845,1.3145484,0.46703887,-0.30265298,-0.7132572,0.7450986,0.0700608,1.03973,1.8308321,0.057211593,0.8850159,2.4984472,0.59261936,0.18182445,0.23453525,-0.47618884,0.30604443,1.3545454,3.995,1.7304981,3.031219,-0.6744368,2.3389702,0.033200428,1.2403382,-0.14171863,1.6159945,0.5275822,0.8813079,2.023066,1.1199844,0.44323045,1.2434978,0.5422863,3.3225942,-0.74700236,2.0108373,1.0680887,-0.8123551,-0.072823934,0.78626966,1.273145,-0.55582416,0.28975767,-0.5195933,-0.825777,2.0386736,0.23221852,-0.09198102,0.18731833,0.0959176,-0.0790384,-0.38632023,-0.48365209,-0.04458663,1.308624,0.34624425,-0.4978863,1.5729556,0.8685607,0.16683845,1.7121853,-0.066599965,1.6826513,1.049806,0.92262924,0.3358266,0.92696404,1.1071353,-0.84431434,0.34696952,0.18186343,-0.15951432,-0.053031266,2.5248804,2.5665736,2.2007194,2.2602942,0.8305754,1.6493859,-0.117463976,2.1603608,-0.9889643,2.747989,0.24186793,0.5342436,1.4291017,0.6755964,1.3234524,-0.820902,1.3551221,0.5627356,0.75627446,1.1666415,-0.68431306,0.25038096,-0.504116,0.285183,0.18945429,0.5724663,0.8082843,0.14820813,0.052730426,0.90975296,0.22618204,-0.21909037,1.2077241,0.3222608,0.2285712,-0.79520553,-0.14575005,-0.25601244,0.74727935,-0.10247273,3.7968936,1.3772179,-0.12071052,1.2786279,1.3179352,-0.41466695,0.21981366,0.7371433,2.311508,1.5060414,-0.12509933,-0.056418717,1.0559514,0.17225882,0.31432235,3.1796632,2.523824,2.127224,-0.40047875,0.2725882,-0.075972386,0.70486736,-0.017535262,-0.5062611,1.8718274,-0.99636614
8720,1.1778109,0.9025594,1.5490161,3.81475,-1.6159033,2.1301332,1.0315706,-0.75266707,4.14505,0.45689872,0.826845,-2.5704436,2.73878,-0.90795505,-0.333068,-0.92555696,0.23474656,-0.24095005,-0.37206912,-1.6744637,0.3077413,0.39088982,2.067065,-0.82439697,-0.23669118,2.0757303,1.6139363,0.90091515,-0.35310882,0.09085834,-0.8604069,0.28697714,1.4415519,2.4026499,3.2813466,3.676881,1.8172113,2.4010704,2.749177,1.8721507,0.2093127,1.3579195,2.188552,1.6340809,1.6353201,0.5573775,-0.5514945,0.76474404,-0.17775163,2.3968732,-0.41541743,1.8361722,1.3221002,-0.17803049,-0.32416648,0.015852816,0.013178259,-0.8157648,-0.43904522,-1.0655851,-2.3050606,0.9366226,-0.4548756,-0.3375978,-0.5419691,-0.1578896,-0.33036286,1.9365968,-0.4413926,-0.57598674,0.98654705,0.3085672,-0.35577118,2.0594118,0.36382663,0.81030655,1.4252082,-1.0465188,1.7857345,1.1795235,1.1172305,1.3475938,0.26204285,0.38165906,-1.2948384,0.6164796,0.28733358,0.42947358,0.7428308,2.8765302,1.502516,3.1504946,2.293177,3.6154597,2.016388,1.1553496,1.558534,-0.4336236,2.907321,-0.4488353,0.8609112,1.6466026,1.4586686,3.1523275,4.367853,2.7637372,0.8132463,0.64920306,0.3120474,-0.9972433,0.30984613,0.06758252,0.056819692,0.3171328,-0.3411794,-0.0861538,-0.53689814,2.2399883,-0.38132012,-0.79711705,0.010325693,1.3494148,-0.8174668,0.81933933,-0.5197622,0.39556336,1.3519471,0.46548826,0.36476794,3.8667269,1.8562652,-0.21276686,0.49703068,2.4167504,1.9598249,-0.32023543,0.55184615,3.1627247,0.5109941,0.18246892,0.77790314,-1.6798899,0.8945854,-0.37422574,3.096027,1.4703315,1.9723163,0.78758776,0.0368689,0.35212803,0.11920023,-0.0895426,-0.60447085,2.4501448,-0.6152328
8726,0.32140133,-0.6777128,-1.1716464,3.79685,2.3779387,-0.67348444,-0.9019186,-0.61017835,0.37085003,-0.5831845,-2.1225986,0.4217388,-0.88343877,0.5012578,-1.0347424,3.2704232,1.554696,0.13494436,0.03770286,1.3415364,0.184041,-0.6426949,-0.1327914,-0.22034465,0.1322771,-0.21754669,-1.1768835,-1.3485608,-0.03357871,-0.31353837,1.9182684,-0.10431741,-1.0427097,-0.9398999,-1.8864677,0.14571437,-0.20952372,-1.7286509,-0.09583148,-0.44838142,1.147094,-0.6154932,-0.7693076,-0.07534726,1.5059781,-0.08803378,0.872452,-0.58277446,-0.5400156,0.32018885,0.42018437,-0.6946144,-0.3942483,0.8358178,0.1567823,0.04527241,-0.80190706,-0.11498955,0.5450425,1.1731733,0.799683,-0.2653736,0.015037507,0.006095171,-0.7749149,-0.3698104,0.002041215,-0.336349,0.42405456,-0.109396696,-1.1546824,-1.0771929,-0.3628626,-0.14768238,-0.5017826,-0.8883602,-1.1156226,0.6651119,-0.6811148,-0.59845304,-0.8148577,-1.9641479,-0.11848013,-0.25729248,0.016377196,-0.5518838,-1.1658323,-0.5366884,-1.2852706,1.6235752,-1.9448664,-0.6747951,-1.1585728,-2.8732119,-1.1808438,-1.081634,-1.0567421,0.8300483,-1.6290741,0.25752428,-0.51475126,-2.0394204,-1.6914395,-0.64589703,0.25881574,-1.9900206,0.18306151,-0.60510486,-0.69737697,0.47251773,-0.65900004,-0.82189834,1.1904536,-1.1644788,0.2001385,-0.3998088,-0.086807355,-0.34079015,-0.31609052,-0.484419,0.27393618,-0.19319668,2.0665517,-0.03132157,0.6080297,0.7439115,-1.1783836,0.29657695,-0.28242815,-1.4458373,-1.4693992,0.62941706,-0.49424407,-1.5715747,0.1636499,-0.10749479,-0.064991206,-0.7535827,-0.4568714,0.37317544,-0.25390375,1.2210286,-0.36503935,-0.068379134,-1.402039,-2.1553984,-0.68441,-0.20678407,-0.03358828,-0.025389679,-0.3381455,0.1116325,0.66412723,-0.46133515,1.5432774
