,ST125,ST144,ST16908,ST16927,ST17292,ST17333,ST17334,ST17335,ST17336,ST17434,ST17450,ST17910,ST18015,ST18016,ST18017,ST18026,ST18090,ST18395,ST18604,ST18765,ST18766,ST18771,ST18780,ST18791,ST25588,ST25589,ST25597,ST25624,ST25627,ST25630,ST25633,ST25640,ST25641,ST25644,ST25646,ST25649,ST25678,ST25679,ST25687,ST25694,ST25709,ST25712,ST25715,ST25718,ST25719,ST25723,ST25724,ST25733,ST25734,ST25748,ST25750,ST25754,ST25756,ST25769,ST25774,ST25775,ST25776,ST25783,ST25787,ST25788,ST25790,ST25791,ST25792,ST25798,ST25802,ST25834,ST25836,ST25838,ST25840,ST25843,ST25845,ST25851,ST25859,ST25865,ST25871,ST25904,ST25911,ST25915,ST25916,ST25920,ST25929,ST25933,ST25954,ST25956,ST25957,ST25959,ST25961,ST25967,ST25974,ST26007,ST26022,ST26050,ST26052,ST26055,ST26074,ST26091,ST26099,ST26139,ST26140,ST26183,ST26258,ST26263,ST26329,ST26337,ST26603,ST26764,ST26870,ST27079,ST28040,ST28135,ST28141,ST28265,ST28309,ST28390,ST296,ST37,ST605,ST606,ST621,ST622,ST623,ST639,ST647,ST659,ST713,ST717,ST815,ST968,ST973
56924,1.3936199,-0.7266388,3.50705,-0.052899987,0.72145,0.8969732,0.22719559,1.91795,0.58342564,0.06656712,-0.75295,3.5112343,0.08831937,0.32851323,-0.44886443,0.566358,-0.539081,2.0905445,0.46208423,1.1502578,0.6502677,0.34677696,1.2666571,0.1795049,-0.2627349,1.6781251,-1.0170231,4.0574503,2.6141,3.1634998,1.8763249,0.2502501,1.9998622,1.5338111,0.47129408,-0.5949344,1.2039,0.61615,0.95207036,2.4113815,1.8562542,2.6904206,0.15339512,0.098724194,3.7776499,0.43587494,0.52490294,0.094799995,0.456788,-0.22080004,1.9101145,0.0051103234,-0.08587381,1.565642,0.4596218,2.5531483,-0.71807057,-0.63033175,-0.037396133,-0.8915206,-0.29142392,-0.88340807,0.28561294,0.17842613,0.48149446,-0.53518605,-0.14326887,1.3855001,0.12674242,1.4535564,1.3235,0.65311396,-0.9027165,-0.34587216,-1.1694143,0.32796842,0.50769323,-0.2924,-0.8650091,0.95695,-0.5758241,-0.7347597,0.67775,-0.17357779,-0.22142011,1.8978392,-0.21506825,1.4922379,1.6303539,2.5782144,0.18620479,0.022,3.1753879,-0.32672292,0.37975,-0.41640836,0.9753498,-0.31454694,0.09366247,-0.40654463,0.53294635,0.90771693,-0.31088123,2.615977,-0.8424898,4.5822754,-0.27100998,-0.07296885,0.9240756,0.68227553,-1.7405,4.3624,-0.6865668,-0.5724876,-0.7458208,-0.8165,0.47761452,-0.7137282,-0.2502356,-0.6172419,0.63525,-1.3668283,-0.1818074,-0.48163038,-0.5003953,0.72534996,3.8371,0.62865,1.943634
56940,0.86250424,0.02788052,1.34635,2.7311,1.0857,-0.2187351,-0.48375675,-1.37545,-0.87992716,0.153498,-1.0293,1.2632496,-1.4049344,1.0866421,1.2489772,1.9930654,-0.57015055,0.6120296,-0.20976916,0.057845242,-0.38929805,0.23116963,-0.0933201,0.47776788,-0.056019366,-0.8016757,0.5228579,0.5847,4.14055,0.0008500004,3.88185,0.83395153,-0.07090595,0.25670487,-0.07607257,0.45493585,0.337025,-0.5039,-0.15151821,1.1971543,1.2673106,-0.90868413,1.1546022,0.16679423,1.95735,1.2853501,-0.63451004,0.23415,-0.7399844,1.1110001,0.8424987,0.8348289,0.10234204,0.00018295273,-0.64190304,-0.17228281,0.24152762,0.31535184,-0.5167439,-0.40844455,-0.48780802,-0.066090524,0.15898757,2.0321834,-0.32050046,-0.40426522,-0.6914617,1.12395,1.3277227,0.7619514,0.570416,-0.28896552,-0.04520595,-0.7853087,0.69777894,0.88825047,3.486514,0.06739999,0.4973458,0.33505002,0.3839443,1.4059235,0.99364996,0.7373904,0.54692626,0.11963497,0.7959806,2.3536477,1.3595705,-0.7218777,1.2148978,0.57725,-0.39291862,2.8925605,0.80684996,0.70221865,0.2801914,0.5840598,-0.7570437,0.6790513,-0.18288213,-0.5554717,0.73985016,-1.1976166,0.37621143,0.54063314,0.03757155,-0.42178905,0.9386769,0.6710206,1.09735,2.29445,0.83521706,0.49606076,-0.9468281,-1.2563,0.8208105,0.8780479,0.124444395,1.4835231,1.62615,-0.24061126,-0.43838465,-0.28629228,0.574124,-0.3902,5.156,1.00125,1.8817767
5696,-0.7071826,-2.6524131,-4.05045,-4.8484,-0.914875,-4.1967773,-0.36211967,-4.02655,-1.3877362,-1.7097101,-0.20445001,-4.7879734,-0.925485,-0.82945883,-2.7840302,-2.1224978,-0.46963805,-0.79269457,-0.93595237,2.069169,0.50350636,-1.9830322,-5.4824295,-0.3783071,-0.52215344,-0.83401763,-1.9846213,-1.9429,-2.4902,-2.33575,-4.41315,1.049491,-2.6713643,-0.376961,-1.1109774,-1.3154604,-1.6870501,0.24295,-0.7648885,-2.0657353,-4.853698,0.28744805,-0.3126932,1.135649,-3.1307,1.9179063,-0.6650846,-1.37825,-1.2763819,1.65155,1.1084561,1.5233891,0.8409097,-0.16341259,-6.2762823,0.36236164,-0.064504065,-0.11210277,-1.1396427,-0.06932816,-1.0607349,-1.1005049,0.31938684,1.8847682,-0.20628527,-0.79593337,-0.9134173,1.5362,2.1116707,0.23158689,-5.458566,1.0706171,-0.45832792,0.030272901,-0.9841721,-0.37102622,-0.54812574,0.83239996,0.71071184,0.0501,0.6213879,-0.108971044,0.27105,1.7480532,0.8925362,-0.89906895,-1.5370591,0.2507393,-0.80660254,-0.9944453,2.2059999,0.56049997,-0.42413914,0.6334362,-0.40585,0.9925579,-0.119987816,-1.4313797,-1.3073064,-1.569067,0.28966692,0.114881575,-1.9847124,-1.776535,-0.6929886,-4.849882,-1.8863461,-0.17925772,-7.110397,-0.0014309213,-4.5042,-7.41545,-4.496313,-0.41373205,1.0139897,-1.4065499,0.022132516,1.6014296,0.08238528,-1.2363034,-1.26985,-0.81734025,-0.6666653,0.09820248,-2.5389972,-2.05,-6.5223,-2.3561502,1.396008
5699,0.36955702,-0.9813164,0.43989998,-1.0111,1.532325,-1.278983,-0.20873944,-0.5772,-0.51057756,-2.0211678,0.3251,-0.3974806,-0.38964817,0.63910735,-0.9564781,-1.3867337,-0.9593136,-1.1518626,-0.7815449,1.1002018,-0.46024033,-0.21833926,-3.3959415,-0.43750793,-0.7830966,-0.911541,-0.57179976,-0.84725,-0.13814999,0.44275,-0.3263,1.2496289,-1.4890162,-1.1949238,0.39155987,-1.9880967,-1.355025,-1.26335,-1.8496869,0.17035995,-2.410212,-0.025452182,-1.0648923,0.66657937,-0.14915,2.044,-0.73480636,-1.8671,-1.3195477,1.50805,0.07848716,0.86388606,1.8684514,-0.47281995,-2.6166406,-0.267803,-0.14051662,-0.3422382,-0.5310785,0.18960212,-2.3312979,-0.7496577,0.33339316,1.2743307,-0.40196878,-0.40848494,-1.1608832,0.42555,1.818665,0.6648492,-1.1799498,0.61932945,-0.558855,-0.5496918,-0.5524695,0.6865392,0.5300986,1.5809,0.98215306,1.45745,0.7541279,0.1291623,1.25565,0.79635924,2.208417,0.7416389,0.6762163,1.7577292,0.9720205,-1.8335836,2.8661456,-0.030700002,-0.20782092,-0.7721493,-1.60515,-0.5221554,-0.26696235,-0.6126139,-0.51458764,-0.8324179,-0.8384515,-0.73501,-0.65515023,-1.0371937,-1.3234309,0.10375009,-0.46961963,-1.3343669,-0.5076137,-0.71066713,-1.51875,-0.58535,-3.4259381,-1.177297,0.552016,-1.4216001,-0.81507355,1.1777337,1.3767538,0.65833175,1.8174,-0.07835551,-0.38162684,0.55753404,-0.71511257,-2.2338,0.3823,-0.25935,1.6264448
56997,1.4476421,-0.90400445,-0.83474994,-0.287,0.631625,1.3055973,0.31541383,-1.91985,-0.3989749,2.8308344,-2.41045,3.8926227,5.6046076,1.2311869,-0.4551679,0.8241974,-0.10125464,-0.4743843,-2.1757395,1.4767324,0.05976206,0.8112589,3.819705,0.79214644,1.034673,1.2864231,1.9617517,-1.08105,0.39329994,-2.09095,-0.918,0.32419187,1.5493884,0.17817178,3.8654547,1.5059981,-0.189425,0.3781,1.0767627,0.31806207,1.3816681,1.1505346,0.26268527,-0.122212976,-1.18285,0.26760265,0.29770496,5.2213,-0.5699926,-0.6717,1.5133727,-0.55301774,-0.59526503,-0.40678394,1.8097087,0.66891,-0.15565234,-0.373862,0.22657293,1.7878871,-1.475856,-0.008086994,3.7587094,0.8989889,0.8776171,0.19288936,-0.68218374,4.4481,0.676599,-0.096072584,1.416208,0.00036165118,-0.11392024,-1.3304695,1.2304618,1.9496927,2.061587,0.94740003,2.41673,1.3217499,1.3397243,1.337209,1.18915,-0.3563314,2.024939,1.5590798,5.036628,1.2118331,1.9792843,3.9308507,-0.20449121,-0.46255,-0.35527435,0.43912065,4.26775,0.44028884,-0.4383951,0.71390533,-0.6200559,-0.5810271,-0.34495842,-0.14490819,0.33934844,-0.27435422,0.33563137,0.18874037,1.3105297,-0.27322903,-3.2249408,0.22888955,0.21519999,-0.16065001,0.10529321,-0.38466632,-2.6135955,0.40645,-0.23367982,-0.8487333,0.6805723,1.7271922,1.5260999,-0.83807045,-1.1566623,-0.5694608,1.1125729,4.7973,-1.2030001,-0.98510003,2.6980145
57019,-0.5698881,-1.4024234,0.45949998,0.18195,-1.91335,-1.4899868,-0.5257087,-0.42075,-0.07131779,0.37226862,0.86495,-1.2725779,0.36501074,-2.9498134,-1.0459298,-1.230696,0.23607329,-0.8856633,-2.019075,-1.6748476,1.0669708,0.10112414,-1.9496052,-1.3875779,-0.0051914006,-0.10074666,-0.000120162964,-2.7051,-1.45605,0.2386,-1.349725,0.55257875,2.2588382,0.21057354,-1.579015,0.5941974,-0.72950006,0.54684997,-1.0817771,0.57182413,-0.15989207,0.16711736,-1.0968276,-0.17904782,-1.1114,-0.8588495,0.053797275,0.0891,-0.62314016,-1.5685,-2.3454218,-1.3053176,-0.5467217,-0.9497067,0.29709435,0.545505,0.20960832,-0.71995836,0.6514915,-0.3474998,-0.5126759,-0.8555445,-0.75856584,-0.39820015,-1.5131814,0.04471293,0.60125554,-0.64265,-0.36549282,-1.2068938,-0.26208478,-0.28358358,-0.8640238,-0.18518178,-0.28934586,-0.8674502,-2.703846,-0.04745,-1.8742613,0.22695,-0.7361011,-1.0439578,-1.5225,-1.4423474,-1.9707968,-0.6898174,-1.4494679,-0.020688757,-0.6601026,0.18906519,-1.4593307,-1.0649,0.52418923,-2.4657521,-0.59535,-0.3083008,-0.050271306,0.4686988,-0.19598904,0.087876946,-0.37176856,0.15291798,0.6216924,0.19223693,0.65208834,-0.67241853,-2.5494251,0.91875744,-0.85763824,-0.48549616,-0.17115,0.34275,-1.1166812,-0.20018166,-1.7895244,0.0366,-0.35299408,-0.5332601,0.12465805,-0.20024617,0.1656,1.0116793,-1.2196883,-0.04800746,-0.16667518,-0.38679996,-1.29025,0.2577,-0.4397446
57048,-0.2520957,0.1233989,0.40335,-0.10069999,-1.2124,-1.654773,0.30670565,-0.81009996,-1.2092108,-0.8054096,-1.8845,0.22245829,-0.2604455,0.75668216,0.40956098,-1.819862,0.3804058,0.6420053,-0.01278469,-2.879326,-2.753798,-2.585025,-1.6359441,0.24664871,-0.5074195,-2.5693874,0.37701634,1.1639,-0.15395,0.63325,1.43705,0.15910399,-0.91406196,0.39875367,-2.2168384,-0.04209259,-1.920375,-2.00295,-1.6588534,0.74440384,-1.5913405,-1.0150285,0.2420837,-0.37342632,1.16605,-2.0270998,0.7030779,0.73440003,1.7648234,-0.2589,-0.19854578,-0.07713102,-0.47134566,0.03710206,-1.5985522,-0.31464598,0.5875721,-0.091186754,0.2929606,0.37971556,0.95357233,0.651935,0.34924594,-1.4139098,-1.4755232,0.36822987,-2.0822392,0.050899997,-0.3511163,-0.013762057,0.2378808,-0.4062895,0.08713278,-0.75380105,0.9027077,0.7073815,1.4600143,0.096599996,0.6702773,-0.41885,0.21668956,0.6651031,0.8807,-0.90688527,0.3655486,1.866441,0.8393942,-0.16823497,0.13381225,-1.0130723,-1.73577,0.38019997,0.24737713,-0.8450898,-3.1448002,-1.7575634,-0.15014833,0.7298628,-0.016845994,0.11516951,-0.09675248,0.19424784,-0.22613464,0.9219841,-0.62180245,-0.61621034,-1.3585951,-1.6480708,-1.1105372,0.8270065,-0.053550005,-2.8679,-0.2825703,-0.00020891428,0.5274465,-0.17454997,0.118126765,-0.22044891,0.9277098,0.58123386,-0.6873,-0.06309032,1.3729895,-0.117727324,0.36506054,-0.6311,-0.57355005,0.21729997,0.086539805
5708,-1.2694838,0.8999944,-1.5929999,0.46774998,-1.4398249,-0.36220974,-1.0516684,0.8536,-1.2202507,1.0025842,-0.16625002,0.8323716,-2.19416,0.32262647,0.9087198,2.7453732,1.6914793,-1.8501086,0.5074677,-0.6920289,-0.18471424,0.25250757,1.509419,-1.0644329,0.07166434,1.1846424,0.15580098,0.60389996,1.3085,1.4893999,0.912475,0.5658318,2.064157,0.2809633,-0.039736092,1.4084022,0.7766,-1.9246,1.9853907,-1.1039109,1.6247754,-0.057805195,2.557751,0.27420712,1.26935,-0.88872886,0.10137649,-0.3046,-0.71384454,0.63594997,-1.4423456,-0.35453755,0.7411694,0.5808289,1.9450804,-0.4008149,0.22710651,-1.1706219,0.8980717,-1.0576484,0.95569813,1.6761501,-0.6540838,-0.34677002,0.5472578,-0.075469494,1.029858,-0.4713,-0.40891808,-2.0276356,0.9644023,-0.72310656,0.64988637,0.27832344,-1.2033472,-2.2185645,-2.682083,-2.4622002,-1.5266283,-1.4425,-0.71548855,-0.91047,-0.3033,-0.6117487,-1.4938337,-2.3280106,-2.2603037,-1.687366,-1.8216333,0.6934428,0.3113784,-0.15985,0.07276046,0.8172301,1.59915,-0.56864655,-0.123604566,0.82540023,1.6978517,0.18114159,0.24288535,-0.6839301,-0.25563934,0.50396746,0.03568429,0.5127758,-0.43056288,0.66234565,3.831697,-0.26175103,0.0404,-1.10205,1.667178,0.58868885,-0.87495077,1.00735,0.63694566,-0.75861263,-1.711528,-1.7475424,-3.6019502,0.22487786,0.60595024,-0.21705306,1.0198452,0.2733,-0.8422,0.9296,0.29034314
5710,-0.5035233,1.0272311,-4.4572,-0.33585,-3.516825,-4.4440675,0.16837204,-2.7266002,0.5560521,0.9390235,-0.93605006,-3.4171863,-1.0814843,0.61241806,-2.9245095,-0.19445887,0.13947658,-1.6604922,-2.0828235,0.7974131,0.052335978,0.50742763,0.21796249,0.1896569,-0.039222598,-0.6922475,-1.159339,-3.11735,-4.7153,-4.6914,-4.970125,0.50804955,-1.9081162,-0.87387717,-0.51144326,-0.4175114,0.134325,0.50825,-1.5555297,-1.8469228,-0.045846187,0.32106718,-1.4346237,0.19831043,-3.36385,0.40917248,-0.15874869,-0.44065,-1.3087122,0.1937,-0.16105276,0.33991396,0.47041857,0.2590671,1.0831131,0.49627072,0.20045179,-0.5084781,0.2426939,-0.709519,-0.24556832,0.4573398,-0.23677334,0.9709197,0.5767061,-1.1866591,0.5427155,-0.58250004,0.07796937,0.006349921,-2.031264,0.98858523,0.6533223,0.09987241,0.49287462,0.014972977,-0.63227963,0.23915005,0.009194359,-0.2198,0.3487133,0.45155877,-2.1021,0.01312305,-0.782789,-1.889797,0.8372214,-1.359588,0.4921027,-0.9606403,0.51311034,-0.3113,-0.4148236,0.4258777,-2.3875,-0.97697484,0.7643088,0.13659519,0.17324129,-0.51329863,0.41563416,0.21475068,-1.154578,-2.3413463,1.253277,-4.8777614,1.0490097,-0.7696527,-3.5329592,-0.37568015,-1.3361,-8.1826,0.9485164,-0.5416977,-1.3374313,-0.35445,0.28545436,-0.35302418,-0.93406045,0.28305793,-2.7216501,-2.094883,-0.6820764,-1.295232,-0.2855488,0.08165002,-4.3784,-3.6155,0.8161599
57147,0.15300292,-0.48033172,-1.2698,0.75605,0.014799982,-0.9444257,0.3980909,0.73574996,-0.32171476,-0.58428466,0.79395,0.14048904,0.48933524,-1.4389336,2.431083,1.2330496,2.2861524,-0.9178109,-0.15835933,1.6165181,0.40691656,0.9116795,-0.5433912,0.4213971,-0.462026,0.07486477,-0.88374364,0.967,-1.24895,-1.4678,-0.823375,0.17608634,-0.912987,0.37867114,0.664868,-0.3927384,0.21297501,0.4354,-0.20211539,0.030094512,2.8940568,0.28140253,-2.0758126,-0.13545713,-1.3626001,0.24008912,0.5829644,-0.35235,-1.0949823,0.75110006,1.1743203,0.50787807,0.87469906,0.4655798,-0.17976472,0.28892145,0.083881676,-0.59892684,-0.51323485,-0.18234986,-0.29167706,-0.19718367,0.0812781,1.0058532,0.12839793,-0.16814722,1.2893386,0.13550001,0.74365205,-0.2373883,1.0942138,0.20796522,0.48070773,0.1218556,0.30076027,-0.34880596,0.92779404,1.3348501,-1.723631,-0.80965,-0.2873245,-0.38795868,0.62584996,0.38683036,0.424168,0.29987773,-0.28073484,1.6316856,0.6951394,-0.14976957,0.052666992,0.57695,0.4318308,0.0022721514,-0.5218,-0.38541982,-0.13071331,-1.5659451,-0.37713906,-0.08431257,0.26391798,0.41435134,0.50219387,-0.84161013,-0.1897761,0.13060522,-0.08981109,-0.6477927,-2.7428002,-0.21833946,0.61899996,1.39785,0.4332319,-0.84092516,0.69785,0.34385,0.1930672,0.02146098,0.956011,0.6184413,-0.65945005,-0.4891774,-0.70448107,-0.73868924,-0.09569707,0.42995,0.74725,-0.79145,0.07462098
57149,-0.0021090806,-1.5569248,3.35955,1.72615,-0.25239998,-0.68724537,0.5014302,-3.2842002,-0.5009838,0.32639056,-0.29355,-0.65297365,-0.27291262,0.20706499,-2.7506623,1.580568,-1.1181836,-0.02250792,0.39596534,-0.26286516,-0.14782284,-1.7224548,2.633094,0.1031401,0.46027157,-0.7557062,0.4631254,-3.0658002,-1.113,-1.4840499,-1.02065,0.88374996,-1.5397773,1.3968097,-1.2048919,-0.74290687,-0.46899998,2.2994,-1.1458321,-0.40266234,0.095428266,1.109689,-0.07120111,-0.35900843,0.9431,-0.005099997,1.2726701,-0.1855,0.67932737,-1.70025,1.8027117,-0.8277356,-0.8814183,2.655087,2.0670235,-0.1223869,-0.56804925,-0.62255657,-0.14765511,0.23894572,0.32871813,0.23385921,1.7397629,-0.5523215,-0.3380952,0.60160595,1.3232682,0.48184997,-0.93538153,-0.91412294,4.5594053,-0.77856374,0.67856586,-0.338539,0.82170546,2.7266736,1.7088976,0.27229998,0.21547154,0.012100011,0.54115164,0.39781484,0.60235,-1.103466,0.19441962,1.1273359,1.202826,-1.1223749,0.30493528,0.1043762,0.31330308,-0.08500001,-0.38915363,0.20127012,-0.92615,-0.021413557,0.533286,1.2042294,-0.038812414,-1.5391275,-0.3707486,-0.02363313,1.0091524,-0.56404126,-0.15016748,2.4073725,1.3165005,-0.027832873,-1.2556231,0.4866886,-0.46330002,1.0613999,-0.162578,-0.9801383,0.49156377,-1.3419,0.56471896,-0.9131251,0.3480677,0.23117226,-1.5751001,-0.9723203,0.018155977,0.77741385,0.97337556,0.73230004,-1.95535,-0.0412,-0.32133216
5715,-0.48894265,0.30594885,-3.9661002,0.0716,0.218175,-2.2597477,-0.16885439,-1.0296999,0.4962857,-0.16100764,-0.36975,1.2052877,3.1886992,-0.90039766,2.188967,-2.7612085,-0.30528,-1.3847063,-0.39360002,0.5826831,-0.31918666,-0.95767796,1.527991,1.4760525,-0.4330334,0.47354668,0.21932732,-0.65875,-1.77475,-1.68655,0.41605005,-1.8725703,1.7103863,-1.839322,-0.017098546,0.5171433,-0.029275008,1.1653,0.55024976,0.5955922,0.41179496,0.348652,2.2686875,1.1862727,-0.3202,0.56143296,0.030541085,-1.276,0.5766952,0.2046,-0.057863902,-0.14456421,0.62038046,-0.16596079,1.3671515,-2.7523727,-0.12280269,-0.45273146,-0.13442308,-0.5162403,-0.104132995,0.9671426,-1.0293307,0.30966872,0.87994164,-1.2186309,0.36957055,0.60800004,-0.06840047,0.790609,1.0649661,1.2137458,-0.6208504,-0.5957141,-0.1315169,-0.43716872,2.0632982,0.73345,-0.20121095,1.30005,-0.6838945,0.157166,-0.25129998,-0.38305146,0.33947906,0.59216326,1.108163,1.1103249,-0.27073446,-0.7784646,-0.24985375,-0.8046,-0.8138813,-0.3731684,4.22555,0.63816565,-0.855989,-0.12195265,0.15942504,0.40039802,0.43975037,0.790161,0.67441976,0.8038579,-0.25020847,-1.4846456,0.074145794,-0.2673191,2.3013015,-0.16748105,0.024399996,-0.20069999,0.9199759,0.3513441,0.07009371,-1.9161,0.71955186,-0.3374189,0.33166426,-0.50328565,1.4105,-0.39545494,-0.19610688,-0.94051456,0.32601315,-0.0011999905,-1.1796,0.59615004,0.62198806
5716,-0.31585103,0.03483627,-3.93805,0.67875004,-0.48600003,0.4741237,0.2849717,-2.6884499,0.44104314,-0.19485654,0.41805,-1.4516075,-0.17948383,-0.47006983,0.59879965,-1.242781,-0.2612538,-0.055323824,0.04266882,1.5728868,0.7454726,0.3946497,-0.28927943,0.4757756,0.46108806,0.7104524,-1.4508252,-1.24,-2.4558,-3.2673502,-1.881,0.27415183,-0.5681989,0.120695084,-0.07206358,-0.8154661,0.844575,-1.24605,-0.5495397,-1.9828438,0.49631986,0.64491236,-0.7660609,-0.2613225,-1.9858,0.022968955,-1.0722806,0.29175,-1.789234,0.07069999,0.031272188,0.35990816,-0.092853874,0.24281085,0.7948066,0.687342,0.5082269,-0.1079621,0.5451109,-0.3003236,-0.2840819,-0.312989,-0.114393264,0.6688795,0.7079923,-0.58117235,-0.2112604,0.16059999,0.51320213,0.8471184,-0.31352937,0.3090673,0.5883399,0.60150015,0.27387106,-0.6021979,-0.17765856,-0.8316,-1.4756305,-1.69045,-0.023085833,-1.2314951,0.14464998,-0.05995056,-1.147518,-1.3916994,-0.6159827,-0.4501457,-1.4519536,0.43561172,-0.31177416,0.0044,0.332054,0.08626717,-1.9145,0.35449666,-0.0058911145,0.20637333,0.03591273,-0.5419049,-1.5582296,0.16794515,0.0066803396,-0.6793729,0.78747237,-2.2695866,0.28887543,-0.28350353,-1.1529692,-0.28229606,1.08455,-2.8146,0.46858427,-0.30699825,-1.6350826,-0.07984999,0.47130078,0.10004866,-0.41509888,-2.3865685,0.10835,-1.6519904,0.12721817,-0.09304113,-0.103628874,0.88935,-4.77485,-1.00875,0.45957187
57178,-0.65347326,-0.5096035,-0.30950004,0.97595,0.1999,1.6092992,1.2284472,-1.6686001,0.2587618,0.1752921,0.60095,-0.14482605,-1.1884651,-0.18957889,-3.1530497,-1.7284247,-0.13613749,-1.2741007,0.8882565,0.64160335,1.3430102,-0.25298786,-2.071381,-1.0952439,-0.40180823,0.42683044,-1.2354476,-0.23605001,0.8141,0.64705,-0.90215003,1.5282527,1.6218626,0.6701182,-0.10805109,-0.871659,0.954275,-0.29264998,2.3374343,-1.0591168,-1.2593347,-0.4391121,0.19755533,-0.43299437,0.020900011,0.39981478,-0.24911842,-0.4252,-1.2540733,0.3492,2.101464,0.6330919,0.16164762,0.3088394,-1.8122909,-0.11276529,-0.08097497,-0.48841417,-1.5016118,-0.1667124,-0.4403992,-1.1205655,0.24957216,0.06681478,-0.51172334,1.2910149,0.518738,0.31585,0.09421331,1.5605769,-0.91920716,0.67332375,-0.3747502,-1.0578554,-0.08497447,0.3863616,0.2886625,-0.26945,0.09932737,-0.7552,0.26997337,-0.6484847,0.018249989,1.8049928,-0.46442014,-1.0554163,-0.3626789,1.0704815,-0.16851023,-0.9942075,-0.076619685,0.8095,0.70258665,-0.44019133,-1.2427499,-0.517305,0.795155,0.18419437,0.24932316,-0.5235652,0.4283686,-0.80705327,0.4958645,-0.22669223,-2.1734753,0.65023667,-0.06655104,-0.19424728,1.6229926,-0.54403776,0.3299,-0.25340003,-1.8729124,-0.18723306,-0.5558568,-0.009000003,0.4407391,0.57660204,-0.6501088,-1.526844,-1.4047,0.3259189,0.61744344,0.09328303,0.33691967,-0.48935002,1.03355,0.14789999,0.168793
57192,2.2334204,0.57968146,6.53885,0.61355,0.6898,2.3681028,0.53316236,0.04365,-0.75582445,2.2869678,1.5841,1.912879,3.9201438,0.35777178,8.73045,2.6142871,0.2836097,0.37574625,1.9853954,-0.34383702,0.21082325,0.522475,2.4293342,1.5412369,0.36681807,1.2778507,1.4154483,3.1123,1.6622,5.8852,1.224625,3.1272864,2.3545837,0.80120695,2.421157,1.9367217,-0.6339,2.5269,-0.1112899,1.0581475,1.4502981,0.15145111,1.0077274,-0.22481996,-0.3271,-1.02725,-0.07727924,0.7393,-0.1999449,0.30695,1.9897655,-0.5797018,-0.9889513,0.30704373,2.6350737,0.71658903,0.7071486,-1.0829325,0.37325963,0.14917782,0.15356088,0.9965407,0.69185793,-0.95254034,-0.50218797,1.7521346,3.2422547,4.6944,-0.4395103,-0.27169296,3.4213371,-0.0150330365,3.642351,-0.65528226,1.5874631,3.7295694,0.7738716,0.61079997,0.6948701,-0.29285002,0.35938078,1.7656064,0.13845,-0.59047335,0.3480268,0.3860675,1.0614153,1.1152486,2.0038579,1.0451088,1.4463979,-0.0608,-0.26965111,-0.14374027,0.37765002,1.3786315,-0.24359083,0.1630649,0.35358787,-0.56580746,-0.48528755,-0.9002212,0.64329314,-0.1966976,0.3299917,1.754338,1.1730553,0.20075655,-0.4281153,-0.19341838,1.71735,0.43265003,2.317358,-0.22900084,0.6962104,1.2182,-0.45875168,-1.5777504,1.0761776,2.4576604,2.0981,-0.5659696,0.046494335,-0.32280192,0.8775399,-0.10979998,3.2944999,0.39935,-0.003911972
572,0.701337,-0.31066045,0.9278,0.85010004,-0.402325,0.2644959,-0.51856905,0.9665,-0.24023482,-0.42108172,0.5159,-1.1749953,-0.96016574,0.15474309,-0.6567279,0.58719236,0.67976743,0.44048,0.25405616,0.74663156,0.79649514,-0.6321477,-0.7603051,-0.049013704,-0.03982713,0.7666809,-0.062066205,1.3052,-0.91735,1.0315001,0.52910006,0.08865256,0.51413584,0.4179381,-0.4571158,-3.774293,0.233675,0.66859996,-1.4033511,0.7090024,-0.2865994,-1.4038047,-0.039470702,-1.5610079,-0.507,0.2085,-0.27557468,0.47605,-0.8704198,0.3294,-0.25482816,0.45632312,0.19562888,0.5617391,-2.2828407,-0.344005,-0.5841725,-1.8812331,-0.6486515,-0.6497028,0.8049619,-0.15908085,-0.27402347,0.12047446,0.1269634,0.35567066,0.15073214,-0.22909999,-0.946242,-0.98911303,0.45580637,-1.1345248,0.16967845,0.22150794,0.6674552,-0.29011494,0.016269483,0.5215,0.06776707,0.63805,-0.176409,0.6830226,0.046250015,-0.12211503,0.21208836,-0.88255346,0.38408443,0.23597467,0.23445699,0.2721731,-0.9112391,-0.919,0.09780722,0.6441303,-0.55775,-0.90444636,-0.7425567,-1.3939478,-0.097410455,-0.19858103,0.40322578,0.5256259,-0.601693,0.44807073,-2.7278154,0.9632822,0.420585,-0.33766448,1.3756824,-2.054689,0.5091,0.45885,-0.51077664,0.04318297,0.39863342,0.3419,-0.34216517,-0.62525946,-0.11990391,-0.12985775,-0.40674996,-0.08200564,0.57548994,-2.06591,-0.22535652,-0.54395,0.97295,1.4242,-0.8163061
