,ST125,ST144,ST16908,ST16927,ST17292,ST17333,ST17334,ST17335,ST17336,ST17434,ST17450,ST17910,ST18015,ST18016,ST18017,ST18026,ST18090,ST18395,ST18604,ST18765,ST18766,ST18771,ST18780,ST18791,ST25588,ST25589,ST25597,ST25624,ST25627,ST25630,ST25633,ST25640,ST25641,ST25644,ST25646,ST25649,ST25678,ST25679,ST25687,ST25694,ST25709,ST25712,ST25715,ST25718,ST25719,ST25723,ST25724,ST25733,ST25734,ST25748,ST25750,ST25754,ST25756,ST25769,ST25774,ST25775,ST25776,ST25783,ST25787,ST25788,ST25790,ST25791,ST25792,ST25798,ST25802,ST25834,ST25836,ST25838,ST25840,ST25843,ST25845,ST25851,ST25859,ST25865,ST25871,ST25904,ST25911,ST25915,ST25916,ST25920,ST25929,ST25933,ST25954,ST25956,ST25957,ST25959,ST25961,ST25967,ST25974,ST26007,ST26022,ST26050,ST26052,ST26055,ST26074,ST26091,ST26099,ST26139,ST26140,ST26183,ST26258,ST26263,ST26329,ST26337,ST26603,ST26764,ST26870,ST27079,ST28040,ST28135,ST28141,ST28265,ST28309,ST28390,ST296,ST37,ST605,ST606,ST621,ST622,ST623,ST639,ST647,ST659,ST713,ST717,ST815,ST968,ST973
10099,1.1429935,-0.4605952,-2.3233001,0.87955,-1.998925,2.4169528,-0.15869573,-2.0657,-1.2304252,-0.6555845,0.75734997,3.4956796,-1.2780821,0.078954116,-2.614567,1.2249014,-0.31691587,-0.42840216,0.34412086,-0.12448466,-1.7576865,-0.3976617,0.5990665,0.2023216,0.7445804,-1.6243048,-0.86713207,-0.3463,-1.45735,-1.63075,-0.11684999,0.1169385,0.28005454,2.4200664,-1.571393,0.13752791,2.11885,1.04765,-0.5124341,-1.0783491,0.19250692,0.02907312,-0.5176031,2.1238983,-0.8107,0.0516,0.4684977,-0.9517,-0.8601141,-0.47294998,0.5963554,0.51471674,-0.25545773,-0.041829698,1.3127118,-0.14653686,-1.179532,0.29211932,-0.04856818,0.15811351,0.36393315,0.08778274,1.8080332,1.2727518,-0.625343,-0.6314758,2.6752405,-0.56025,0.44504872,0.14964762,6.341893,0.46206638,5.434938,0.6369227,-0.28873366,-1.0742826,-0.91867286,-1.10245,-1.2647321,-1.79395,0.10151394,-1.4667422,-0.67355,-0.19765787,1.2538158,-1.0119234,-0.65660393,0.37015873,-1.1349586,-0.11202143,0.05026838,-0.86185,3.257189,0.33444145,-1.58565,0.19266711,-0.082749695,0.18480077,-0.16244963,-1.6475891,0.8790537,0.36376774,0.21069667,0.74453884,0.881608,-0.6188294,0.2658167,-0.36077464,0.42662627,0.54196215,1.5943999,-0.9109,1.7653553,-0.5494241,-0.053665966,0.81464994,0.599882,0.34851363,-0.7975459,0.1127429,3.08385,-2.3404834,-0.7540207,-0.65713435,0.2793779,0.80745,-2.3424,0.8854,3.2588725
10112,-0.1327833,1.1727569,-2.638,-0.262,-0.216675,-1.9508197,-0.36118928,-3.8007998,-0.1614694,-2.3818777,-2.5113502,-4.8420925,2.5175598,-2.4601603,-2.5909147,-5.425131,-1.7244773,-3.2240071,-0.70087194,0.43117815,-0.08127206,-3.1630888,-0.19820851,0.2672919,-0.9291521,-3.4372633,-0.5762486,-4.41535,-4.39775,-5.31155,-3.7318501,-3.2055836,-6.5987945,-1.6580693,0.41009098,-0.09443085,-1.504925,-1.2744,-2.3549242,-4.449253,-1.1354122,1.8651129,-0.41904554,0.105035104,-5.01445,0.25605,-0.6079841,-6.012,-1.4153254,0.5319,-0.6807295,0.5284169,0.22056568,-0.23890793,-0.10771617,-1.0482271,0.4344278,0.10890639,-0.17773646,-1.3863873,-0.64781195,-1.7911855,-2.1668227,0.8766707,0.69986886,-1.439381,-4.4765096,0.9442,0.6965084,0.5592368,-0.08302501,0.3667286,-0.107898496,-0.80650234,-0.55394655,1.0145103,1.3138611,-0.351,1.0380001,-0.6329,1.2893801,0.18483067,0.54635,-1.2900379,0.673714,0.49385583,0.5879624,0.0037251413,-1.2776502,-1.8146785,1.5606868,0.24125001,-0.48131865,0.34798336,-1.6413,-1.704561,-0.8802746,-0.76418775,-1.6929473,1.7052867,-0.44835547,-1.003177,-1.4896152,-3.7560425,1.2321149,-3.7180672,0.011729717,-1.468642,-6.1917896,0.1990848,-0.83715,-4.7038,0.51638997,-1.1474771,-2.2428558,-4.30985,-0.44444415,-0.09152652,-0.27510005,-3.3005865,-1.70645,-0.80217236,-0.22400874,0.23098986,-0.39691442,0.052649997,-4.73445,-5.6798496,0.9836774
10123,0.2849138,1.0231212,3.8109,2.5381,1.6314,0.25349885,0.1208109,2.66705,-0.07195175,0.8702502,-0.3267,1.1684622,-0.09497495,0.20259935,0.85835505,0.8250853,0.042145044,0.8942195,2.3652334,-1.9239818,-1.3617194,-0.1095776,-0.79213667,0.9807817,0.22011268,-0.649337,2.154731,1.91815,2.59695,3.0222,1.719725,-0.57686025,0.27100885,0.3941133,1.364038,-0.20954451,1.2177501,-0.40535,0.891936,2.1195831,0.34841266,-0.960922,0.50417954,-0.24769802,2.17645,-0.14632015,0.33450273,0.5254,0.23363027,0.7908,-0.49280167,-0.13725182,-0.38003016,0.87769026,0.42964697,-0.17291793,-0.2559332,-0.32161054,0.4804997,-0.35832477,-0.20793448,0.16447033,-0.161984,-0.24683356,-0.7809378,0.58591706,1.0550237,-0.22355002,-1.3745338,-1.3692466,0.1296592,-0.6414325,0.23929311,0.05297029,0.7435652,1.644661,0.67400557,-0.00135,1.9769303,1.1413,-0.3662325,1.4877784,1.6524,-0.122779965,1.5871518,1.1130366,2.3595376,0.4273968,2.6669538,-0.40149114,-0.21066259,0.0279,0.22656211,-0.8431672,0.6264,-1.0025816,1.235864,1.1859587,1.3937557,0.734545,1.1750069,0.93271047,0.16242951,1.8974624,-0.26329473,2.4847567,0.033739597,-0.36229756,2.1307058,-1.0255876,0.81275,2.86815,-0.6727287,-0.3588165,2.4571834,-0.30885,-0.47506505,-0.18724996,1.4304023,3.4403372,1.05745,1.9031007,0.32922238,0.47089076,-0.7450974,-0.74325,3.56215,1.52765,-0.5167233
10131,-1.2637942,0.01176703,0.37939996,0.8056,-1.595575,-0.565285,-0.5206496,0.2478,-0.0004428923,-1.2391324,1.12525,3.895941,-1.8823591,-0.5862003,-0.024887353,-2.3299408,0.67403066,1.086384,1.7502801,-1.179501,-1.1106,-1.340935,-0.26077187,-0.6974444,-0.061660513,-0.5338558,-1.3747432,2.9805999,2.4026499,2.2347,2.7104,0.43355155,1.6079795,-1.3016031,-0.6572041,0.98365355,-1.372325,0.9137,-0.7543299,1.2571551,-0.73857147,-0.44778687,0.007837847,0.115867734,2.6362,-1.0368685,-0.060771257,0.33605,-0.6747635,-0.90305,-0.6603166,-0.84723496,-1.1124593,0.32766354,-0.2372629,-0.5212279,-0.49968523,-0.9668199,0.79745007,0.9990706,0.69354075,0.7834513,0.38338715,-1.4396768,-1.8191128,-0.27600038,0.04263354,-0.9062,-1.9195933,-0.96148217,-0.04354827,-1.6235621,-0.11716494,-0.33909535,-1.0705209,-1.0729415,-0.9362512,-1.13475,-0.54779935,-0.7375,-1.3736372,-1.451546,-2.39185,-0.50651586,-2.0681224,-2.0602927,-2.1605377,-2.4373417,-2.0416129,-0.96019423,-0.5924215,-0.025649998,0.84577715,-0.89103603,-1.23815,-0.96317637,-0.5216334,-0.7259758,-0.033476472,-0.74475884,0.43354887,0.45680872,-1.4942278,0.2901795,0.20910126,1.5981964,-1.73843,-0.60052407,1.8886988,-1.0231274,1.5538499,0.60425,-0.8713408,0.004999757,1.4956182,1.0907,-0.47127867,-0.50286686,-1.3675063,-1.0929766,-1.2005999,0.44637507,0.35986897,0.37875262,0.18047024,0.16254999,1.41865,2.3401499,-0.8679741
10146,-0.8523387,-0.5824034,-4.5034,1.0931001,-1.07655,-0.51550806,-0.1631701,-1.4440501,-0.83859634,-1.6865196,0.27095002,-2.2692935,-0.48062414,0.16813655,-3.2456858,0.7930933,0.57113016,-0.071721815,-2.2284486,-0.29713917,-0.3390612,-0.43786374,0.32440132,-0.008862168,0.16170923,-0.5752456,-0.9131435,-2.3939,-3.1107,-2.4794,-2.9234,-0.06970206,-2.6199615,0.42979282,-1.5937548,0.17923963,0.48602504,-0.6697,1.4812356,-2.0492585,-0.2532313,0.5824729,1.251509,0.70420253,-3.03025,0.36245003,-0.090958,-0.885,-1.7809258,0.1988,-0.61612463,-0.4377215,-0.055749297,0.4078632,2.339191,0.5864272,-0.9044018,0.9029133,-0.011048496,-0.034880042,0.6180419,0.2621599,-0.7263544,0.056965254,-0.29085284,-0.51578045,-0.8700271,-0.043750003,0.19037613,-0.3294514,-0.77917457,-0.06081715,0.5061303,0.7079439,0.118013486,-1.6295836,-0.31124154,-0.66505,-1.0276573,-0.05080001,0.5100998,-1.5920863,-0.17675,0.15423346,-2.6119442,-0.8543214,-1.5604608,-0.955235,-2.0830736,0.7462152,0.9541796,0.3248,0.51755655,-1.06307,1.0633,0.43554577,0.6671827,0.3804953,-0.11273682,-0.52424693,0.32973546,-0.5059525,-1.0219197,-0.34962055,1.2400203,-3.3000786,-1.5692189,0.21323971,-3.9069757,0.031261593,0.65000004,-0.69925,0.19938967,0.8800969,-0.26902395,0.32964998,-0.23734796,-0.49298388,-1.4704111,-3.0217266,-2.1775498,-2.878238,-0.94862556,-0.43132868,-0.66259736,0.75189996,-4.1265,-1.2862501,0.34415105
10150,1.1473894,-0.8128875,-0.26860002,-3.7843,-1.2744501,1.0536058,0.86837715,-5.36535,-0.062235415,-1.1455433,-5.88625,-3.5643115,4.628088,-0.6488105,-4.6370273,-1.4114664,-2.7830005,1.2528098,-1.4115808,-1.5542758,-2.074535,0.23250385,-2.2382188,1.1747164,-0.3510287,-0.7095822,0.4545112,-6.0113,-3.6478,-2.4307,-3.339625,0.63332665,-4.4645853,-0.5149653,-2.278596,-1.1837986,-2.5149,-3.6859,-3.0547903,-3.26223,-1.8974408,-1.0480849,-1.2161165,-0.86520404,-2.19745,-1.5140882,0.19080898,0.21065,1.1965454,-0.65135,1.0767004,0.07947168,0.072402366,-2.5516222,-1.188196,1.4900341,-1.6214896,0.40927258,0.88162315,0.87636364,-0.59357,-0.0939156,0.7275647,-0.28922462,-1.510201,0.42604256,-1.9731766,-0.05125001,0.0972767,0.18898374,-3.438171,-0.175575,-0.091446884,-0.2831221,0.6796391,-0.05739197,-0.6357642,1.9405999,1.4762181,-0.94724995,1.0833577,-2.2670715,0.87479997,-1.1989772,1.2569039,0.8992004,1.2790911,1.0389465,-1.301314,-2.3414547,-2.9120557,0.072699994,0.36186016,-2.276471,-3.4682999,-1.3174555,0.35651606,0.54839194,-0.039854646,-1.1650214,0.21208331,-0.55023324,1.0483212,-2.184495,-0.34643924,-4.4987726,-2.155943,-1.5622538,-6.0581355,-0.15343532,-2.2059999,-3.69435,-2.3034964,-0.820196,-4.911523,-1.7028,-0.12013359,-0.22376083,0.5627079,1.669787,-2.2588,-1.1201771,-0.7089572,-0.47144228,-0.601033,-3.4861999,-4.07835,-2.2957501,1.0450549
10153,-1.4277067,0.33452064,-1.4849501,0.37065,-1.35635,2.6510572,0.6810914,2.7662,0.9084089,0.044550933,0.56795,-3.0553823,2.3899808,0.44069278,3.3568063,1.5195726,0.8923094,-0.6453073,0.2741658,1.2411599,-0.05650454,0.22721562,2.3007054,-2.6345801,0.4622798,1.5078968,-0.67134356,2.10555,-2.14865,-2.9495502,-1.9233,-0.35260183,0.11768699,-0.021619141,-0.14599557,1.89006,2.9313,1.1944001,1.3396194,-0.5025206,1.0223314,0.35090122,0.4736547,-0.1291804,0.65470004,-0.2948368,0.28521642,-0.49435002,0.69042325,-0.6566,0.13393947,-0.22302036,-0.13880795,0.7654872,1.4954889,-0.4228957,-0.49245808,1.1063327,0.74717045,0.91370904,0.9443192,0.2165271,-0.16576608,-0.2705965,0.7739593,-0.38234347,3.0168273,-0.86385,-0.67374927,-0.7490227,-0.103905395,-0.829548,-0.31554052,0.27884617,1.0100561,-0.6003995,-1.3809587,0.88885,0.24433489,1.6547999,-0.61587334,-0.5060771,-2.0989,-0.18446296,-0.593538,-1.7607771,-0.4702625,-1.8748615,-0.35483795,0.23942411,-0.48732778,-0.06545,0.2741323,-0.24830559,2.09195,-0.07155928,0.4037477,0.47330213,-0.08698915,-0.26323417,0.7275237,-0.4726758,-0.11218339,0.47626957,1.2206702,-0.028136984,-0.4097895,0.67263174,-1.0673945,-0.63269955,0.73885,-0.24365,1.7648396,-0.4658076,0.67781025,1.66765,0.794975,-0.39784488,1.7753544,-1.4847252,-0.98625,0.074527435,-0.053310424,1.1868227,-0.41877693,3.2463999,0.45625,-4.0583,-0.70718086
10165,0.36615786,0.40118116,0.01425001,1.0158,0.22712499,0.89240557,0.038329124,-1.26475,-0.89984775,-0.341862,-1.21105,1.5012604,0.14925256,-0.3113495,-2.511179,-0.67086947,0.39671433,1.4514452,1.9145243,1.0971779,-2.4870157,-0.13613111,-0.71214896,0.33415583,0.33066022,-0.10109782,0.6146883,0.78569996,0.058999993,0.57065,0.21137503,-0.121411726,0.26402903,0.7405574,-1.8242522,-0.35666808,-1.8390999,-0.58485,-0.050494403,1.5266905,-0.7441021,0.2866823,-0.029050127,-0.041184817,0.66095,-0.05422605,0.22289129,0.41615,1.4482367,-0.9096,-0.4989143,0.4277208,-1.3802662,0.684796,-0.654935,1.3977742,0.34879392,-0.51275414,-0.36226952,-0.4455961,-0.8562082,0.9300455,0.7177198,-0.52807176,-0.5726577,0.48527265,1.5425949,1.2746999,-0.75737566,-1.6456435,-0.37318593,-0.3565841,0.65583956,1.6437212,0.4568072,-0.04052548,-0.9814812,-0.68795,-0.06510328,-0.035300016,0.46265838,0.33685437,-1.14385,-0.2565642,-0.6946755,-0.5767372,0.4887863,-0.47653952,0.50497025,-0.3535148,-1.1733158,0.64024997,-0.69305396,0.21626946,-1.5861,0.03814274,0.72986025,-0.040456578,0.13477987,-0.3739608,0.32541513,0.28060246,0.13492285,-0.903723,0.7567983,0.9287565,0.7910907,-0.5687668,-1.2818427,0.23179698,-1.10965,1.3597,0.079517305,-0.42714027,0.70422757,-0.6628,-0.22566476,-2.0956182,-0.84486175,0.2409432,0.53635,-1.121392,0.46123415,-0.4692238,0.19361795,0.78875,0.9091,-0.56855,-0.07282163
1017,0.05260451,0.2179323,1.73005,-1.0883,0.41094998,-1.0992093,-1.2232783,-0.07364997,-1.3666534,-2.9367104,-1.7918501,-0.30712202,-2.9364786,-0.7444211,-0.04746896,-2.0885773,0.27444306,-0.7629431,-0.676677,-1.111896,-2.7650046,-2.6740847,-2.136163,-1.0906829,-0.84118444,-3.2434003,-0.3740586,-1.3385,0.59485,0.97225,0.63425,-4.0599384,-3.6292744,0.73759747,-0.4996311,-0.23400295,-2.9225998,-4.59685,-2.878495,1.4131224,-2.562312,-0.22733973,-0.5287192,0.27905133,-0.116349995,-1.7368692,0.49669623,-2.3007998,-1.1973305,0.5509,0.8183279,0.3357879,-0.55536926,-0.8403359,-1.1924405,-0.5487141,-0.8251416,0.5048492,-0.27506113,-0.027203202,0.52263623,0.18199939,-0.875842,-0.5999502,-0.7991068,0.19854182,-0.07208273,1.17205,0.43607858,-0.84589905,1.9202383,-0.99745643,0.102878675,0.68567604,-1.3081024,-1.4028537,-0.0060864976,-2.04295,-1.8471057,-1.3539001,0.31764328,-1.5766572,-0.72845,0.9381328,-0.7143192,-0.08992337,-1.7719172,0.6706999,-2.1179466,-1.1026878,-2.0341306,0.2568,0.7333256,-0.70165527,-1.4519,-1.6797974,-0.14849138,-0.44153565,0.36485785,0.16325486,0.21968666,0.12905008,-0.65311027,1.0752413,-0.46583533,1.4437357,-2.4910517,-1.9490632,-1.3905394,0.78133595,-0.255,0.04064995,-0.9837551,-1.074551,-1.8276477,-2.3253,0.31317887,1.4233977,0.26037443,-1.7995172,-0.038949996,0.86317956,-0.35717925,0.7324968,-1.1302775,-0.3765,0.3129,-0.36505,-0.7283399
10174,0.89523625,-1.7037859,-2.55795,-0.2334,-0.84895,-1.161264,0.36703494,0.29994994,-0.7214972,0.17251515,0.065749995,-1.5104504,-0.22768712,-1.6399608,-2.4944334,-1.3283514,-0.43514514,-0.20114513,-0.35675493,-2.1421146,-1.1031251,-0.42854518,-3.348314,1.3996699,-0.37120822,-2.630374,-0.39340228,-1.0633,-2.0987,-1.6637499,0.32639992,0.0013704598,-0.7872004,0.8195846,-3.8328714,-1.2444763,-0.44654998,-0.6994,-0.8410355,-1.2248367,-3.3603296,0.7278071,0.6344403,0.43926874,1.25835,-1.1448963,1.3021685,0.8106,-0.382822,1.86925,-0.06390622,0.56976086,-0.3807093,-0.028169401,-5.128575,-0.21314684,-0.14387234,-0.18548158,-0.27967855,-0.1260952,0.22328594,0.047108695,0.7182212,-0.72657824,-0.38546115,-0.17925121,-0.5780849,0.98315,0.19419503,0.8724962,-0.36108786,-0.5459668,1.3050202,0.26107794,0.6547208,1.1097534,0.84066,-0.09935,0.33118117,2.3627,0.89079803,-0.10617849,-0.0929,0.68071276,0.13537532,1.6534932,0.7779692,-0.8804039,0.061659973,-0.45008296,-0.94767565,0.058249995,1.0349083,-0.640928,0.1805,0.19432393,-0.58721703,-0.22085325,-0.039993227,-0.31747025,1.337559,1.054455,-0.044858098,-0.92918736,-1.8648908,-0.7497629,-2.1641512,-0.5529225,-0.58114165,0.523294,0.8677,-4.6530504,-3.713312,-0.26842716,-1.2461622,-0.4558,0.719123,-0.6622959,0.70658314,0.79152894,-1.2813499,-0.36380264,-0.7644817,-2.0670617,0.5593236,-0.8138,-2.27065,-0.52525,-0.567274
10180,0.2921753,1.4668278,1.77785,0.4152,3.0054,1.626941,-0.180071,-0.42825,0.10836898,-0.04309939,0.5585,2.7246985,-0.224424,0.48877403,-1.891329,0.1579067,0.8776,1.3815285,0.92308366,-0.25112283,0.35103562,0.9611697,2.9310079,0.2333906,-0.56737536,1.4240471,-0.053191826,1.9164001,1.6672499,2.5413,2.809675,-0.56290114,0.33976406,-1.7969148,-0.11698547,2.1684606,-0.553675,1.6247,0.011717439,1.0767881,2.094662,0.20601662,0.47105032,-0.8606589,1.56285,-0.551421,-0.15941414,-0.26105002,-0.8474549,-0.51795,0.51346993,-0.44734967,-0.42799747,0.3332447,1.8335723,-0.081755705,0.5869683,0.41547966,-0.656784,0.07858449,0.04324445,-0.103317216,-0.2310454,-0.3668573,-0.036569573,-0.26998776,-0.15763152,-0.27995,-0.39201128,0.08794823,3.2556505,0.005887285,-0.86604095,0.36796293,-0.48643804,1.2524248,1.8996868,0.7567,-0.5852252,1.5724499,-0.48933804,0.82143456,-0.77535,-0.10867612,0.5845631,1.5728991,1.158958,1.5040529,0.7667139,-0.27413058,1.0182016,-0.419,-0.23445246,-0.010444179,1.34525,1.1322887,0.17551,-1.1828377,0.37478292,1.0208747,-0.7873743,0.20387006,2.0963483,1.11535,0.41725755,-0.3652352,0.9368727,0.8375378,1.5411036,0.35349792,1.3968999,1.87395,1.3712502,0.24125499,0.06717372,1.0824001,-0.42647094,0.0723198,1.3321368,0.61633986,4.94645,-0.63513136,-1.1589646,-0.013870209,-1.231827,-0.2036,1.91605,1.01685,0.033601016
1019,-1.3558323,-0.7884857,-1.4054999,1.6726,-3.14815,-0.00074256957,0.070974514,-0.2256,-1.120197,-3.0388803,1.83255,-0.7094061,-1.554404,0.2709659,-0.7246582,-4.098457,0.36194623,0.7485901,0.9132051,-1.5296137,-3.2642806,-1.3899512,-2.6033168,0.46634877,-0.5947849,-2.08439,-2.037859,-1.28645,-1.3921,-0.48860002,-0.14535001,-2.0343163,-2.239103,0.9110771,-3.7719517,-0.5960797,-1.3399,-2.9752998,-2.9683318,-0.7874377,-3.4821844,-0.72088873,-1.8403208,0.16920064,-0.4233,-1.2832109,0.81991947,0.78384995,0.79695344,-1.77395,-0.32478064,-1.7054162,-0.66535807,1.4613943,-2.3976097,-0.63709384,-0.6590988,-0.33065745,0.84168637,0.5768084,0.9970271,1.2851468,-0.3979879,-1.3283217,-0.9875914,-0.32607448,1.0548259,-0.56659997,-1.3841964,-1.2354904,0.08507322,-0.6821649,0.15365636,0.39532635,-0.79089534,-1.5937153,-1.7618948,-0.28825,-2.1395013,-2.1344,-0.4782148,-2.2844884,-3.1220999,-1.0905666,-2.6332355,-2.8218703,-2.7211533,-2.7338717,-3.1175513,0.05834962,-0.6620686,0.3803,-0.008648125,0.16266932,-2.26895,0.06268164,0.66952574,1.1298263,1.2134824,-0.49561042,0.504265,0.4996805,-0.7801794,-0.342003,-0.025873153,-2.8519135,-1.6743596,-0.66970474,-4.994096,0.6589717,1.1530501,-4.95465,-1.9008352,-0.7784836,1.7026255,0.2493,0.39075089,-0.6708435,-3.1040463,-3.4483643,-4.0046,-0.31890514,-0.6973532,-0.53114045,0.40229386,0.36795,-2.3229,-0.1275,-0.24692674
10190,-0.1304535,-0.4026999,1.448,-0.42309996,-1.5386,-1.0506561,0.10232943,-0.028150007,-0.41788143,-1.4319447,0.8033,-0.39700478,0.10374075,0.51410514,-0.09821634,0.36300695,-0.13922663,-0.4520878,-3.905075,-0.573427,-0.9640719,-1.2520946,-0.26523846,-0.4390701,-0.7132445,-0.7450965,-0.9127288,0.89039993,-0.96160007,-2.3943,0.116225004,0.6161622,-2.0990896,-0.84242344,0.1293311,-3.2102723,0.454975,0.9213,-0.101789415,0.50810176,0.14462093,0.41383788,-1.2315184,0.050730333,-0.117649995,-0.14487676,-1.4463115,0.3043,0.09725723,-0.63965,-0.5340492,-0.1942142,0.29798105,-0.28667122,0.6315396,-0.1580421,0.5149748,0.05301204,0.56344557,0.3488119,0.41815728,0.6182684,-0.95434564,0.4613266,-0.42647702,-1.1250496,-0.04496658,-4.07695,-0.35360163,0.14797932,-3.248968,-0.49576998,0.32344335,0.28989995,-0.3476431,-1.7338803,-0.83622575,-0.74259996,-2.1582751,-1.1358,-0.07284564,-1.0894935,-0.6158,-0.46046433,-2.2184086,-0.5134315,-1.5258659,-0.88800514,-1.2730762,0.3652081,-0.16150144,0.62055,-0.49815816,-0.013456732,0.26839998,-0.2950998,0.57794625,0.6379298,0.35602176,-0.2171886,0.048699822,0.24172604,-0.73570776,-0.34210402,0.95580566,1.7248685,-0.725152,-0.14585796,-1.5798779,-0.98824114,-0.30089998,1.6588,0.217556,0.4929428,-0.13596325,0.26455,-0.05143086,0.7230474,-1.5058364,-2.927255,-0.26435,0.3668046,-0.49096808,0.7226398,-0.61784744,0.038149998,1.6108,0.3204,0.27464768
102,-0.7617824,-0.9159609,-6.5984,-0.8323,0.10734996,-2.6126924,0.7259152,-5.41895,-0.9266083,-0.50742906,-3.3330002,-4.1137342,-2.4715564,-1.9160993,-5.1897173,-4.4481034,-0.8907863,2.7846103,-0.43209988,-1.2853156,-1.8871509,-1.9039056,-1.2208889,1.1271423,-0.52728033,-1.7605078,-0.2854273,-3.33215,-4.44525,-4.1068,-4.4469748,0.20762789,-3.6541185,0.4457285,-3.3839657,-2.33884,-0.59000003,1.9737,-1.776201,-7.4232793,-2.1976173,0.7695541,-1.627828,-0.36932537,-3.4819999,-1.0274717,0.05117655,-2.0436,1.235682,-0.1546,0.492837,0.31079075,0.21383873,-1.5203547,-0.48904878,0.11862002,-0.041447714,1.6899698,-0.2037482,-0.3536918,-0.26596448,-0.44292504,-0.014299344,0.22085093,0.05344531,0.61426365,-2.1509104,0.3067,0.7320307,-0.36162996,-7.162031,0.38739455,0.072997585,-0.7087328,0.03842868,1.1776092,0.5865852,0.19505,1.1420852,0.2704,-0.75788283,0.78358525,0.04394999,0.44122246,1.0711739,-0.25807098,-0.092409834,-0.1724962,-0.27866587,-0.16943073,-1.9496312,-0.5345,0.43516585,-0.28161204,-1.5978999,-0.6385081,-0.74802756,-0.014884353,-0.12532377,0.4175043,-0.52260286,-0.44276205,0.64533705,-5.696596,-0.10084143,-6.308873,-0.8065776,-0.13733882,-3.9153569,0.23341672,0.72245,-6.1405497,-0.5298819,-0.61588454,-1.0646615,-1.26675,-0.3202019,1.0859067,-0.30365473,0.43842205,-2.6292,-0.48373157,-0.23355018,-0.9122978,0.8646402,-0.18805,-5.95175,-2.2609,0.9468658
10206,0.28886837,0.3183777,7.5656004,-0.94665,3.1546998,0.026446104,-0.14275119,4.69875,0.74160016,0.41333726,-0.68865,2.9165936,0.5916358,0.94093907,3.0445566,1.264472,0.049984008,-0.10817982,0.54729974,-0.3350267,-0.110278726,0.950051,-0.20054941,-1.0712985,-0.30016732,0.25870305,0.37112564,4.8767,6.3244,5.5425,4.67075,-0.24096052,2.346218,-0.51244426,3.5375843,2.0006962,0.35477498,-0.8894,1.4711615,4.2492723,1.4686289,-0.47049654,0.17042673,-0.62823325,5.58425,0.9702716,-0.91984105,0.74925,0.088127494,1.24475,-0.40933102,0.08152717,-0.06021902,-0.4430465,-0.47288528,-1.9142516,-1.5535226,-0.6091917,-0.74476975,0.21337256,-0.7646994,-0.5334456,0.36551026,-0.47892004,-0.20666206,0.9460614,0.69072217,0.22944999,-0.23605266,-0.4950508,1.741229,0.31090802,-0.08569233,0.21190947,-0.7404505,1.1168818,0.40628952,-0.17225,0.5973712,1.43325,0.29035893,1.028018,3.36615,0.20636503,1.1953156,1.6518319,0.9562052,1.12914,1.6918353,-0.43163186,0.6883555,-0.5408,0.23460013,-0.6506871,1.94515,-0.5679782,0.1933974,0.082880124,-0.3915493,0.4457029,-1.187662,-0.66198325,-0.14290726,2.1029809,-0.19396472,5.241061,0.73180544,-0.27849653,3.1980045,-0.6719301,0.656,4.4856,0.5425034,0.35192055,0.67520875,0.6832,-0.5030344,0.8948865,1.1071101,2.1537628,2.89745,2.074232,0.54035854,1.7686329,-0.14862949,-0.7134,6.8292503,5.21975,-0.2799176
1021,-0.1909247,-0.19557896,1.37905,1.9384,0.80152494,0.43172312,0.32415915,-1.5963,0.25296548,-0.07574487,0.26854998,0.38104212,0.07937816,-0.20113085,-0.38152555,0.7186662,2.5867593,-0.12245853,0.6252645,-0.21066129,0.7906485,-0.74637216,4.7418275,-0.897579,0.6171282,0.34623542,0.05891173,1.42805,2.2255,1.15885,1.32815,0.7621166,3.1965594,0.015120674,0.7487824,-0.67394054,1.604075,0.25849998,0.38820434,1.1665635,-0.43115076,0.14440379,0.055103987,-0.54357886,2.43455,-0.40719357,0.9862867,-1.5457,0.7600564,-1.6359999,0.67740476,-0.46453732,-0.72327095,2.6995344,-0.0935116,-0.89628386,-0.12476416,0.95968544,0.59067786,-0.052433945,-0.3060861,0.70314807,1.5548518,-0.45946884,-0.8337519,0.78337425,-0.2660391,0.55305004,-0.23445918,0.25848,6.7016735,2.3100944,-0.16390786,-0.38205558,-0.3889929,-0.35617667,-0.6536288,-0.12855,-0.4372843,0.47935,-0.5454419,-0.75897455,-1.17565,-0.11003479,0.4913118,-0.010984171,-0.45080647,1.5575819,-0.30018872,0.011909097,-0.8245101,-0.11225,-0.49608094,-0.07079612,-1.56805,0.12112108,0.31906158,-0.50395244,0.16670533,-0.58037746,-0.5351935,0.01270318,-0.28424305,1.5873935,-0.16563538,1.7012367,0.068912506,-0.37306654,-0.78405446,0.49060807,-0.8558,2.3925,-0.69221663,0.6510437,0.84769917,-0.673,-0.41667616,-0.07164344,1.0177469,-1.0250942,0.60230005,-0.8666681,0.2419106,-0.24230248,0.6984526,-0.00074999034,1.1930001,1.2466,-0.689063
