,ST1076,ST144,ST16853,ST16876,ST17005,ST17019,ST17262,ST17292,ST17301,ST17302,ST17332,ST17337,ST17431,ST17448,ST17451,ST17452,ST17453,ST17606,ST17707,ST17814,ST17822,ST17911,ST17912,ST18016,ST18027,ST18683,ST21,ST25,ST25585,ST25632,ST25633,ST25634,ST25646,ST25678,ST25684,ST25688,ST25693,ST25700,ST25720,ST25721,ST25723,ST25727,ST25729,ST25730,ST25731,ST25732,ST25741,ST25746,ST25748,ST25774,ST25775,ST25777,ST25781,ST25783,ST25785,ST25786,ST25787,ST25795,ST25826,ST25835,ST25849,ST25851,ST25863,ST25869,ST25871,ST25877,ST25880,ST25883,ST25886,ST25895,ST25901,ST25907,ST25929,ST25945,ST25947,ST25972,ST25983,ST25984,ST25995,ST26008,ST26015,ST26020,ST26090,ST26095,ST26096,ST26099,ST26139,ST26141,ST26183,ST262,ST26248,ST26257,ST26328,ST26330,ST26331,ST26332,ST26360,ST26363,ST26494,ST26603,ST26604,ST26608,ST26889,ST27081,ST27223,ST27394,ST27414,ST27418,ST27938,ST28,ST28029,ST28033,ST28307,ST28391,ST317,ST338,ST339,ST462,ST4728,ST485,ST598,ST605,ST606,ST607,ST639,ST643,ST659,ST713,ST738,ST766,ST817,ST891,ST952,ST965
840,0.12026799,1.5830343,0.68166685,0.5331703,0.11193821,0.80745685,1.3214822,0.9262324,-0.47151887,3.4187965,-1.4759895,4.5942144,0.42486662,2.5744398,-0.45005,2.4181983,1.0997969,0.96942544,0.6981492,1.0938659,3.1182127,0.24695866,-0.33567378,0.93547136,1.1389799,0.7523734,0.8625934,0.42082506,3.6069593,1.7119436,-0.38404998,-1.0017774,-0.087603346,0.69974995,-0.312137,-1.2411702,2.910995,-0.23652223,-0.8913889,0.21408984,1.9423571,3.6678991,-0.90135,0.0148312,-1.0285044,0.3209042,-0.025908947,0.5071622,1.3530289,2.167202,2.544271,1.3746002,1.8967156,1.6742511,-0.5519,0.62277097,3.0998487,1.6491636,-0.078258306,-0.75119996,1.9301227,2.507743,0.024804473,2.5504794,4.108298,0.83859825,0.65405744,0.49660948,-0.96039593,-1.1007462,-0.30753848,-0.57225657,0.8141605,0.36107895,-0.28638783,-0.27470002,1.1326256,1.2512095,-3.04245,0.47160897,1.7690843,-0.7415696,1.7513685,0.5991721,3.1837,2.1278028,-0.19244805,0.9200319,2.0194445,2.7307181,-0.033537254,0.100225,3.0634048,0.44686872,3.0786655,2.988219,-0.16994861,-0.53732365,-0.3419822,1.4342873,2.189356,0.13452122,1.39175,-1.0278165,0.75490004,-0.20029065,0.1623039,1.0973167,-1.83495,-1.8683,4.8656783,0.12562889,0.5625966,2.31448,1.7580291,0.2682031,-0.98893845,-0.17822064,-0.5992,0.67968446,0.7975025,0.73972094,1.7261672,-0.69652295,0.6502188,-0.17214242,0.1967775,-0.48076302,1.3681049,1.1910083,-0.8837186,-0.66016555,2.508843,1.2393472
84159,0.012145422,1.8831707,1.7896411,1.3661298,0.18557711,-0.7313977,0.39016235,0.9707717,0.38830155,-1.0098977,2.7502594,1.1311499,0.76031566,1.4516969,0.2121,1.3962642,-0.3779207,1.1534736,1.374027,0.7266599,1.1209445,-0.28937915,-0.08612943,0.854854,1.4627346,1.0768454,0.019389093,-0.33531955,-0.2565231,2.1293013,2.4376001,2.4163194,-0.2077091,2.5491002,2.0340433,1.1669879,0.9294503,1.2462862,0.2914572,-0.6923542,1.6551421,0.20618509,1.0644,0.16772395,0.19699152,1.1637579,0.904021,0.32151777,1.5917609,1.7255963,2.1635032,0.8346182,1.4314985,0.074402,1.2179,-0.41105944,-0.071118414,0.64919764,0.22129461,2.0918999,0.78964794,-0.64041185,2.1955214,1.7754734,0.53190374,2.0050921,1.2871746,1.6662868,1.9342856,0.4048482,1.4258866,0.30288535,0.17698374,0.03190555,0.4252801,0.11745003,-0.26656958,0.18568891,0.22155,1.0509064,0.80130255,-1.0521852,0.9519292,1.1069133,2.0717,1.638215,0.71961355,1.0371065,0.0081921825,-0.1692141,0.61701167,-0.5910121,0.118934676,0.2514228,-0.36070108,0.8832265,1.0922085,0.8225626,0.4334271,1.1923121,1.5527171,2.61799,0.41674998,0.8786765,-0.4456,-0.55946434,1.5175377,0.13780169,2.7788,1.54895,1.0482808,0.35558563,0.44308898,0.76577574,-0.16150331,0.23777267,0.20352256,1.5872532,0.010250002,0.4582938,-0.029401705,0.5849675,-0.12000334,1.4371237,-0.48335332,0.27784225,0.30295908,0.3409193,1.4568172,-0.9106734,0.20328198,1.0610411,0.9043677,0.17666088
843,1.9649664,0.7802272,1.3195188,1.1575143,-0.7143136,-0.19529104,0.35019892,0.71845967,-0.16343889,-2.041548,1.2845198,-0.2199797,0.6106222,0.88831586,0.32964998,1.0838407,-0.47232082,0.80397415,0.4209878,1.2688572,2.8934991,1.5507894,2.3001077,-0.1878472,0.03866013,2.367029,-0.26569426,-1.0343897,2.591602,3.784339,3.4936,2.9105935,0.13682911,2.34125,0.92517436,2.2078123,0.075007096,0.886363,0.35518718,0.4119972,0.18042086,0.9752352,0.20625,1.2424889,0.25583747,0.7101191,0.5780027,0.6983712,1.7199552,1.4993287,0.04892493,-0.02208165,-0.17849892,-0.16464235,2.1444001,3.8760026,0.40589952,0.49300146,-0.64718395,3.0778,-0.13695659,0.66612864,1.9973431,1.4963127,0.95837367,0.5222066,0.9640924,0.73251647,1.1574578,1.9291797,1.0571823,-0.3487609,0.14197546,0.57648283,0.88527656,-0.54285,-0.5613735,-0.31123355,2.2513,0.7589378,-0.010700077,-0.21321258,1.8351201,1.7399837,2.4973001,1.1326008,0.63833725,1.1527132,0.596919,-0.595224,-0.6065049,0.92112386,1.6695964,-0.17277542,1.0173815,-0.14826775,0.07111475,1.1644487,0.9594747,0.58668864,1.142323,0.34451824,0.71559995,0.35082325,0.0059000254,0.77947617,0.6498238,1.0287931,3.5532,1.1841,0.83790034,-0.037449032,0.065645225,0.09843913,0.2994891,-0.22343579,0.728297,0.8040788,0.1127,0.30018926,0.195245,1.1530114,1.9648212,1.6444618,-0.76280534,-0.21167976,-1.0383925,0.40255436,0.90728784,-0.30635822,0.1010301,1.3242898,1.8513305,0.1369479
8440,0.41016597,1.1020747,1.0630848,0.35764736,0.97860706,0.46235278,-0.60192037,0.29235977,-0.5776574,2.0003357,1.4252963,0.35120642,-0.16268374,1.8461876,0.4879,0.9745977,2.6245728,3.9751115,1.6093962,1.4944348,0.3659544,0.24191397,3.064105,0.83326423,2.2223997,0.9376858,2.975669,1.4918653,0.69869906,1.51409,-0.7618,-0.04135245,-0.788151,0.5552,2.8988504,0.15199903,1.5177408,-1.0029495,-0.08406139,1.5504603,0.8650094,2.959089,-0.2895,0.9369025,2.7952516,0.6969228,-0.75774646,1.7935283,1.7496657,0.5913137,4.345856,0.65002114,1.5829335,0.7988175,0.2845,1.3421873,1.2245004,0.16654584,-0.038286924,1.375,3.1541686,1.889246,0.6937741,1.1775575,2.158484,0.92232573,-1.1880593,1.5831654,3.3252306,-0.4730583,0.094704024,0.6946715,0.4719207,0.8205717,-0.3263764,1.5599,0.24522524,3.3387666,-0.7307,1.3188465,-0.20797053,-0.33654067,1.9885848,0.14717495,0.80715,1.7228054,0.11740485,1.1483247,0.3896962,0.26298717,0.12561846,-0.99621683,3.6919503,1.3789991,4.086778,3.4711401,1.3819655,0.76423717,-0.71936405,2.9323585,2.9393866,-0.5074119,-0.10274999,-0.45057306,1.3886501,-0.36430898,-0.06914179,1.8373518,2.51155,-0.768,3.669197,-0.81911874,3.9844348,1.1091334,-0.9951882,0.37250823,0.6152271,-0.008320391,-0.9722,0.32872024,0.9304857,0.61748415,2.1025498,2.9903216,0.7619056,2.7476342,0.1661495,2.063273,0.58001024,2.7824383,1.7268977,-0.87278783,1.4425569,4.095288
8444,0.34662753,2.2957625,0.44733012,0.9413981,0.3096317,-1.2520189,0.6944732,0.686925,-0.77805376,-1.7720284,3.6272457,-0.5096209,0.52128327,0.6290842,0.33165,0.9785557,1.4528708,1.2230158,0.3980941,0.9418826,1.1326402,1.5164268,0.41378716,0.41464144,-1.6522477,1.5643277,0.77979994,-0.2383949,-0.0323102,2.8654232,1.831,3.4684088,-0.070516825,2.2605,1.7026775,-0.005498126,-0.37658224,0.97828466,0.5135223,-0.45478815,0.07554972,1.4585819,-0.08555001,3.1913753,0.3554926,0.47315133,0.6126383,2.3636606,0.22819582,0.54542214,1.2365289,-0.20664714,0.022668839,-0.020959228,-0.85370004,1.9642307,-0.5567012,0.53760356,-0.5123096,5.0552998,0.8840831,0.2147529,1.9528886,1.3708934,0.26392266,0.8023166,1.5311456,2.6471462,1.8359132,2.5459232,1.7267092,1.5525393,2.2294717,-0.30003285,-0.04068841,-0.92585003,-0.25993398,0.42774975,1.56825,0.6191571,0.8573472,-0.11861557,0.99194723,0.7323464,2.98785,1.0386064,0.5644087,1.2408142,0.4915861,1.02754,-0.8200945,2.9581974,-0.24159017,-0.18886626,-0.4495781,1.3429532,1.9949756,2.1206527,0.14316589,0.19628662,2.03374,0.50515974,0.46375,0.54174435,-0.26925,-0.081114605,0.78321683,-0.17337966,3.7416,0.946,0.43495774,-0.40397793,-0.26248404,0.25171095,0.9839476,0.91410697,0.31881082,0.7081748,-0.00819999,-0.8799685,0.5358945,0.74906754,-0.64803535,2.8690443,-0.2545764,0.44206136,-0.4047035,-0.6521243,1.8053023,0.34085363,-0.40932634,0.45532602,0.7874296,-0.5081953
8446,0.6998,1.5895673,0.8527248,1.7162895,-0.006517768,-0.08016524,1.0626156,1.575825,-0.6288112,-1.6601195,3.3778133,1.4247233,1.8906587,0.93435645,1.41075,1.5337298,-0.81677806,2.3143868,1.357943,0.75930613,1.8567506,-0.15482587,0.6297282,0.18599463,0.62139356,1.0779352,0.6655998,-1.4743488,0.12639001,2.913289,3.8331,3.9064324,-0.76906013,2.0379,1.8047106,0.89242417,1.3843046,2.3847766,0.6539224,-1.2121507,1.1763856,0.13203628,1.4539499,0.683475,1.4957565,1.2568853,0.32334498,0.87582934,1.1235695,0.60992366,0.69020224,0.8965503,0.6327884,1.3060687,0.06914997,-0.29740894,-0.29365626,0.8034947,-0.88059855,5.34965,0.18837607,-0.30561882,0.91008544,2.02131,-0.049998984,0.8664483,2.091867,2.1925268,1.9935491,0.89444935,0.5532263,-0.17839849,0.08021199,-0.5309822,0.55070025,-1.40535,0.10820022,0.17276013,0.6657,1.0600451,-0.14959681,-0.25857055,1.725364,1.9354064,3.3376,1.2565455,0.902585,1.2004611,0.03977605,9.8094344e-05,-0.56934106,-0.7912078,1.1368325,-0.53222066,-0.612462,0.45134705,0.23684064,1.035048,0.96981347,1.3867484,1.6896889,1.8015258,0.15564999,1.3163124,-0.28535,-0.26546288,0.18180645,-0.77054256,4.0524,0.267,0.9307048,-0.045230314,0.52382565,0.9229566,0.19258124,-0.21656111,0.78883255,0.026791766,-0.40945,-0.5665457,0.09511692,0.85031545,-1.0180335,2.6884847,-0.479773,0.9539226,-0.7064346,-0.03848458,0.7257341,1.4248834,1.6938552,1.3892133,1.231639,0.69224226
84617,0.163784,-1.1057522,0.36823764,-1.1779374,1.0464199,0.007996142,-0.46798906,-1.3362557,0.47967398,0.3177884,-2.2139504,-0.21551472,0.087699786,-0.733938,0.97870004,-1.0060573,1.2241124,-0.48174512,-0.7443418,-0.38297427,-1.1956959,-0.81450176,0.8596257,0.018016525,-0.61068845,0.08590852,-0.18893495,0.51471597,0.5360558,-1.3163316,-1.4559001,-1.4870372,0.5910168,-0.3626,-1.180716,0.2505114,-1.5684717,-0.17702211,0.89691544,0.75807023,-0.95479417,-1.0046314,-1.1898999,-0.37533832,-0.6030587,-0.74685156,-0.27447957,-1.2448769,-0.36658996,-0.8667817,0.5240934,0.12460454,-0.40007937,-1.3826885,0.26185,0.21795896,0.6060395,0.43464,-0.010095488,-3.54385,-0.41263902,-0.44440258,-1.2444913,-0.52538383,0.5500306,-1.6629033,-3.0093787,-2.0179553,-2.2543073,-2.8101368,-2.4356847,-0.21265541,-0.14543682,-0.32702118,0.051012374,0.50655,0.38281745,-0.34047395,-0.22865,-1.2002299,0.031245142,0.5174041,-0.5672275,-1.6918349,-3.77245,-1.0384438,-0.26264772,-0.95164835,-0.61109424,0.3805765,-0.016694203,0.83627963,-1.4771019,0.5154067,0.07905975,0.6622547,-0.15421513,-0.21014397,0.11165731,-1.1896801,-1.5152967,0.77379835,-0.16435,-0.43497413,0.00615,1.0977765,0.122305706,1.2078098,-2.19535,-2.9611502,-0.19098791,-0.0848781,-0.59043866,0.403873,-0.27916774,0.052491516,0.5054097,-0.23852143,1.24795,-0.66941965,-0.2499988,0.5725103,-0.45529386,-0.49618918,0.29929775,0.31492776,0.20368871,-0.4859507,-0.27941063,0.10759288,0.22426778,0.5320961,0.6992593,-0.28060538
847,-3.5621681,-1.2207143,-0.4891057,-0.2844693,0.8943057,0.81473494,-1.3179216,-1.094558,-0.54123163,1.8311487,-2.310842,1.2749922,-2.1209607,3.1382139,-0.898,2.2730865,-2.8474946,-3.291602,-2.5211911,-0.89101475,0.74901325,0.027954191,0.11354432,-1.7883744,0.61829513,-3.3227165,0.42982888,-1.5634266,-3.8663588,-5.4101415,-6.4969,-7.5091977,0.010782737,-5.72935,1.1344843,1.4221809,0.68497956,0.76693916,0.81231177,0.63550675,2.6796813,-0.84953713,1.30855,0.7295788,0.42792377,-0.18423331,-1.0217419,0.9672808,2.0378928,1.0944918,-4.7731304,-1.5584952,-6.7996407,1.2538822,0.90295,0.7603375,-0.14302704,0.47686616,-1.498941,-4.343,-2.46475,-3.3440394,-2.5783403,0.29070112,-5.4216986,0.78038037,-0.6887064,1.3226764,0.639022,-1.2336609,0.5486275,-1.3457258,0.46195018,0.3372106,-0.93154144,-2.54985,0.18294379,-2.2688556,2.7533,1.3879074,-0.74048424,-2.6977181,1.0364437,2.2653127,-4.1252003,0.6626515,1.6456978,-1.2630534,-0.7362443,-0.18219194,0.006595588,-1.5547487,-4.176809,0.14735699,-0.17090836,-0.7061331,0.344841,-0.6011863,0.5592278,-1.2807583,-2.8265562,-1.5535202,-0.45345002,-4.525282,-1.5041499,-0.19970894,-0.0068317056,-0.17770272,-6.6507998,-10.0,-6.97545,0.08318795,-3.0311692,-2.094809,0.28524926,0.69011116,1.5498595,-0.18023284,-1.6292499,0.12206716,-0.37622598,-1.0869323,1.5338489,-4.048263,-0.28083354,0.9517295,-0.7892464,-1.5348513,-4.4401617,-3.375092,-0.12082465,-1.3563521,-0.63109857,-0.08212531
84722,0.8082313,1.2117822,-1.1291821,1.6104183,-0.58937484,-0.4691005,-1.0288234,-0.27286416,-0.5042386,-1.0625309,0.33172736,-0.18353695,0.45558462,0.8853352,-1.6898999,0.72282135,-0.83049345,2.0258756,-0.3631882,0.62123406,-0.54899937,-0.944275,-1.0303416,-0.49895513,-0.907251,1.1623837,-1.4369875,-1.5014455,0.058490068,2.858491,2.85745,3.7086515,-0.14497489,2.1055,1.4588585,-0.48987398,-0.24315457,3.4306414,-1.1297085,-1.1503718,0.5038955,-1.5067587,0.57725,-0.85060006,-0.36374936,-0.3326635,-0.24894315,-0.6600962,0.59799105,-0.2993874,-0.8656114,0.020639932,-2.1361573,-1.3807533,0.06785001,-1.0379806,0.79311496,1.2696567,-1.0878317,1.2509,-0.5465503,-3.1911142,0.653016,0.9751142,-0.4734181,0.54932135,2.6566203,0.9651402,1.1417634,1.0528873,0.48636723,-0.863438,-0.51566386,-0.7858151,-0.17350501,-1.3712,0.4339013,-0.8060457,2.3218,-0.01770626,0.7858745,-0.1549663,0.4068949,0.6199064,1.6373999,0.26998964,0.13198927,0.054077327,-0.5476141,-0.27675235,-0.2104676,-0.96526957,-1.2296374,-0.17545626,-0.8588233,0.31109518,-0.025318488,0.11690697,-0.04978597,0.63938445,-0.5517703,-0.46669844,-0.9006,-0.50574934,-1.5108501,0.38656488,0.28426966,-0.5602665,3.1211,0.61195004,-0.8212127,-0.4540167,-1.1864009,-0.68310034,1.3483819,-0.45548153,0.7216612,-0.06421436,-0.2874,-0.58981276,-0.77019846,0.21365939,-0.6796385,1.3318539,-0.19872224,-1.1387867,-0.07511031,-0.856776,2.7884364,-0.91162133,-0.4670785,1.2733402,1.6908257,-1.1086743
8480,-0.5512018,-1.980041,-1.145656,-2.4464562,-0.28229055,0.43012348,-1.2654376,-1.8842258,0.81625617,0.74911624,-3.5535626,-0.4789563,-0.8807177,-2.0019393,0.22605,-2.7355042,-0.12148017,-1.7824844,-1.2349244,-0.2876712,-1.1703562,-0.065169886,-1.7833906,-0.1119172,-0.56001806,-2.1015613,-1.2910709,-0.072705,-0.02336746,-4.0296187,-2.59555,-4.3583565,0.734333,-0.61375,-2.7473626,-0.57352436,-0.50888157,-2.0568361,-0.84537846,-0.44122633,-2.0031927,-0.5262828,-1.1740999,-0.26057872,-1.3717695,-2.810678,0.09009453,-0.2809978,-2.4963539,-1.5451953,-2.0523372,-2.0423515,-1.141969,-0.9829763,1.212,0.3752066,0.14618555,-1.4446833,0.12715699,-3.8632498,-1.6788838,0.21086955,-2.836585,-2.7742076,-0.25087842,-2.838996,-2.3145947,-2.5468106,-3.0127368,-2.2206702,-2.931345,0.024603866,-1.2217486,-0.43714762,-0.23747472,-1.18635,0.017269403,0.122016534,0.31365,-1.8558338,-0.68839145,0.15066092,-2.0754523,-2.6194372,-1.18285,-2.4929185,-1.5090582,-2.577928,-0.17531556,-0.16209716,0.6419189,0.9333653,-2.229035,-0.31870463,0.13021423,-0.99994814,-1.345593,-2.9900012,-1.8476764,-2.8144457,-3.8541062,-1.1545956,0.57005,-0.59293014,-1.2188,-1.1719007,0.08420364,-0.20101616,-7.2119503,-1.6395,-0.60570246,0.6052717,-0.8175813,-1.9564588,-0.5578727,-1.0313004,-0.71085936,-0.70421576,0.47175,0.88830554,-0.50607574,-0.9595934,0.7790319,-3.2684546,0.03774716,-1.1297238,0.7793639,-0.06465794,-1.5096483,-1.1643214,0.17918406,-0.41978782,-2.8046877,-1.5420153
84890,1.861203,-0.7213589,0.62219715,-1.8984011,0.69547105,0.21439797,0.5656276,-0.13794154,0.054824434,1.4574639,-1.9127251,-1.285614,2.1184936,-1.9601372,0.5165,0.0071249604,1.2434474,1.1907712,1.8249928,0.9481221,-1.1920513,-0.62820566,-0.2724354,0.92967474,0.09759125,2.1223269,-0.5302808,0.6146407,2.2078266,-3.262199,1.6148002,-4.612034,1.7284503,-3.12555,-4.390898,-0.96189684,-0.92297375,-1.8914773,-0.5190428,3.3136535,-2.1885655,2.2676685,-1.3014,-1.3811781,-1.3975651,-0.5523644,1.0742224,-0.2554915,-1.1759235,-2.2315574,2.507772,1.0977409,2.5917244,-1.2583642,-1.09955,-0.31825548,1.6422244,0.47157413,0.380081,-5.00945,2.108011,1.3532076,-0.5582887,-2.8612504,3.28468,-0.10316625,-1.0437254,-1.5902339,-1.5864012,-0.7993217,0.6375284,1.523344,0.68472344,0.98561263,0.4890528,1.3052,-0.6103508,1.8566102,2.5653,-1.9087083,1.2236712,2.6349504,-2.006303,-3.3812287,-4.3026,-2.2954493,-1.9145259,2.4636965,-0.81784034,0.7043246,1.3526014,2.0760021,1.0122333,2.0827994,2.5592713,1.245409,0.2423954,-1.0101635,-1.0532305,-1.8763895,-1.4396095,1.747572,0.90115,1.1033721,0.9333,-1.3012605,-0.43245614,2.1659598,-1.7883999,2.8318498,2.093503,-0.0031116605,1.4012029,1.818845,-0.6508026,-0.9171656,-1.0617305,1.8348404,1.44285,0.8189802,0.5703851,0.968786,1.1637876,-1.2077814,0.88522893,0.011283994,0.57733333,0.29367602,1.7950046,2.4817464,1.7591802,-0.21158758,0.16916561,1.6718327
8503,0.2990826,1.4379396,0.19402105,1.5457351,-0.6503639,0.051376954,0.3972508,0.46419883,0.05541286,-1.3664947,4.48905,0.60166013,-0.5780597,-0.97131586,0.99095,0.30770668,0.255894,1.5409895,-0.4463591,0.8580608,1.2122372,-0.22912025,0.98709464,-0.9261371,0.87380457,-0.006252392,0.3963738,-1.622299,-1.2460494,4.3486195,4.5889997,5.124218,-0.08699352,2.4198499,1.4793344,2.334483,0.6360671,2.2759922,0.19567415,-2.0051396,0.9211855,0.6171444,0.75734997,1.3738785,0.8132971,0.14573255,-0.5975704,0.69387066,0.30770844,0.8121116,1.0107267,0.34709886,0.07295795,0.29803145,0.70825,-0.21153617,-1.164368,0.366794,-0.8353492,3.55565,-1.4276382,-1.285799,0.56336665,1.6128734,-1.2102265,0.84202534,2.1147838,1.4956006,2.0239925,1.5059917,0.43171865,-0.7329808,0.11431435,-0.3579408,0.81240106,-0.111500025,-0.4559201,-0.1093777,2.92685,0.13102753,-0.43718413,-0.21710071,0.8410564,1.4197445,5.19595,-0.51217854,-0.30854043,0.5835093,0.30398977,-0.098045796,-0.6217187,0.29981568,-0.16822988,-0.15608409,-0.62911767,-1.2772034,-0.23947714,0.8134047,2.643171,1.6033363,1.2480164,-0.9780578,0.6096,0.68648434,0.2017,2.4936292,0.42444545,-0.41170448,7.3026,2.85985,0.5216305,0.2616221,0.1601043,-0.82337606,0.4989676,-0.21528104,1.0616779,0.33522177,-0.32509997,0.11644584,0.25179127,-1.1583573,-1.0532117,2.2643921,-0.97973424,-0.0024535656,-0.66484535,-0.649662,1.0518416,0.84316826,0.7157396,-0.0495552,-0.3865856,-0.15077198
8508,-1.0057404,-1.6492906,-0.30802327,-0.8853158,-0.6498136,-0.24661338,-0.6019112,-0.050844565,0.43925506,0.19985285,0.90033084,0.15135463,-1.5253074,-0.4895591,0.98494995,0.061543018,0.79062563,-0.4417216,-0.5937066,-0.6797044,0.31837535,0.28513265,-1.3177638,1.8401079,-0.77940375,-1.6567016,-1.0592715,0.02860218,-0.86904496,0.27734405,0.59105,2.6594462,-0.1141469,-0.6845,-1.7148371,0.346404,-2.1713827,-1.0772498,-0.08608045,-0.64565533,-0.2811261,-0.13288687,0.033600003,-0.71794516,-0.5981632,-0.7596494,0.44891092,0.42341858,-0.2755326,-0.6141386,-0.15565772,-0.62360984,-2.5058265,1.1213813,0.62644994,0.37335485,-0.70269436,0.13662113,2.045473,1.85995,-0.34118554,-0.060832888,-1.6571383,-1.2127674,-2.006724,2.1311252,2.8704166,2.7362483,3.450258,4.541566,3.184932,0.46179813,-0.49313128,0.04860562,-0.72522175,-0.59975004,-0.4274035,-1.0173297,-1.66535,-0.84317434,0.23908126,-1.3390374,-0.54977596,-0.19895768,0.7157999,-1.6818668,-0.4752332,-0.7915914,0.19271228,-0.15733254,1.7489945,1.5960422,-1.3871455,0.25287348,0.628669,-2.7707212,-2.4184585,-1.72654,-0.7207601,-0.409672,-3.0391138,-1.5151192,0.74355,-0.7384774,0.26345,0.4239883,0.5522694,-0.65942997,1.2873499,-0.39275,-3.1082335,0.2851094,-1.2240832,-0.43649322,1.0199614,0.6168167,-1.0631218,-1.1208541,-0.4274,1.5689123,-0.23785642,-0.08493461,-0.19459204,-1.3104603,-0.29745388,-1.8170991,1.0108867,0.50755614,-1.1221659,-0.8196813,0.108730555,-0.6750654,-0.72025764,0.96249735
8518,-0.5836538,0.4046878,0.18236668,-0.39188614,0.39114428,2.30447,-0.72483957,0.03476651,-1.002106,2.0918226,-1.5585082,-1.3206704,-0.45689356,1.0964746,-0.46845,-0.011625469,1.014756,0.3702923,-0.65279186,0.9264668,-0.19129089,3.211703,1.501085,2.3233507,-0.05269958,-0.98892957,2.106478,3.8440645,1.0191214,0.742157,2.7683501,0.06016796,0.57277167,-0.62145,0.7692498,2.2698436,0.4737929,0.25374565,1.6175605,1.4715636,-0.41184822,-0.5045998,-0.5867,-0.7591429,0.18628067,-0.6278355,-0.78374636,-0.37808543,0.45531797,-0.68484634,0.15625274,-0.25934258,-1.1462207,-0.64392,-0.37770003,0.73021793,4.0919147,-1.4664989,-0.037900373,-2.1440501,-0.17905492,0.3023476,-0.01766941,-0.054075032,0.613721,0.9292878,2.449479,-0.7306405,-1.451821,2.8278308,2.4848285,0.3309289,1.2913997,3.7163835,-0.50400925,-0.40150002,0.21592309,1.2028265,1.33145,2.0943494,0.5845963,-0.43507192,-0.27772826,2.6820185,-2.0394,1.1879742,-0.49877387,-0.15269184,-1.1780307,0.2738675,2.9824426,0.07296783,0.37630963,0.1490547,0.4873669,1.3797438,0.31938365,1.3884144,0.057850346,0.35117015,-0.5857934,-0.2654,0.50380003,-2.280329,-0.76105,-0.39639768,-0.7456,1.1164997,-1.52145,-0.80265,0.7903049,-0.27116024,-0.43545747,0.15153235,0.5354192,0.49479577,0.98651123,4.179927,-0.46100003,0.4431629,0.6650893,0.46494287,1.6204075,-1.7531044,0.06116809,1.7675214,1.1095679,3.7162468,0.07485944,-0.39993104,-0.6149202,-0.6706836,0.96102,1.1628579
8520,1.0523465,0.8702977,-0.372827,0.33110577,-0.67083204,-0.59587055,0.6347132,0.1999,-0.5798018,-0.59223443,0.83213556,0.70790356,0.43048432,-0.5694691,-0.1894,2.4348643,-0.84148383,0.019890912,-0.14295511,0.06977014,0.45089406,-1.3084549,0.13969293,-0.15879524,-0.61205256,0.23776652,-0.37664956,-0.98626125,0.5637611,2.7816925,0.7366,1.0186253,-1.2222263,-0.79794997,0.29048896,-1.6809576,-0.86942875,1.7287073,-0.21443929,-0.5854023,-0.3070826,-0.83084184,2.1529999,-0.11865154,0.25950179,0.054977775,-0.2243685,-0.28887329,-0.69393027,0.676769,-0.54432774,-0.14477706,-0.9417341,-0.24212967,-1.46665,-0.82160765,-0.7833592,-0.7813383,-0.09409294,1.7451,-0.046122603,-0.5339662,1.8626716,-0.57985663,0.58913314,0.23563072,1.0687715,0.68509173,1.1905916,0.43266875,0.18918031,0.45528835,-0.79741865,-0.072850585,0.7955681,-0.4903,-0.22852789,0.48652887,-0.6239,-0.20021209,0.33612227,0.40830046,0.6442709,0.5270938,1.85975,0.74791753,0.28377438,0.07793699,0.76612985,0.059274256,0.072785944,-1.0442415,0.11560014,-0.41080222,-0.37875882,0.24707767,-0.43783525,0.2806936,0.32191962,-0.44325435,-0.8986345,-0.33243555,-1.03825,-0.5766455,-0.91099995,-2.2373896,1.0909631,0.039589334,-0.8741,-2.8375502,0.36555344,-0.19864586,0.08339608,-0.1576714,0.73245543,0.8532411,1.2294838,0.150335,0.006700009,-0.29943636,-0.16785556,1.3411014,-0.8261565,1.8309553,0.58532226,-0.6519311,-0.42214498,-0.9749522,-0.17116618,-0.9669359,-1.1871535,0.37602615,-0.16920066,-1.1143696
